measured_sweep,plaquette_mean,plaquette_square_mean,ward_mean,acceptance
1,0.22536602986919899,0.2729644613820925,-0.8913533038054224,0.875
2,0.14802323484807148,0.2771993326827488,-0.08968193200463451,0.921875
3,0.12543878879085077,0.29562915334412526,-0.1685642910092528,0.90625
4,0.14338041107422753,0.26743614100285373,-0.11942012664502763,0.9375
5,0.06214543876364217,0.24106675811370337,0.5862964172703626,0.96875
6,0.10604608150307519,0.25124002886284,0.08009340753901763,0.921875
7,0.2087597068752838,0.2695969946263973,-0.7791457641807238,0.90625
8,0.24552978439717552,0.3367298958623708,-1.1559058916010199,0.84375
9,0.2126089363385598,0.2977608912674741,-0.8550070531906286,0.796875
10,0.16282991906686065,0.28938663724398433,-0.5951233978681109,0.890625
11,0.17696274784409727,0.28363532836204725,-0.4191114462145332,0.84375
12,0.14084788661944433,0.2787513065288875,0.04898409315728629,0.875
13,0.07605354360972678,0.23015481814421732,0.5776453499090759,0.96875
14,0.09882193775447991,0.2423049264645204,0.3297547326398628,0.84375
15,0.13773513443885263,0.23999375758834163,-0.19736308410092215,0.921875
16,0.11196362758831907,0.2476697906455292,0.048517694686382354,0.890625
17,0.1051691858556259,0.2587499917999572,0.15219390531475488,0.9375
18,0.09618958171286825,0.257606033078056,0.312381920412685,0.875
19,0.12388937658939858,0.24804914079476972,0.053532803520745194,0.90625
20,0.07141523416316016,0.22655935991474033,0.609227668993984,0.90625
21,0.09578472410171956,0.23729407237484015,0.2027052924428441,0.890625
22,0.08954103492666188,0.24080558805267963,0.2710653877270266,0.8125
23,0.10372200857635445,0.2541232800979128,0.1508021266083653,0.890625
24,0.09856316057674212,0.23754976842534967,0.2831178894523422,0.859375
25,0.10120651415576874,0.23522841286452176,0.40122864868149205,0.90625
26,0.015732882314882,0.23882112630070462,1.0278552074030083,0.9375
27,0.060648573136729,0.28264175134226016,0.45571442868175494,0.875
28,0.025836110341665375,0.23385239944262495,0.948721318543893,0.9375
29,0.05998997212493313,0.20818015689936806,0.8173823072662596,0.90625
30,0.08045170229147884,0.22142353225361408,0.4287448145241246,0.921875
31,0.13375163693833395,0.25110128488619293,-0.12724519437177795,0.921875
32,0.12242031197627279,0.22286137948576648,0.14720523220162357,0.859375
33,0.07304517137550233,0.22673666071173493,0.7009540296399791,0.921875
34,0.15973164903740758,0.2839316768840828,-0.21222988912486807,0.953125
35,0.08440972547824961,0.28735033618254413,0.3441530230285849,0.828125
36,0.1443189657984366,0.2561647166931294,-0.2135840216111883,0.796875
37,0.12636950519176854,0.26821859984098856,-0.04394556229107898,0.859375
38,0.15986085481697546,0.26905031742238084,-0.423524402943341,0.90625
39,0.1062174506903797,0.24503503131339346,-0.004971684070061617,0.875
40,0.12353018514490972,0.2018928395004432,0.14695492511185798,0.828125
41,0.08333838955385324,0.2612127504942196,0.5213382343095153,0.890625
42,0.054467349449332486,0.2574561954630965,0.6907842626100168,0.875
43,0.10941745792759927,0.2613655160291654,0.06820733571882892,0.84375
44,0.13937316481999584,0.261406650218371,-0.2889402471092056,0.890625
45,0.1200872101244561,0.23965984608107294,0.11715907891916147,0.90625
46,0.13123604076369821,0.25821154835305743,-0.08068551692102063,0.859375
47,0.1281305728471386,0.2553778568362057,-0.2696266642537293,0.859375
48,0.06355184720955014,0.2614698990471909,0.5308448247737425,0.921875
49,0.13480475884277984,0.2778333876022629,-0.15684753446528696,0.921875
50,0.14583059782117408,0.30433875126104365,-0.24734273859457861,0.890625
51,0.14210299260288758,0.2657087234628508,-0.153781382343113,0.921875
52,0.21470391657885232,0.2648159552633791,-0.9028756158182992,0.859375
53,0.17776608564630014,0.22912768519540225,-0.5972731755154047,0.84375
54,0.14124981161212533,0.23513023333815028,-0.27821168952167674,0.859375
55,0.13529852648538496,0.27257914196406624,-0.3383705676522276,0.84375
56,0.08409794105466399,0.27393973401039556,0.3503594911519757,0.96875
57,0.16119406574771067,0.26879119816294383,-0.22702516198982398,0.890625
58,0.13806099344089057,0.27625230257355,-0.1943963407723148,0.84375
59,0.1877695739423041,0.2707027584744986,-0.7130924748937871,0.890625
60,0.1781023230032163,0.26364965633583815,-0.5858275975104238,0.875
61,0.188400420013796,0.24566023864863326,-0.4838609752859718,0.875
62,0.15240974028464907,0.24571863173476485,-0.09523962093962662,0.953125
63,0.12112543780754788,0.25984070207287296,0.19318454066580154,0.90625
64,0.17926720291152742,0.23422440161851607,-0.4293617532231926,0.90625
65,0.17373571593722228,0.2763585068420111,-0.3775602578745476,0.84375
66,0.18016280526799244,0.2626091379732798,-0.7741989957613122,0.828125
67,0.12341037270446358,0.2897056476485129,-0.10453566174493022,0.90625
68,0.14598830621230233,0.3041915685676287,-0.4272720082939554,0.828125
69,0.12576545958204247,0.2547152929142867,-0.02086128525097478,0.90625
70,0.11960610020419475,0.2372881885073396,-0.14595786897727298,0.890625
71,0.08380363231821027,0.2541200018660333,0.1949698218847462,0.90625
72,0.06131762708633549,0.2738262601472413,0.47757179448372283,0.859375
73,0.12274983746385577,0.2649882528239484,0.04664541434989045,0.84375
74,0.07443207352425002,0.2616155860535004,0.34920742440776403,0.84375
75,0.07438292238475509,0.21837373835849458,0.4071243753520751,0.96875
76,0.08982452289710956,0.2365913041360956,0.3135950537394151,0.828125
77,0.058134016429126634,0.2561435938466466,0.5041216199597056,0.921875
78,0.03173908881708525,0.2582199588435035,0.8342530482201401,0.953125
79,-0.02999803465566567,0.2639839294319146,1.2674200801690567,0.9375
80,0.019036602951141356,0.214597449266012,0.8627482204285035,0.84375
81,0.14288807932622238,0.22071725550832055,0.055581312867730256,0.875
82,0.13807817193179425,0.26066430155199466,-0.0008829612127994185,0.890625
83,0.15061889286319516,0.286244138472414,-0.25348915975713554,0.890625
84,0.10533026753700854,0.2565997868226899,0.28252809407619256,0.9375
85,0.1368793032072523,0.26387230772775777,-0.08835854764405646,0.859375
86,0.12186564636064688,0.25246347086499904,0.017332511654229058,0.90625
87,0.02991444208517724,0.25084397145285275,0.8901423504568459,0.953125
88,0.09938501507660587,0.24057803453402457,0.21948986259682218,0.921875
89,0.1889776041771337,0.23265960544348097,-0.6388019368808615,0.875
90,0.22939539840523823,0.29944138286128613,-1.1401160715399512,0.796875
91,0.22167226937980425,0.25249866983910674,-0.8478622447970028,0.859375
92,0.1757200904179003,0.2828108639816275,-0.5437981942423264,0.796875
93,0.05979430155377269,0.2686027791529481,0.6774657953357969,0.90625
94,0.11478772751177829,0.20869994370563308,0.14362483650421873,0.890625
95,0.13249800789905292,0.25594656405253097,-0.04882891138760357,0.890625
96,0.11569876967803187,0.2574773103627923,-0.05857338348686288,0.875
97,0.1360478848163896,0.22733674168642845,-0.2044599311362586,0.859375
98,0.14497063031503368,0.23141981340221326,-0.27938832000881725,0.84375
99,0.15126198839486169,0.26364836423332805,-0.45585255448497375,0.84375
100,0.11872041741220145,0.2578511799574137,-0.034477924770121605,0.875
101,0.070444017640845,0.24893217546736213,0.544491791230034,0.921875
102,0.06477679537414693,0.26740910032269816,0.5058498176854407,0.859375
103,0.07720319380980432,0.25448402358331657,0.3471024614449989,0.890625
104,0.0835811983240677,0.2481107984505846,0.41070812519712985,0.890625
105,0.03689811418581312,0.2687550765986732,0.8807776427525122,0.90625
106,0.07126959951635183,0.254999330039756,0.42550800744874984,0.90625
107,0.0035276310979476116,0.2348460560835056,0.9679110126099375,0.921875
108,0.08978562157835059,0.2435594294838436,0.34049730349713553,0.921875
109,0.09387856483819323,0.23558215957469156,0.5449564365380725,0.875
110,0.04314275375886592,0.23802299609284797,0.9114443873659647,0.96875
111,0.029240943754128418,0.2590891344607589,0.9568670267757646,0.8125
112,0.07483382707023074,0.2059370542450941,0.5148423807865569,0.9375
113,0.09463588024330893,0.2693740434455475,0.36834974297209233,0.890625
114,0.021552588919956334,0.20832400641052615,0.8427784681431467,0.921875
115,0.032655082932971764,0.24837011173341236,0.7714331732317438,0.890625
116,0.08333381185065536,0.2319083885128738,0.21180406729445111,0.890625
117,0.12810331972198272,0.25064272804186777,0.012798564827857413,0.90625
118,0.17547325579708206,0.25038877718617,-0.45172525729964325,0.90625
119,0.11351557055947142,0.26274167289994105,0.090381510530973,0.953125
120,0.1496541544162817,0.2967699022150699,-0.19941877694595145,0.84375
121,0.18774844555903847,0.28917510437337646,-0.6472210244680167,0.859375
122,0.19909401781446726,0.2866762985751958,-0.6617896364461584,0.90625
123,0.12591725700257514,0.25415445363055633,-0.04649244422264685,0.9375
124,0.1554461912585905,0.2774613172361,-0.222795647331811,0.90625
125,0.11773800931859502,0.2857691531846735,0.2100643835098892,0.875
126,0.12475698950398591,0.28943550653011424,0.021972586499649387,0.84375
127,0.15263550556411318,0.2486376754255275,-0.239941461603363,0.90625
128,0.151823300862672,0.2878465945423289,-0.18978432522447378,0.890625
129,0.14483346771644243,0.26751590638545686,-0.2448247414110268,0.921875
130,0.16476850876383356,0.25888296018295615,-0.1182378078543856,0.859375
131,0.10838201816190507,0.27657427819526886,0.1569408856298511,0.859375
132,0.1474703993720413,0.3284450820035957,-0.27331147961635144,0.84375
133,0.18294587589519806,0.2653638184576252,-0.5549214599562098,0.859375
134,0.24408002494873626,0.2550302224610838,-1.0645618689821963,0.890625
135,0.21147458576017594,0.2704651869790397,-0.8014076194084634,0.859375
136,0.1842602604324782,0.29661542370087646,-0.783376997911777,0.90625
137,0.15740051123316237,0.24216647143698586,-0.10568540140430763,0.859375
138,0.17670751611964738,0.28311666081031855,-0.519353235248511,0.875
139,0.21117442403510892,0.3040192639263727,-0.8987015889828579,0.90625
140,0.25529820219681915,0.2900350011750277,-1.3292918666446185,0.859375
141,0.22249742447778584,0.2627042199389826,-0.9882160718347712,0.84375
142,0.13041321713290102,0.239785978470658,0.022041071278852045,0.90625
143,0.1758765872751571,0.24824746568348197,-0.3908513728117763,0.90625
144,0.18344258296877594,0.2391638154485974,-0.48097527401834983,0.90625
145,0.045338754479924394,0.1913334136926836,0.9981129902541652,0.796875
146,0.07918318151108472,0.2156083462758138,0.44797193770416277,0.921875
147,0.16342677748971537,0.22924227319982501,-0.4142588941438231,0.8125
148,0.18733803637756075,0.271000549591156,-0.650853210207717,0.921875
149,0.1967330444537333,0.269373564757012,-0.9795364025540584,0.859375
150,0.16013903186235232,0.2881875956277255,-0.459631302868848,0.828125
151,0.20661111708821953,0.23036512194914618,-0.6372491306275689,0.796875
152,0.14590277427601064,0.23746590226615738,-0.2392693997755976,0.875
153,0.1319532891730412,0.28551487285603433,-0.030004469490997603,0.96875
154,0.17223551045516097,0.26815188423756514,-0.3834480339912497,0.796875
155,0.20392476771841853,0.25301652060174157,-0.7821605937090313,0.875
156,0.18686182164825846,0.28939685307266855,-0.6161447906984397,0.875
157,0.1689894356464174,0.2699079524947605,-0.3778116320542523,0.828125
158,0.16113161030836853,0.25141600283866095,-0.18934718828528097,0.8125
159,0.1308501663708432,0.26142223172050366,-0.009267096323272203,0.9375
160,0.17495781564358356,0.27335873863221594,-0.4015361537471066,0.921875
161,0.18087121881102242,0.22605501526781935,-0.4432829001137929,0.9375
162,0.1426559233942293,0.23895298552261787,-0.2805724954296722,0.84375
163,0.1600077537560621,0.24678101837448238,-0.23893548334348064,0.84375
164,0.09709442413673434,0.2538057369773489,0.218899809384123,0.765625
165,0.10124135882715112,0.25374726566675126,0.15284245803636365,0.90625
166,0.17043273688014113,0.25653485852842567,-0.46731757334736385,0.890625
167,0.18963213086530806,0.27672041451668156,-0.7130427346015197,0.890625
168,0.1438712212179619,0.2720644928728413,-0.13964104053379964,0.796875
169,0.12894192470199306,0.23899919032716901,-0.10067776340842159,0.859375
170,0.10700420669007871,0.26333782492699337,0.041367119572977104,0.875
171,0.155368870442902,0.27904356341245196,-0.3961438287043251,0.90625
172,0.0774989948830802,0.26747644395326065,0.526206858907242,0.84375
173,0.12553522801424222,0.2646125490688372,-0.05434995418558004,0.890625
174,0.1168970154489064,0.24071607209761234,0.020584571803343787,0.890625
175,0.14253492738681597,0.26246851926390985,-0.3856739425550955,0.890625
176,0.11913761169946702,0.24604297349629078,0.03372655139777245,0.828125
177,0.11531920145918699,0.25805563318934394,0.2033295136723705,0.921875
178,0.07492877157621093,0.2376220912113526,0.5093933426263384,0.890625
179,0.11081666604392709,0.2466249282687065,0.16771284091703403,0.859375
180,0.11097616451042441,0.2898592053255497,0.11926297434154357,0.90625
181,0.08618848207111979,0.2733147957468211,0.4204273766592967,0.875
182,0.11477437537576189,0.23867272166899298,-0.024424052718317504,0.90625
183,0.18185467385096654,0.2633758511793461,-0.5831107178642312,0.84375
184,0.057936150391715686,0.3205738648087215,0.3980411325996959,0.90625
185,0.09226169389864053,0.29568164786363627,0.20021646806851887,0.84375
186,0.06037806348403838,0.22759008054076416,0.7346608416598326,0.875
187,0.19739121691549766,0.23940929396839858,-0.6851808488061759,0.90625
188,0.11015919666693434,0.23304399728308414,0.07051775621847786,0.875
189,0.10071736878516598,0.22304052061585708,0.04776382506387359,0.84375
190,0.09645432136455319,0.2706983585870635,0.12055955796923119,0.859375
191,0.05759076525546669,0.25347752134183305,0.4743763366029671,0.84375
192,0.07871155454825886,0.2378054940311692,0.3183838643358264,0.953125
193,0.018987684324764647,0.25614735403014066,1.013219764522067,0.859375
194,0.1692232158249305,0.2582745290050903,-0.6444508544338391,0.84375
195,0.1641538911990431,0.2874463291889646,-0.38313228003435684,0.890625
196,0.14603370719252706,0.26512449216658207,-0.10318627629724003,0.890625
197,0.2078774925923151,0.2370942792783054,-0.5517556739985472,0.828125
198,0.16709963290466323,0.30301752710482405,-0.36690089516910324,0.875
199,0.15502822294956228,0.3192553987371752,-0.28199458793172566,0.921875
