s,a,x,Fdrive,Jrz,Jkin,J0,Sx2,C,Z,Wdrive,Wexact,energy_work_residual,energy_work_relative,max_r2_error,raw_f_min,raw_f_max,raw_f_mean
0.0,0.0,0.0,0.0,-3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,0.10674558167593576,0.9960199826129171,0.0,4.5386881987964285e-15,0.0,0.0,4.440892098500626e-16,-2.220446049250313e-16,2.220446049250313e-16,-2.6659519502044756e-18
0.2,-1.9805501368973587e-12,2.349345425051829e-10,2.5583013895423085e-08,-6.465938895416912e-13,1.6616041875749943e-11,1.5969447986208252e-11,-7.031401408709287e-38,0.10674558167593579,0.9960199826129171,2.758054664819652e-20,4.924437067393937e-15,3.857212880508603e-16,7.748411274198868e-16,6.661338147750939e-16,-2.220446049250313e-16,2.220446049250313e-16,-1.285359046645449e-18
0.4,-5.376158508981347e-07,1.8161893798538055e-05,0.0005314950053165182,-1.2506291682257142e-06,4.5123166607652365e-06,3.2616874925395223e-06,1.576476216680987e-23,0.10674558167593576,0.9960199826129171,1.64353548994998e-10,1.6435825484399955e-10,1.6716080274732564e-16,3.357944424474506e-16,8.881784197001252e-16,-2.220446049250313e-16,7.205347429817266e-14,2.1113726024976215e-16
0.6000000000000001,-6.061323955240109e-05,0.0010114509922960967,0.013956039834743908,-0.000288829381979383,0.0005087389627860261,0.00021990958080664313,5.51279186872864e-18,0.10674558167593545,0.9960199826129171,5.101427259791381e-07,5.101427313694477e-07,8.516214306086953e-16,1.7107464116441748e-15,8.881784197001252e-16,-2.220446049250313e-16,9.106527754099147e-10,2.116894157797408e-12
0.8,-0.0008231924530334382,0.008436653014265128,0.06865195657471022,-0.005198741076711144,0.006909217818005686,0.001710476741294542,5.209020371245953e-15,0.10674558167587553,0.9960199826129227,3.552023382624714e-05,3.552023383094318e-05,1.5735161654553687e-16,3.160896422947989e-16,1.1102230246251565e-15,7.771561172376096e-16,1.6606243580241653e-07,3.0675392309861003e-10
1.0,-0.004502233600831835,0.0318017341495523,0.17169442521388753,-0.03201285186030134,0.037788141147586884,0.0057752892872855455,4.048032442967461e-13,0.1067455816741337,0.9960199826130824,0.0005050580232420426,0.0005050580232466414,6.01732205729455e-17,1.20876621315956e-16,1.3322676295501878e-15,1.5154544286133387e-14,4.8774966463494e-06,7.532784221293786e-09
1.2000000000000002,-0.015153355068258424,0.07913141491608916,0.3040356215300072,-0.11395499350691196,0.12718511947834799,0.013230125971436024,8.435704458493433e-12,0.1067455816555216,0.9960199826147892,0.0031293464836610685,0.003129346483665615,7.37257477290143e-18,1.4810108557630644e-17,1.3322676295501878e-15,9.486855745421963e-14,5.3818620196155464e-05,7.317203241272636e-08
1.4000000000000001,-0.03797108686791426,0.1535258420640196,0.43853746051307874,-0.2941147631760046,0.3186988698809259,0.024584106704921282,7.956693833255962e-11,0.10674558154775539,0.9960199826246714,0.011789255023684057,0.01178925502368908,4.85722573273506e-16,9.7572479909096e-16,1.5543122344752192e-15,3.567146578120628e-13,0.0003260045207805762,4.0567476597726816e-07
1.6,-0.07823489437085465,0.2528506389351088,0.5513572501130387,-0.6168548560713543,0.6566409546523104,0.039786098580956164,4.446853073637505e-10,0.10674558113178376,0.9960199826628165,0.032010645439569725,0.032010645439574215,-4.85722573273506e-17,9.757247990909599e-17,1.5543122344752192e-15,9.624523400475482e-13,0.001320104319402049,1.5419762287378512e-06
1.8,-0.1403633513301797,0.37086805926969046,0.6255589637981878,-1.1205757532787697,1.1780971599853167,0.05752140670654704,1.7164794371447603e-09,0.10674557992432494,0.996019982773542,0.06894873408811479,0.0689487340881227,3.372302437298913e-15,6.774317890831522e-15,2.4424906541753444e-15,2.0516921495072893e-12,0.00399902152564241,4.449755878016439e-06
2.0,-0.22723922411322156,0.49870119910750266,0.6513516286300068,-1.8320613462466646,1.9072625303542239,0.07520118410755927,5.025294306340876e-09,0.10674557708477556,0.9960199830339322,0.12484059180042537,0.12484059180043003,1.249000902703301e-16,2.509006626233897e-16,2.4424906541753444e-15,3.662237180179773e-12,0.00969765751358237,1.037586302241888e-05
2.2,-0.33982358272051655,0.6262324476329438,0.6255589637981871,-2.7623882496317584,2.8522020743218306,0.08981382469007215,1.1852902451912546e-08,0.10674557140726512,0.9960199835545669,0.19714578767965582,0.1971457876796587,-1.6653345369377348e-15,3.345342168311863e-15,2.6645352591003757e-15,5.679068326713832e-12,0.0196471132941477,2.037261682210399e-05
2.4000000000000004,-0.47703825707504693,0.7433989143878423,0.5513572501130387,-3.905394716998167,4.0038636647125045,0.09846894771433767,2.3457266157033084e-08,0.10674556143625002,0.9960199844689214,0.27825765290116433,0.2782576529011647,-4.163336342344337e-15,8.363355420779657e-15,3.1086244689504383e-15,7.841616245229943e-12,0.03416808263681703,3.466264635440644e-05
2.6,-0.6359048151017784,0.8414801028224215,0.43853746051307874,-5.238312877244503,5.3372441682350455,0.09893129099054221,4.009078259751524e-08,0.10674554569903157,0.9960199859120438,0.3571203719926639,0.35712037199266067,-7.771561172376096e-15,1.561159678545536e-14,3.552713678800501e-15,9.813927448476534e-12,0.05207719080724499,5.219629713250563e-05
