index,left,right,center,point_lower,point_upper,transported_lower,transported_upper
0,0.125,0.140625,0.1328125,0.0064612887548031409,0.0064612887548031704,-0.0091637112451968591,0.02208628875480317
1,0.140625,0.15625,0.1484375,0.0072119009897164965,0.0072119009897165312,-0.0084130990102835035,0.022836900989716531
2,0.15625,0.171875,0.1640625,0.0079603731241010348,0.0079603731241010764,-0.0076646268758989652,0.023585373124101076
3,0.171875,0.1875,0.1796875,0.0087066690658695756,0.0087066690658696259,-0.0069183309341304244,0.024331669065869626
4,0.1875,0.203125,0.1953125,0.0094507532875285679,0.0094507532875286286,-0.0061742467124714321,0.025075753287528629
5,0.203125,0.21875,0.2109375,0.010192590833156703,0.010192590833156774,-0.0054324091668432961,0.025817590833156774
6,0.21875,0.234375,0.2265625,0.010932147325049499,0.010932147325049584,-0.0046928526749505008,0.026557147325049584
7,0.234375,0.25,0.2421875,0.011669388970028413,0.011669388970028513,-0.0039556110299715881,0.027294388970028515
