sigma,early_relative,late_relative,minimum_relative
0.0,0.0,0.03562308324480346368939044679187796909138286997133636673414981258393634,0.0
0.03333333333333333,0.00000008249694323750419188758337218040813868210756103640265741548348869636776,0.03244923972631197647404213830462298165410190789044509363690939076178183,0.00000008249694323750419188758337218040813868210756103640265741548348869636776
0.06666666666666667,0.0000003077228706275429786936052145468985836083956389616778528766833202848291,0.02955821797585248547691930663341172460335442001142951330290826046168629,0.0000003077228706275429786936052145468985836083956389616778528766833202848291
0.1,0.0000006464807795256480143371254570134720760125399223498665053633941080371908,0.02692481569469579649710293299732561294899743378625046139685153840363388,0.0000006464807795256480143371254570134720760125399223498665053633941080371908
0.13333333333333333,0.000001074470726738665740118697391932973118190595060452370069408431435823379,0.02452607636549529627687315785627880495843309444644343312158552446864855,0.000001074470726738665740118697391932973118190595060452370069408431435823379
0.16666666666666666,0.000001571533732399605524479183413975168717192690349706699647880263772817442,0.02234108913030314207530140454732327425747495418047867995524483325188316,0.000001571533732399605524479183413975168717192690349706699647880263772817442
0.2,0.000002121007593909950991153424290715419724711151294980119145655641491867594,0.02035080650149249674766787315465349652686919191572856851385300597048413,0.000002121007593909950991153424290715419724711151294980119145655641491867594
0.23333333333333334,0.00000270917843436355253949441436605118071612171296159312165455262980069191,0.01853787831649234501992054282455119882461022205191870597921071307190514,0.00000270917843436355253949441436605118071612171296159312165455262980069191
0.26666666666666666,0.000003324814115340177108045600906244085476916272359669366941699677512932732,0.01688650048884581804312414112841936847927218667101383948792793254882087,0.000003324814115340177108045600906244085476916272359669366941699677512932732
0.3,0.000003958767623632242312553731663243055348612967183879300561923999958288594,0.01538227723708897164607611803465369508461251894077190412139850844912658,0.000003958767623632242312553731663243055348612967183879300561923999958288594
0.3333333333333333,0.000004603640241141979454831269065416713955844732678908470668644783170982334,0.01401209559043902090332936094480481375963247169115019657065104718243574,0.000004603640241141979454831269065416713955844732678908470668644783170982334
0.36666666666666664,0.000005253495766238895341709854035010250346805087912757872611980648724960337,0.01276401107730329972473116191053513773285607918295503066881926671293537,0.000005253495766238895341709854035010250346805087912757872611980648724960337
0.4,0.0000059036183071603357659581143459851889573254167055140493111093419588866,0.01162714360010581196635046058867048648898212888614101793127431565924211,0.0000059036183071603357659581143459851889573254167055140493111093419588866
0.43333333333333335,0.000006550307242685406931205811137883614342248479825676594672233371793367496,0.01059158258872674391671601503294204267802283424893501486712863138154335,0.000006550307242685406931205811137883614342248479825676594672233371793367496
0.4666666666666667,0.000007190703867345119306609020595782229210949115512065267330439763886023359,0.009648300605736080881679297181454070892118828481782671477475245288400395,0.000007190703867345119306609020595782229210949115512065267330439763886023359
0.5,0.000007822645029368132026586774517841276791530171348244359795827705507433482,0.00878907465028043353994747212933956798476469439053970116142290510182913,0.000007822645029368132026586774517841276791530171348244359795827705507433482
0.5333333333333333,0.000008444539747899935761998918061134900009368288321576956961731885271699126,0.008006414474594687509517764148537978850790536961919421985305208096905927,0.000008444539747899935761998918061134900009368288321576956961731885271699126
0.5666666666666667,0.000009055265377673959897634770710869978077230726685318351669131352731735189,0.007293497288242227085712414795708757085288052019131198202585641807378484,0.000009055265377673959897634770710869978077230726685318351669131352731735189
0.6,0.000009654080387922199272934704314420531323420371992516993013983612115530289,0.006644108280872087423977435755221670154912088190412956477592813270304058,0.000009654080387922199272934704314420531323420371992516993013983612115530289
0.6333333333333333,0.00001024055124963558950110440032993045426858111781124435576226647314741307,0.00605258644500391887063451302436745260562938452896839936948304827626784,0.00001024055124963558950110440032993045426858111781124435576226647314741307
0.6666666666666666,0.00001081449129141350757090314959601284489742192547915893746353350832499788,0.005513775226554369207803231830679219887550404099832937713241514985994354,0.00001081449129141350757090314959601284489742192547915893746353350832499788
0.7,0.00001137590969775027722510814300079384937158924398475267612371469716688163,0.00502297757290394382840567037265559898497284984442488530919800561366953,0.00001137590969775027722510814300079384937158924398475267612371469716688163
0.7333333333333333,0.0000119249690921455180026966649511507570319807911101742261814992781543189,0.004575914986638739848409989366666576596321752466635840914548197156887448,0.0000119249690921455180026966649511507570319807911101742261814992781543189
0.7666666666666666,0.00001246195037729614953412291471284426343880225312112866006711924130473105,0.00416869022802062098754830981058502750618843252563350809304909513373248,0.00001246195037729614953412291471284426343880225312112866006711924130473105
0.8,0.00001298722370132932207573529713740664472657954770126143074327751402527008,0.003797753341047011195631273506743938276969382331950562981294457016816302,0.00001298722370132932207573529713740664472657954770126143074327751402527008
0.8333333333333334,0.00001350122458729043636171051781198664359716732786881691910579075928570227,0.003459870706934621338220550941058980566657848537460718641891996899132629,0.00001350122458729043636171051781198664359716732786881691910579075928570227
0.8666666666666667,0.00001400443440696432684559196836938258906832752312553272969399475943723712,0.003152096855252814865964557175274690918624383951423307435956797191118544,0.00001400443440696432684559196836938258906832752312553272969399475943723712
0.9,0.00001449736450306318120225267445243439735057613926460538592539081228886293,0.002871748786971961382108792894217899970726699615805182193347017637363283,0.00001449736450306318120225267445243439735057613926460538592539081228886293
0.9333333333333333,0.00001498054336885170420087045058119063221206574265856426765851872385426508,0.002616382585589584169169374571002523377781851725892514593004014225825226,0.00001498054336885170420087045058119063221206574265856426765851872385426508
0.9666666666666667,0.00001545450638396489426331446925690781980189407848273064725269811258546141,0.002383772112443268217156579986492027085147831293319830991799711258972076,0.00001545450638396489426331446925690781980189407848273064725269811258546141
1.0,0.00001591978768170920917706524206150658315288708020057115748585835095970984,0.002171889600488079576674610528654504104274795722686100476945067801988713,0.00001591978768170920917706524206150658315288708020057115748585835095970984
1.0333333333333332,0.00001637691378841412913766054400842918822552714100447259483846061026590801,0.001978887977365970824917646553717440637131116754870283481076829395615104,0.00001637691378841412913766054400842918822552714100447259483846061026590801
1.0666666666666667,0.00001682639873103968768258820411590872959050756732866279112784779640317065,0.001803084763669661044233439951564996481032214697143987643610600140640761,0.00001682639873103968768258820411590872959050756732866279112784779640317065
1.1,0.00001726874035663756949105484577354615325449433859194487979144159430406846,0.001642947406035131091370476017196802013343357953147167226595967685889513,0.00001726874035663756949105484577354615325449433859194487979144159430406846
1.1333333333333333,0.00001770441764760182997356523569512726427207946711760867059812893584919905,0.001497079917204875465839182736089434779605644544865006702331091159992881,0.00001770441764760182997356523569512726427207946711760867059812893584919905
1.1666666666666667,0.00001813388885095271979368022125966282468851129635131706227512858905790397,0.001364210706597538436832100441536055804337603692471300950050892558756068,0.00001813388885095271979368022125966282468851129635131706227512858905790397
1.2,0.00001855759026905070683301060203457962064825813418839097385126666460579059,0.001243181495297679805365671696895643583483234719594936969557790633188728,0.00001855759026905070683301060203457962064825813418839097385126666460579059
1.2333333333333334,0.00001897593558388854572366452790273874484333926084693630360609481036142558,0.001132937218832797648959739115017024132984018838335937483464182173834283,0.00001897593558388854572366452790273874484333926084693630360609481036142558
1.2666666666666666,0.00001938931560810102925189370297648432422269379933381677530684586666017697,0.001032516829715716306351820451606722314482590122462407106716755247048076,0.00001938931560810102925189370297648432422269379933381677530684586666017697
1.3,0.00001979809837361631968763316610448792544437167775472723949226583801523068,0.0009410449195740732952077571274615756079193898713207301592053793109987049,0.00001979809837361631968763316610448792544437167775472723949226583801523068
1.3333333333333333,0.00002020262948392127716986234257252771848800774930024592402090384670914284,0.0008577240878333655174515490013467283978214939405324451977849281555180883,0.00002020262948392127716986234257252771848800774930024592402090384670914284
1.3666666666666667,0.00002060323266863045433854989120155362054116018486544027756723793142487433,0.0007818279904280175083841533054639001207462917539291971710984233249414663,0.00002060323266863045433854989120155362054116018486544027756723793142487433
1.4,0.00002100021048977966713770270033141167339685799363007547514696787111784359,0.0007126950079430648513265221934662232448574565468438591225405526234098267,0.00002100021048977966713770270033141167339685799363007547514696787111784359
1.4333333333333333,0.00002139384515830645623930862867644721574879864258046635835427786381711052,0.0006497224779888697596820820013532910599134996708180484028835489451447404,0.00002139384515830645623930862867644721574879864258046635835427786381711052
1.4666666666666666,0.00002178439942678372801528928502538335596789410900692836441519652548781425,0.000592361441529967827336122086280298900696341985411512210254990490538815,0.00002178439942678372801528928502538335596789410900692836441519652548781425
1.5,0.00002217211753085576741131668285929623013392353082606335092961975072657993,0.0005401118573694970067164106253969427884662816382663484298566990966195477,0.00002217211753085576741131668285929623013392353082606335092961975072657993
1.5333333333333332,0.00002255722615717196878616319679899201586785942644326594150779907461955486,0.0004925182430717828319857387108489464782238303220177746721193936071932988,0.00002255722615717196878616319679899201586785942644326594150779907461955486
1.5666666666666667,0.00002293993542008075217540634012815321803525489348529412156204548939165462,0.0004491657043230953910785294875078413292237028247299668383900344956971475,0.00002293993542008075217540634012815321803525489348529412156204548939165462
1.6,0.00002332043983306844944676306742306930380198602310720328274909774063287827,0.0004096763181167890676212810857922788922221906113355205296256801534657062,0.00002332043983306844944676306742306930380198602310720328274909774063287827
1.6333333333333333,0.00002369891926402043368504399617814754706894088091526267171749562825364214,0.0003737058382334618355940773405697578575091794868318862404419316041900266,0.00002369891926402043368504399617814754706894088091526267171749562825364214
1.6666666666666667,0.00002407553986594163977677733799118215809725836356151520342272566368158007,0.0003409406942963746294297328805970088525952528042963250337788998676211272,0.00002407553986594163977677733799118215809725836356151520342272566368158007
1.7,0.00002445045497688461143813860593000807524200297069303193297193579023027586,0.0003110952582415823193219053858511058163865154061064111294001045642439363,0.00002445045497688461143813860593000807524200297069303193297193579023027586
1.7333333333333334,0.00002482380598456573102382009373114963479899569224250924158013512498476331,0.0002839093543734032786344296685655576283886907106718510644767437705450759,0.00002482380598456573102382009373114963479899569224250924158013512498476331
1.7666666666666666,0.00002519572315256469266369209224339477923894759180501819703865108658745318,0.000259145991299296279313889480578997577811651542038988894744002111631173,0.00002519572315256469266369209224339477923894759180501819703865108658745318
1.8,0.00002556632640614981983990978064185418040512509397788043952504313511333776,0.0002365892959724276698881562699160420498543401785975588015138950200957094,0.00002556632640614981983990978064185418040512509397788043952504313511333776
1.8333333333333333,0.00002593572607669565962325618984750713223362665313080461898816361093914787,0.0002160426318320796935919295750375830664773274761025162518059203234618237,0.00002593572607669565962325618984750713223362665313080461898816361093914787
1.8666666666666667,0.00002630402360439659147238831029686481176013394865648067417305859818711354,0.0001973268846369044377064790515361047272815233594967634508747957883601503,0.00002630402360439659147238831029686481176013394865648067417305859818711354
