case,degree,t,energy,integrated_work,work_defect,norm_defect
original,3,1.6,3.8687165857071646,3.868716585704848,2.3163693185779266e-12,2.0272672429655358e-13
original,3,1.6500000000000001,3.931937520134294,3.9319375201339506,3.432809592140984e-13,-1.1102230246251565e-16
original,3,1.7000000000000002,3.9863949233970866,3.986394923396816,2.7045032879868813e-13,-8.43769498715119e-15
original,3,1.75,4.0323486141933484,4.032348614194772,-1.4237500067793007e-12,-1.7186252421197423e-13
original,3,1.8,4.069989819667284,4.069989819669724,-2.439826118916244e-12,-2.6778579353958776e-13
original,3,1.85,4.099418660837354,4.099418660835622,1.7319479184152442e-12,1.290079154614432e-13
original,3,1.9000000000000001,4.120631522578446,4.120631522577137,1.3091749906379846e-12,9.037215420448774e-14
original,3,1.9500000000000002,4.133519080145674,4.133519080145578,9.592326932761353e-14,-2.6201263381153694e-14
original,3,2.0,4.137874815381401,4.137874815381292,1.0835776720341528e-13,-2.5424107263916085e-14
original,4,0.0,0.0,0.0,0.0,0.0
original,4,0.05,0.007706662451545331,0.00770666245121932,3.260109196490113e-13,-1.9628743075372768e-13
original,4,0.1,0.03077894362890508,0.03077894362876694,1.381394998389851e-13,-1.7208456881689926e-13
original,4,0.15000000000000002,0.06907288256564324,0.06907288256526647,3.767680611943547e-13,-1.9051427102567686e-13
original,4,0.2,0.12234582901396902,0.12234582901391086,5.816180870255039e-14,-2.0650148258027912e-14
original,4,0.25,0.19025268949001076,0.19025268948980611,2.0464185901403198e-13,-1.724176357242868e-13
original,4,0.30000000000000004,0.2723412890991737,0.2723412890990396,1.341149413747189e-13,-6.328271240363392e-15
original,4,0.35000000000000003,0.36804741955134623,0.36804741955161535,-2.6911806116913795e-13,-4.474198789239381e-14
original,4,0.4,0.47669024288789724,0.4766902428876819,2.153277556260491e-13,-1.5432100042289676e-14
original,4,0.45,0.5974687770848435,0.5974687770846887,1.5476508963274682e-13,-4.9960036108132044e-15
original,4,0.5,0.7294602002937333,0.7294602002940205,-2.87214696470528e-13,-1.3766765505351941e-14
original,4,0.55,0.8716206742941193,0.8716206742940386,8.071321389024888e-14,-2.4868995751603507e-14
original,4,0.6000000000000001,1.0227893068208362,1.0227893068205414,2.948752353404416e-13,-1.3322676295501878e-15
original,4,0.65,1.1816957511349564,1.181695751134775,1.8141044222375058e-13,-5.440092820663267e-15
original,4,0.7000000000000001,1.346971785342,1.3469717853418144,1.8562928971732617e-13,-5.551115123125783e-15
original,4,0.75,1.5171670298918292,1.5171670298916664,1.6275869541004795e-13,-9.547918011776346e-15
original,4,0.8,1.6907687556310964,1.6907687556314008,-3.044231533522179e-13,-4.7628567756419216e-14
original,4,0.8500000000000001,1.8662255122881493,1.8662255122888682,-7.189804307472514e-13,-9.814371537686384e-14
original,4,0.9,2.041974073539692,2.041974073540145,-4.5297099404706387e-13,-8.038014698286133e-14
original,4,0.9500000000000001,2.216468955462539,2.2164689554621306,4.085620730620576e-13,1.6209256159527285e-14
original,4,1.0,2.3882135276603815,2.388213527659071,1.3105072582675348e-12,1.283417816466681e-13
original,4,1.05,2.555791511560805,2.5557915115593266,1.4783729795908584e-12,1.5143442055887135e-13
original,4,1.1,2.7178974639973106,2.717897463996563,7.474021401776554e-13,5.773159728050814e-14
original,4,1.1500000000000001,2.8733646972215516,2.8733646972212745,2.7711166694643907e-13,-4.3298697960381105e-15
original,4,1.2000000000000002,3.02118901439407,3.0211890143936877,3.823608096809039e-13,7.105427357601002e-15
original,4,1.25,3.160546669733895,3.160546669736613,-2.7178259642823832e-12,-3.7903014060702844e-13
original,4,1.3,3.290805119818242,3.2908051198224952,-4.25304236273405e-12,-5.545564008002657e-13
original,4,1.35,3.411525433902247,3.4115254338989667,3.2804869931624125e-12,3.6148861681795097e-13
original,4,1.4000000000000001,3.522455679876833,3.522455679873379,3.454125874213787e-12,3.6060043839825084e-13
original,4,1.4500000000000002,3.6235151828297996,3.623515182829458,3.4150460237469815e-13,-7.105427357601002e-15
original,4,1.5,3.714770227326893,3.7147702273265617,3.312905505481467e-13,-1.0436096431476471e-14
original,4,1.55,3.79640248535655,3.7964024853623517,-5.801581437481218e-12,-6.787903572558207e-13
original,4,1.6,3.868672124730997,3.8686721247308467,1.5054624213917123e-13,-3.730349362740526e-14
original,4,1.6500000000000001,3.9318781068384188,3.931878106835031,3.3879565819461277e-12,2.8954616482224083e-13
original,4,1.7000000000000002,3.9863185429783305,3.9863185429778625,4.68070027181966e-13,-2.220446049250313e-16
original,4,1.75,4.03225408481766,4.032254084817335,3.241851231905457e-13,-1.5765166949677223e-14
original,4,1.8,4.069877147799205,4.069877147802932,-3.7267966490617255e-12,-4.0256686872908176e-13
original,4,1.85,4.099289310537974,4.09928931053811,-1.3589129821411916e-13,-6.084022174945858e-14
original,4,1.9000000000000001,4.120488539453856,4.1204885394514115,2.4442670110147446e-12,1.887379141862766e-13
original,4,1.9500000000000002,4.133367030060608,4.13336703006043,1.7763568394002505e-13,-2.964295475749168e-14
original,4,2.0,4.137719528401283,4.137719528401136,1.474376176702208e-13,-3.319566843629218e-14
original,5,0.0,0.0,0.0,0.0,0.0
original,5,0.05,0.007706662451544081,0.0077066624511618964,3.8218473524809227e-13,-2.2737367544323206e-13
original,5,0.1,0.03077894362893082,0.030778943628727237,2.0358367769368613e-13,-2.9698465908722937e-13
original,5,0.15000000000000002,0.06907288256564637,0.06907288256523188,4.144878884559944e-13,-1.8429702208777599e-13
original,5,0.2,0.12234582901407877,0.12234582901425775,-1.7898182935738305e-13,-1.5221157667610896e-13
original,5,0.25,0.1902526894899967,0.19025268948957996,4.1674996786866814e-13,-1.4854784069484595e-13
original,5,0.30000000000000004,0.27234128909918753,0.27234128909908073,1.0680345496894006e-13,-1.6653345369377348e-14
original,5,0.35000000000000003,0.3680474195512508,0.3680474195513149,-6.411537967210279e-14,-5.5067062021407764e-14
original,5,0.4,0.47669024288795486,0.47669024288775264,2.0222712393547226e-13,-5.440092820663267e-15
original,5,0.45,0.5974687770848589,0.5974687770847963,6.261657858885883e-14,-9.103828801926284e-15
original,5,0.5,0.729460200293596,0.7294602002937417,-1.4566126083082054e-13,-4.2299497238218464e-14
original,5,0.55,0.8716206742941339,0.8716206742937961,3.3784086639343514e-13,-5.773159728050814e-15
original,5,0.6000000000000001,1.0227893068207996,1.0227893068205915,2.0805579481475434e-13,-7.66053886991358e-15
original,5,0.65,1.1816957511348927,1.181695751134691,2.0161650127192843e-13,-1.1324274851176597e-14
original,5,0.7000000000000001,1.3469717853417218,1.3469717853421037,-3.8191672047105385e-13,-4.4297898682543746e-14
original,5,0.75,1.517167029891462,1.5171670298916817,-2.19824158875781e-13,-5.362377208939506e-14
original,5,0.8,1.6907687556311144,1.6907687556305762,5.382361223382759e-13,1.4210854715202004e-14
original,5,0.8500000000000001,1.8662255122873408,1.8662255122864642,8.766321002440236e-13,5.906386491005833e-14
original,5,0.9,2.041974073532722,2.041974073532127,5.950795411990839e-13,3.219646771412954e-14
original,5,0.9500000000000001,2.216468955434387,2.216468955434101,2.859934511434403e-13,-5.218048215738236e-15
original,5,1.0,2.3882135275686016,2.388213527568236,3.6548541970660153e-13,3.3306690738754696e-15
original,5,1.05,2.5557915112902734,2.555791511290172,1.0125233984581428e-13,-3.11972669919669e-14
original,5,1.1,2.7178974632597734,2.7178974632629984,-3.2249758419311547e-12,-4.367617378875366e-13
original,5,1.1500000000000001,2.8733646953722576,2.873364695373595,-1.3375967000683886e-12,-2.007283228522283e-13
original,5,1.2000000000000002,3.0211890100699392,3.021189010066241,3.6983749396313215e-12,4.261035968511351e-13
original,5,1.25,3.1605466602713363,3.160546660268785,2.5512925105886097e-12,2.6689761511988763e-13
original,5,1.3,3.29080510040129,3.2908051004008834,4.0678571622265736e-13,-4.6629367034256575e-15
original,5,1.35,3.411525396414739,3.411525396414482,2.5712765250318625e-13,-2.4868995751603507e-14
original,5,1.4000000000000001,3.5224556115910555,3.522455611598839,-7.783551581042047e-12,-9.732215033864122e-13
original,5,1.4500000000000002,3.6235150651614534,3.623515065157243,4.210409798588444e-12,4.289901767151605e-13
original,5,1.5,3.714770034945884,3.7147700349425863,3.297806472346565e-12,3.0531133177191805e-13
original,5,1.55,3.7964021864076147,3.7964021864072133,4.014566457044566e-13,-1.432187701766452e-14
original,5,1.6,3.868671682395674,3.8686716823973253,-1.6511236822225328e-12,-2.3292479056635784e-13
original,5,1.6500000000000001,3.9318774827567218,3.931877482760578,-3.856026609128094e-12,-4.537481501643015e-13
original,5,1.7000000000000002,3.9863177023866747,3.986317702382505,4.169553591282238e-12,3.4416913763379853e-13
original,5,1.75,4.032253002886163,4.032253002885395,7.682743330406083e-13,1.6209256159527285e-14
original,5,1.8,4.069875816324553,4.0698758163241795,3.739231146937527e-13,-2.2870594307278225e-14
original,5,1.85,4.09928774346222,4.0992877434673405,-5.120348589571222e-12,-5.491163079796024e-13
original,5,1.9000000000000001,4.120486776025034,4.1204867760230774,1.956657058599376e-12,1.3100631690576847e-13
original,5,1.9500000000000002,4.133365134410054,4.133365134408353,1.7008616737257398e-12,1.0746958878371515e-13
original,5,2.0,4.13771758528681,4.137717585286629,1.8118839761882555e-13,-4.163336342344337e-14
original,6,0.0,0.0,0.0,0.0,0.0
original,6,0.05,0.00770666245154383,0.0077066624511498835,3.93946160415215e-13,-2.3381296898605797e-13
original,6,0.1,0.030778943628936493,0.0307789436287204,2.160910339554789e-13,-3.247402347028583e-13
original,6,0.15000000000000002,0.06907288256564147,0.06907288256518164,4.598266212241242e-13,-1.986188991054405e-13
original,6,0.2,0.12234582901417031,0.12234582901460421,-4.339029135991268e-13,-2.646771690706373e-13
original,6,0.25,0.19025268949001006,0.19025268948952917,4.808931031163866e-13,-1.3089529460330596e-13
original,6,0.30000000000000004,0.2723412890993867,0.27234128909998356,-5.968558980384842e-13,-9.980904991380157e-14
original,6,0.35000000000000003,0.3680474195511934,0.3680474195510545,1.3888890038060708e-13,-5.2735593669694936e-14
original,6,0.4,0.47669024288796963,0.4766902428877621,2.0755619445367302e-13,-5.218048215738236e-15
original,6,0.45,0.5974687770849937,0.5974687770855662,-5.725420137991932e-13,-2.353672812205332e-14
original,6,0.5,0.7294602002935173,0.7294602002932509,2.6645352591003757e-13,-3.441691376337985e-14
original,6,0.55,0.8716206742941398,0.8716206742938739,2.65898414397725e-13,-7.771561172376096e-15
original,6,0.6000000000000001,1.0227893068207572,1.0227893068205112,2.460254222569347e-13,-1.2434497875801753e-14
original,6,0.65,1.1816957511347341,1.181695751135174,-4.39870362356487e-13,-4.39648317751562e-14
original,6,0.7000000000000001,1.3469717853418153,1.346971785341674,1.412203687323199e-13,-3.419486915845482e-14
original,6,0.75,1.5171670298919377,1.5171670298911821,7.556177905598815e-13,2.842170943040401e-14
original,6,0.8,1.6907687556310076,1.6907687556305235,4.840572387365683e-13,1.0880185641326534e-14
original,6,0.8500000000000001,1.8662255122867786,1.8662255122864746,3.0397906414236786e-13,-8.992806499463768e-15
original,6,0.9,2.041974073532335,2.0419740735320144,3.206324095117452e-13,-8.992806499463768e-15
original,6,0.9500000000000001,2.216468955432972,2.216468955434027,-1.0547118733938987e-12,-1.602051824534101e-13
original,6,1.0,2.388213527565883,2.3882135275679532,-2.070343896320992e-12,-2.899902540320909e-13
original,6,1.05,2.555791511290869,2.5557915112897445,1.1244338793403585e-12,9.303668946358812e-14
original,6,1.1,2.7178974632654254,2.717897463262324,3.1015190415928373e-12,3.388400671155978e-13
original,6,1.1500000000000001,2.873364695370641,2.873364695369633,1.0080825063596421e-12,6.838973831690964e-14
original,6,1.2000000000000002,3.0211890100547913,3.021189010054147,6.443734434924409e-13,1.887379141862766e-14
original,6,1.25,3.1605466602362884,3.160546660239443,-3.154809746774845e-12,-4.5430326167661406e-13
original,6,1.3,3.2908051003310446,3.290805100335684,-4.639399975303604e-12,-6.146194664324867e-13
original,6,1.35,3.411525396286566,3.4115253962796896,6.8762773253183695e-12,7.702727344849336e-13
original,6,1.4000000000000001,3.522455611330895,3.5224556113293484,1.546762717907768e-12,1.1191048088221578e-13
original,6,1.4500000000000002,3.6235150646491157,3.623515064648406,7.096545573404001e-13,1.021405182655144e-14
original,6,1.5,3.7147700340366905,3.714770034046343,-9.652723065300961e-12,-1.1568523916594131e-12
original,6,1.55,3.796402184929816,3.7964021849262912,3.524736058579947e-12,3.022027073029676e-13
original,6,1.6,3.8686716800814893,3.868671680078093,3.396394276933279e-12,2.7844393457598926e-13
original,6,1.6500000000000001,3.9318774793228872,3.9318774793223996,4.876099524153688e-13,-2.0872192862952943e-14
original,6,1.7000000000000002,3.9863176975456405,3.9863176975505548,-4.914291196200793e-12,-5.557776461273534e-13
original,6,1.75,4.032252996443738,4.032252996443758,-2.042810365310288e-14,-7.915890165577366e-14
original,6,1.8,4.069875808170641,4.069875808167275,3.3661962106634746e-12,2.48245868306185e-13
original,6,1.85,4.099287733653247,4.099287733652979,2.682298827494378e-13,-4.5075054799781356e-14
original,6,1.9000000000000001,4.120486764801046,4.120486764804434,-3.3875124927362776e-12,-4.021227795192317e-13
original,6,1.9500000000000002,4.133365122234361,4.133365122234423,-6.217248937900877e-14,-7.782663402622347e-14
original,6,2.0,4.137717572768418,4.137717572768201,2.1671553440683056e-13,-5.129230373768223e-14
reduced,3,0.0,0.0,0.0,0.0,0.0
reduced,3,0.05,0.0007706665345616612,0.0007706665345576901,3.971107297162657e-15,-2.220446049250313e-15
reduced,3,0.1,0.003077912802383473,0.0030779128023926917,-9.218754232209747e-15,-3.3306690738754696e-15
reduced,3,0.15000000000000002,0.0069074967361787655,0.006907496736163282,1.5483274384830992e-14,-4.773959005888173e-15
reduced,3,0.2,0.012235742123737625,0.01223574212383797,-1.0034507946787841e-13,-2.853273173286652e-14
reduced,3,0.25,0.019029632079826476,0.01902963207981992,6.557254739192331e-15,-2.220446049250313e-16
reduced,3,0.30000000000000004,0.02724694494813728,0.027246944948074253,6.302597332918936e-14,-1.63202784619898e-14
reduced,3,0.35000000000000003,0.036836437212171884,0.0368364372122691,-9.721390359374027e-14,-7.105427357601002e-15
reduced,3,0.4,0.04773807867158976,0.04773807867155952,3.02396996332277e-14,2.220446049250313e-15
reduced,3,0.45,0.05988334539773291,0.05988334539790266,-1.6975310046518644e-13,-2.631228568361621e-14
reduced,3,0.5,0.07319557576953449,0.07319557576952743,7.0637939941775585e-15,2.4424906541753444e-15
reduced,3,0.55,0.08759039420841647,0.08759039420831534,1.0112743975554395e-13,-1.9984014443252818e-15
reduced,3,0.6000000000000001,0.10297620607395007,0.10297620607398875,-3.867739462037889e-14,-1.2212453270876722e-15
reduced,3,0.65,0.11925476560825321,0.11925476560816624,8.69720961915732e-14,1.687538997430238e-14
reduced,3,0.7000000000000001,0.13632181688274084,0.13632181688302386,-2.8302360455256803e-13,-3.2529534621517087e-14
reduced,3,0.75,0.15406780549753787,0.1540678054975329,4.9682480351975755e-15,1.7763568394002505e-15
reduced,3,0.8,0.17237865642088948,0.17237865642090447,-1.4988010832439613e-14,-1.3988810110276972e-14
reduced,3,0.8500000000000001,0.191136610948443,0.19113661094843026,1.2739809207573671e-14,2.6645352591003757e-15
reduced,3,0.9,0.21022111343579405,0.21022111343562777,1.6628365351323282e-13,3.930189507173054e-14
reduced,3,0.9500000000000001,0.22950973633730012,0.22950973633738983,-8.970602038971265e-14,-1.9317880628477724e-14
reduced,3,1.0,0.2488791302879846,0.24887913028787895,1.0566547636869927e-13,3.1308289294429414e-14
reduced,3,1.05,0.26820598458452766,0.2682059845848129,-2.852162950262027e-13,-8.992806499463768e-14
reduced,3,1.1,0.28736798257330104,0.2873679825732904,1.0658141036401503e-14,6.661338147750939e-16
reduced,3,1.1500000000000001,0.30624473613770997,0.30624473613774805,-3.808064974464287e-14,-1.9317880628477724e-14
reduced,3,1.2000000000000002,0.3247186838189382,0.32471868381891617,2.2037927038809357e-14,3.552713678800501e-15
reduced,3,1.25,0.3426759379956367,0.3426759379953589,2.778333119124454e-13,1.0014211682118912e-13
reduced,3,1.3,0.36000706807173927,0.36000706807186134,-1.2206902155753596e-13,-5.706546346573305e-14
reduced,3,1.35,0.3766078086508042,0.37660780865062365,1.8052226380405045e-13,5.928590951498336e-14
reduced,3,1.4000000000000001,0.3923796841252862,0.39237968412575724,-4.710676293484539e-13,-1.9773072068574038e-13
reduced,3,1.4500000000000002,0.4072305439677457,0.407230543967735,1.071365218763276e-14,-3.3306690738754696e-15
reduced,3,1.5,0.4210750059586334,0.42107500595834996,2.8343993818680246e-13,1.0880185641326534e-13
reduced,3,1.55,0.4338348077527971,0.43383480775278827,8.826273045769994e-15,-2.7755575615628914e-15
reduced,3,1.6,0.4454390701341592,0.4454390701337049,4.5430326167661406e-13,1.4988010832439613e-13
reduced,3,1.6500000000000001,0.455824478123569,0.4558244781244597,-8.906764215055318e-13,-3.256284131225584e-13
reduced,3,1.7000000000000002,0.464935388574027,0.46493538857401223,1.4765966227514582e-14,-3.1086244689504383e-15
reduced,3,1.75,0.4727238747685383,0.47272387476811045,4.2782444253930407e-13,1.4588330543574557e-13
reduced,3,1.8,0.4791497200515216,0.47914972005151196,9.658940314238862e-15,-5.329070518200751e-15
reduced,3,1.85,0.4841803731759501,0.48418037317534035,6.09734485124136e-13,1.9095836023552692e-13
reduced,3,1.9000000000000001,0.4877908781930464,0.4877908781943146,-1.2682077610293163e-12,-3.7625458304546555e-13
reduced,3,1.9500000000000002,0.48996379115356775,0.4899637911535575,1.0269562977782698e-14,-5.88418203051333e-15
reduced,3,2.0,0.49068909457457144,0.4906890945745633,8.1601392309949e-15,-6.439293542825908e-15
reduced,4,0.0,0.0,0.0,0.0,0.0
reduced,4,0.05,0.0007706665345616612,0.0007706665345576909,3.970348355641917e-15,-2.220446049250313e-15
reduced,4,0.1,0.003077912802383473,0.0030779128023926943,-9.221356317423712e-15,-3.3306690738754696e-15
reduced,4,0.15000000000000002,0.0069074967361788635,0.006907496736161484,1.7379327144073642e-14,-5.218048215738236e-15
reduced,4,0.2,0.012235742123734655,0.012235742123843471,-1.0881573420107316e-13,-3.752553823233029e-14
reduced,4,0.25,0.019029632079825755,0.019029632079817498,8.257283745649602e-15,-5.551115123125783e-16
reduced,4,0.30000000000000004,0.027246944948132405,0.02724694494804118,9.122563815466833e-14,-1.4876988529977098e-14
reduced,4,0.35000000000000003,0.03683643721220751,0.036836437212436436,-2.289279876777073e-13,-1.965094753586527e-14
reduced,4,0.4,0.047738078671596525,0.04773807867158952,7.0013439490423934e-15,1.7763568394002505e-15
reduced,4,0.45,0.05988334539768586,0.05988334539771962,-3.3757718842508666e-14,-2.9976021664879227e-14
reduced,4,0.5,0.07319557576952752,0.07319557576951982,7.702172233337023e-15,-2.220446049250313e-16
reduced,4,0.55,0.08759039420841687,0.08759039420827253,1.4434287098907816e-13,1.554312234475219e-14
reduced,4,0.6000000000000001,0.10297620607399569,0.10297620607435926,-3.6357028498912314e-13,-2.4980018054066022e-14
reduced,4,0.65,0.11925476560824494,0.11925476560823707,7.868705687030797e-15,3.1086244689504383e-15
reduced,4,0.7000000000000001,0.13632181688272763,0.13632181688273826,-1.0630385460785874e-14,-2.0095036745715333e-14
reduced,4,0.75,0.15406780549752425,0.15406780549751214,1.2101430968414206e-14,1.5543122344752192e-15
reduced,4,0.8,0.1723786564209575,0.17237865642076017,1.9734214262712158e-13,4.196643033083092e-14
reduced,4,0.8500000000000001,0.19113661094832518,0.191136610948634,-3.088085342994873e-13,-4.6407322429331543e-14
reduced,4,0.9,0.21022111343570096,0.21022111343566088,4.007905118896815e-14,1.0880185641326534e-14
reduced,4,0.9500000000000001,0.22950973633721772,0.22950973633739313,-1.7541523789077473e-13,-5.5067062021407764e-14
reduced,4,1.0,0.24887913028787922,0.2488791302878626,1.662558979376172e-14,2.6645352591003757e-15
reduced,4,1.05,0.268205984585027,0.26820598458479805,2.289279876777073e-13,6.639133687258436e-14
reduced,4,1.1,0.28736798257320734,0.2873679825732574,-5.007105841059456e-14,-1.9317880628477724e-14
reduced,4,1.1500000000000001,0.3062447361379684,0.30624473613778336,1.8501866705378234e-13,5.972999872483342e-14
reduced,4,1.2000000000000002,0.3247186838182784,0.32471868381871155,-4.331535130575048e-13,-1.709743457922741e-13
reduced,4,1.25,0.3426759379952073,0.3426759379951982,9.103828801926284e-15,-3.1086244689504383e-15
reduced,4,1.3,0.36000706807214916,0.3600070680719753,1.7386092565629951e-13,6.505906924303417e-14
reduced,4,1.35,0.3766078086504771,0.37660780865046506,1.2045919817182948e-14,-1.7763568394002505e-15
reduced,4,1.4000000000000001,0.3923796841265352,0.3923796841261151,4.20052881366928e-13,1.4632739464559563e-13
reduced,4,1.4500000000000002,0.40723054396634356,0.4072305439670951,-7.515654765199997e-13,-3.1885605267234496e-13
reduced,4,1.5,0.4210750059579616,0.42107500595794567,1.5931700403370996e-14,-4.3298697960381105e-15
reduced,4,1.55,0.4338348077528558,0.4338348077525249,3.309019724895279e-13,1.2634338020234281e-13
reduced,4,1.6,0.4454390701330052,0.4454390701329949,1.0325074129013956e-14,-5.10702591327572e-15
reduced,4,1.6500000000000001,0.4558244781247632,0.45582447812419624,5.669353875248362e-13,1.8185453143360064e-13
reduced,4,1.7000000000000002,0.46493538857146116,0.4649353885726126,-1.1514122988387498e-12,-3.9668268669856843e-13
reduced,4,1.75,0.4727238747667875,0.47272387476675365,3.3861802251067274e-14,6.661338147750939e-16
reduced,4,1.8,0.47914972005111156,0.479149720050057,1.054545339940205e-12,3.410605131648481e-13
reduced,4,1.85,0.4841803731724447,0.4841803731732564,-8.116840533034519e-13,-2.594591208548991e-13
reduced,4,1.9000000000000001,0.48779087819262273,0.4877908781923726,2.5013324744804777e-13,7.283063041541027e-14
reduced,4,1.9500000000000002,0.4899637911508896,0.48996379115114636,-2.5673907444456745e-13,-6.639133687258436e-14
reduced,4,2.0,0.49068909457218407,0.4906890945721769,7.16093850883226e-15,-9.2148511043888e-15
reduced,5,0.0,0.0,0.0,0.0,0.0
reduced,5,0.05,0.0007706665345616612,0.0007706665345576901,3.971107297162657e-15,-2.220446049250313e-15
reduced,5,0.1,0.003077912802383473,0.0030779128023926917,-9.218754232209747e-15,-3.3306690738754696e-15
reduced,5,0.15000000000000002,0.006907496736179026,0.006907496736160002,1.9023844999299655e-14,-5.662137425588298e-15
reduced,5,0.2,0.012235742123730265,0.012235742123841202,-1.1093730101219279e-13,-4.707345624410664e-14
reduced,5,0.25,0.019029632079825377,0.019029632079818767,6.609296443471635e-15,-6.661338147750939e-16
reduced,5,0.30000000000000004,0.027246944948132314,0.027246944948028935,1.0337911082736184e-13,-1.2212453270876722e-14
reduced,5,0.35000000000000003,0.03683643721222199,0.03683643721253846,-3.1646907316940087e-13,-3.47499806707674e-14
reduced,5,0.4,0.047738078671596976,0.047738078671592195,4.78089789979208e-15,1.9984014443252818e-15
reduced,5,0.45,0.05988334539764702,0.059883345397533524,1.1349254869230663e-13,-2.0761170560490427e-14
reduced,5,0.5,0.07319557576955922,0.07319557576966791,-1.0869083411080283e-13,-2.1094237467877974e-15
reduced,5,0.55,0.08759039420842891,0.08759039420835112,7.779887845060784e-14,1.3766765505351941e-14
