beta,time_exponent_p,time_step,dimensionless_gap,physical_gap_in_chosen_units,large_beta_asymptote
10.0,0.5,0.31622776601683794,0.15760712006278702,0.49839747485802693,0.4743416490252569
10.0,1.0,0.1,0.15760712006278702,1.57607120062787,1.5
10.0,1.5,0.03162277660168379,0.15760712006278702,4.98397474858027,4.743416490252569
11.220184543019636,0.5,0.29853826189179594,0.13972926772079958,0.46804475525299305,0.4478073928376939
11.220184543019636,1.0,0.08912509381337454,0.13972926772079958,1.567788169888368,1.5
11.220184543019636,1.5,0.02660725059798809,0.13972926772079958,5.251548528331042,5.024481587367416
12.589254117941675,0.5,0.28183829312644537,0.12394585991856917,0.43977650639177507,0.42275743968966806
12.589254117941675,1.0,0.07943282347242814,0.12394585991856917,1.560385927381669,1.5
12.589254117941675,1.5,0.02238721138568339,0.12394585991856917,5.5364581940666575,5.322200838503632
14.12537544622754,0.5,0.26607250597988097,0.10999926206172861,0.41341837126924413,0.39910875896982145
14.12537544622754,1.0,0.0707945784384138,0.10999926206172861,1.5537808754298899,1.5
14.12537544622754,1.5,0.01883649089489801,0.10999926206172861,5.8396897105459615,5.637561064326662
15.848931924611133,0.5,0.251188643150958,0.09766543984535803,0.38881311917698275,0.376782964726437
15.848931924611133,1.0,0.06309573444801933,0.09766543984535803,1.547892907496283,1.5
15.848931924611133,1.5,0.015848931924611138,0.09766543984535803,6.162272657231714,5.971607558302458
17.78279410038923,0.5,0.23713737056616552,0.08674944007332636,0.3658193555330906,0.3557060558492483
17.78279410038923,1.0,0.056234132519034905,0.08674944007332636,1.542647431148017,1.5
17.78279410038923,1.5,0.013335214321633239,0.08674944007332636,6.505290277382033,6.325447551428733
19.952623149688797,0.5,0.22387211385683395,0.07708140067201377,0.34430996940202774,0.33580817078525094
19.952623149688797,1.0,0.05011872336272723,0.07708140067201377,1.5379761394588596,1.5
19.952623149688797,1.5,0.011220184543019634,0.07708140067201377,6.86988706615954,6.700253882264446
22.3872113856834,0.5,0.21134890398366465,0.06851309433664982,0.32417056840732544,0.31702335597549697
22.3872113856834,1.0,0.0446683592150963,0.06851309433664982,1.5338171256018478,1.5
22.3872113856834,1.5,0.00944060876285923,0.06851309433664982,7.257275039951936,7.097268884422208
25.118864315095795,0.5,0.19952623149688797,0.060914961613823336,0.305298010977436,0.29928934724533196
25.118864315095795,1.0,0.039810717055349734,0.060914961613823336,1.5301146555368972,1.5
25.118864315095795,1.5,0.007943282347242817,0.060914961613823336,7.668739313410841,7.517808504409083
28.183829312644534,0.5,0.18836490894898006,0.05417357431077123,0.2875990788997993,0.2825473634234701
28.183829312644534,1.0,0.03548133892335755,0.05417357431077123,1.5268187716306412,1.5
28.183829312644534,1.5,0.006683439175686148,0.05417357431077123,8.105643350185732,7.963266663464825
31.622776601683793,0.5,0.1778279410038923,0.04818946935420646,0.27098930056864173,0.2667419115058384
31.622776601683793,1.0,0.03162277660168379,0.04818946935420646,1.5238848239417584,1.5
31.622776601683793,1.5,0.005623413251903491,0.04818946935420646,8.569434113328702,8.435119877855236
35.48133892335755,0.5,0.16788040181225602,0.04287529810051898,0.25539191971000447,0.251820602718384
35.48133892335755,1.0,0.028183829312644536,0.04287529810051898,1.521272983344502,1.5
35.48133892335755,1.5,0.004731512589614804,0.04287529810051898,9.061647261517589,8.934932152935158
39.810717055349734,0.5,0.15848931924611134,0.03815424284189195,0.24073699744172566,0.23773397886916703
39.810717055349734,1.0,0.025118864315095794,0.03815424284189195,1.5189477662396633,1.5
39.810717055349734,1.5,0.003981071705534971,0.03815424284189195,9.583912489906995,9.4643601672029
44.6683592150963,0.5,0.14962356560944337,0.033958659173006375,0.22696063307064446,0.22443534841416507
44.6683592150963,1.0,0.022387211385683402,0.033958659173006375,1.5168775864028738,1.5
44.6683592150963,1.5,0.0033496543915782777,0.033958659173006375,10.137959085685214,10.025158763529218
50.118723362727245,0.5,0.1412537544622754,0.030228909269529827,0.21400428883894237,0.2118806316934131
50.118723362727245,1.0,0.01995262314968879,0.030228909269529827,1.5150343412365468,1.5
50.118723362727245,1.5,0.0028183829312644526,0.030228909269529827,10.725621750756128,10.61918676576207
56.23413251903491,0.5,0.1333521432163324,0.026912356732486927,0.20181420473181277,0.20002821482449862
56.23413251903491,1.0,0.01778279410038923,0.026912356732486927,1.513393034894211,1.5
56.23413251903491,1.5,0.0023713737056616554,0.026912356732486927,11.348846733112401,11.248413139986837
63.09573444801933,0.5,0.12589254117941673,0.023962498435880022,0.19034089082155933,0.1888388117691251
63.09573444801933,1.0,0.015848931924611134,0.023962498435880022,1.5119314380213644,1.5
63.09573444801933,1.5,0.0019952623149688794,0.023962498435880022,12.009698301876549,11.914923520864223
70.79457843841381,0.5,0.11885022274370183,0.021338212836283066,0.17953868611839713,0.17827533411555274
70.79457843841381,1.0,0.01412537544622754,0.021338212836283066,1.5106297823738097,1.5
70.79457843841381,1.5,0.0016788040181225598,0.021338212836283066,12.71036559713862,12.620927124677927
79.43282347242814,0.5,0.11220184543019635,0.019003107554879467,0.1693653743574279,0.16830276814529452
79.43282347242814,1.0,0.012589254117941673,0.019003107554879467,1.5094704878343064,1.5
79.43282347242814,1.5,0.0014125375446227546,0.019003107554879467,13.453169883675278,13.368764072006181
89.12509381337459,0.5,0.10592537251772886,0.01692495182339293,0.1597818484948937,0.1588880587765933
89.12509381337459,1.0,0.01122018454301963,0.01692495182339293,1.5084379190467403,1.5
89.12509381337459,1.5,0.0011885022274370177,0.01692495182339293,14.240572236781807,14.160913144288855
100.0,0.5,0.1,0.015075181688421698,0.15075181688421696,0.15000000000000002
100.0,1.0,0.01,0.015075181688421698,1.5075181688421697,1.5
100.0,1.5,0.001,0.015075181688421698,15.075181688421697,15.0
112.2018454301963,0.5,0.09440608762859236,0.013428467775668406,0.1422415451479994,0.14160913144288853
112.2018454301963,1.0,0.008912509381337459,0.013428467775668406,1.5066988657299183,1.5
112.2018454301963,1.5,0.0008413951416451956,0.013428467775668406,15.959763862448115,15.88880587765933
125.89254117941675,0.5,0.08912509381337454,0.011962336996249094,0.13421962866370604,0.1336876407200618
125.89254117941675,1.0,0.007943282347242814,0.011962336996249094,1.5059690029023494,1.5
125.89254117941675,1.5,0.0007079457843841377,0.011962336996249094,16.897250128631633,16.830276814529455
141.25375446227554,0.5,0.08413951416451948,0.010656840889915791,0.1266567913510682,0.12620927124677922
141.25375446227554,1.0,0.0070794578438413735,0.010656840889915791,1.5053187864077031,1.5
141.25375446227554,1.5,0.0005956621435290098,0.010656840889915791,17.89074730648345,17.827533411555283
158.48931924611142,0.5,0.07943282347242814,0.009494264392872317,0.11952570710479482,0.1191492352086422
158.48931924611142,1.0,0.006309573444801929,0.009494264392872317,1.5047395003689288,1.5
158.48931924611142,1.5,0.000501187233627272,0.009494264392872317,18.943547951449034,18.88388117691251
177.82794100389228,0.5,0.07498942093324558,0.008458869730164907,0.11280084077052498,0.11248413139986838
177.82794100389228,1.0,0.005623413251903491,0.008458869730164907,1.5042233873353752,1.5
177.82794100389228,1.5,0.00042169650342858224,0.008458869730164907,20.05914125773036,20.00282148244986
199.52623149688787,0.5,0.0707945784384138,0.0075366708967547266,0.10645830603131691,0.1061918676576207
199.52623149688787,1.0,0.005011872336272725,0.0075366708967547266,1.5037635420617412,1.5
199.52623149688787,1.5,0.0003548133892335757,0.0075366708967547266,21.24122461397107,21.188063169341312
223.872113856834,0.5,0.06683439175686146,0.0067152348333729996,0.10047573796740045,0.10025158763529218
223.872113856834,1.0,0.0044668359215096305,0.0067152348333729996,1.5033538171922578,1.5
223.872113856834,1.5,0.0002985382618917959,0.0067152348333729996,22.49371585008729,22.443534841416504
251.18864315095823,0.5,0.0630957344480193,0.005983505944564091,0.09483217838590235,0.09464360167202895
251.18864315095823,1.0,0.003981071705534969,0.005983505944564091,1.5029887395007466,1.5
251.18864315095823,1.5,0.0002511886431509577,0.005983505944564091,23.820766215804444,23.77339788691671
281.8382931264455,0.5,0.059566214352901034,0.005331651064226746,0.08950797229851289,0.08934932152935154
281.8382931264455,1.0,0.0035481338923357532,0.005331651064226746,1.5026634354874626,1.5
281.8382931264455,1.5,0.00021134890398366457,0.005331651064226746,25.226774133822033,25.18206027183841
316.2277660168379,0.5,0.05623413251903491,0.004750922362692808,0.08448467416270092,0.08435119877855236
316.2277660168379,1.0,0.00316227766016838,0.004750922362692808,1.502373565273784,1.5
316.2277660168379,1.5,0.0001778279410038923,0.004750922362692808,26.71639977313138,26.674191150583844
354.8133892335753,0.5,0.053088444423098846,0.004233536020441741,0.07974496270227358,0.07963266663464827
354.8133892335753,1.0,0.002818382931264455,0.004233536020441741,1.502115263855357,1.5
354.8133892335753,1.5,0.00014962356560944344,0.004233536020441741,28.29458049069874,28.254736342347
398.1071705534973,0.5,0.05011872336272723,0.00377256477644594,0.07527256329221581,0.07517808504409085
398.1071705534973,1.0,0.0025118864315095794,0.00377256477644594,1.5018850888806805,1.5
398.1071705534973,1.5,0.0001258925411794167,0.00377256477644594,29.96654719257308,29.928934724533196
446.6835921509635,0.5,0.04731512589614803,0.003361842701656937,0.0710521770360676,0.07097268884422205
446.6835921509635,1.0,0.0022387211385683377,0.003361842701656937,1.5016799742226203,1.5
446.6835921509635,1.5,0.00010592537251772875,0.003361842701656937,31.73784166861688,31.702335597549713
501.18723362727246,0.5,0.04466835921509631,0.0029958807566250662,0.06706941578486648,0.06700253882264445
501.18723362727246,1.0,0.001995262314968879,0.0029958807566250662,1.5014971886900967,1.5
501.18723362727246,1.5,8.91250938133745e-05,0.0029958807566250662,33.614334958214556,33.5808170785251
562.341325190349,0.5,0.042169650342858224,0.002669791872036149,0.0633107424493573,0.06325447551428734
562.341325190349,1.0,0.001778279410038923,0.002669791872036149,1.5013342993032308,1.5
562.341325190349,1.5,7.498942093324559e-05,0.002669791872036149,35.60224680775647,35.57060558492483
630.957344480193,0.5,0.039810717055349734,0.002379224446398925,0.0597634160442535,0.0597160755830246
630.957344480193,1.0,0.001584893192461114,0.002379224446398925,1.501189138622223,1.5
630.957344480193,1.5,6.309573444801936e-05,0.002379224446398925,37.70816628434715,37.678296472643694
707.945784384138,0.5,0.037583740428844416,0.0021203032898675467,0.05641544097724441,0.05637561064326663
707.945784384138,1.0,0.001412537544622754,0.0021203032898675467,1.5010597756775488,1.5
707.945784384138,1.5,5.308844442309882e-05,0.0021203032898675467,39.939073614012344,39.91087589698215
794.3282347242822,0.5,0.03548133892335753,0.001889577160278535,0.053255520158361824,0.053222008385036296
794.3282347242822,1.0,0.0012589254117941662,0.001889577160278535,1.5009444900993707,1.5
794.3282347242822,1.5,4.466835921509625e-05,0.001889577160278535,42.302363316714974,42.27574396896683
891.2509381337459,0.5,0.03349654391578276,0.0016839721394677832,0.05027301155909211,0.05024481587367414
891.2509381337459,1.0,0.001122018454301963,0.0016839721394677832,1.500841749091753,1.5
891.2509381337459,1.5,3.758374042884439e-05,0.0016839721394677832,44.805868714849495,44.78073928376941
1000.0,0.5,0.03162277660168379,0.0015007501869355197,0.047457887896397134,0.04743416490252569
1000.0,1.0,0.001,0.0015007501869355197,1.5007501869355198,1.5
1000.0,1.5,3.1622776601683795e-05,0.0015007501869355197,47.45788789639713,47.43416490252569
1122.018454301964,0.5,0.02985382618917959,0.0013374722857607733,0.04480069915612811,0.04478073928376938
1122.018454301964,1.0,0.0008912509381337451,0.0013374722857607733,1.5006685867410174,1.5
1122.018454301964,1.5,2.6607250597988075e-05,0.0013374722857607733,50.26721121880617,50.244815873674156
1258.9254117941675,0.5,0.028183829312644536,0.0011919656638428753,0.04229253770381393,0.0422757439689668
1258.9254117941675,1.0,0.0007943282347242813,0.0011919656638428753,1.5005958641979,1.5
1258.9254117941675,1.5,2.2387211385683386e-05,0.0011919656638428753,53.24315044459431,53.22200838503632
1412.537544622754,0.5,0.0266072505979881,0.0010622946333873444,0.03992500576018439,0.03991087589698215
1412.537544622754,1.0,0.000707945784384138,0.0010622946333873444,1.5005310531108882,1.5
1412.537544622754,1.5,1.883649089489801e-05,0.0010622946333873444,56.39556960554017,56.375610643266626
1584.893192461114,0.5,0.025118864315095798,0.0009467346441068409,0.03769018504303467,0.037678296472643695
1584.893192461114,1.0,0.000630957344480193,0.0009467346441068409,1.5004732925120277,1.5
1584.893192461114,1.5,1.5848931924611128e-05,0.0009467346441068409,59.73491769730534,59.716075583024605
1778.2794100389228,0.5,0.023713737056616554,0.0008437491918964421,0.03558060839934215,0.03557060558492483
1778.2794100389228,1.0,0.0005623413251903491,0.0008437491918964421,1.5004218151864228,1.5
1778.2794100389228,1.5,1.333521432163324e-05,0.0008437491918964421,63.27226331320809,63.254475514287336
1995.262314968881,0.5,0.02238721138568339,0.0007519692654926886,0.03358923326973955,0.03358081707852508
1995.262314968881,1.0,0.000501187233627272,0.0007519692654926886,1.5003759374523908,1.5
1995.262314968881,1.5,1.1220184543019623e-05,0.0007519692654926886,67.01933133181029,67.00253882264448
2238.72113856834,0.5,0.021134890398366465,0.0006701750495884875,0.03170941684373655,0.031702335597549695
2238.72113856834,1.0,0.00044668359215096305,0.0006701750495884875,1.5003350500548323,1.5
2238.72113856834,1.5,9.440608762859232e-06,0.0006701750495884875,70.98854177974798,70.97268884422208
2511.886431509582,0.5,0.01995262314968879,0.0005972796346358103,0.029934892778502982,0.02992893472453318
2511.886431509582,1.0,0.0003981071705534969,0.0005972796346358103,1.5002986100586926,1.5
2511.886431509582,1.5,7.943282347242806e-06,0.0005972796346358103,75.19305099901581,75.17808504409086
2818.382931264455,0.5,0.018836490894898004,0.000532314511622483,0.02825974936587919,0.028254736342347007
2818.382931264455,1.0,0.0003548133892335753,0.000532314511622483,1.5002661336211802,1.5
2818.382931264455,1.5,6.683439175686143e-06,0.000532314511622483,79.64679525460541,79.63266663464826
3162.2776601683795,0.5,0.01778279410038923,0.00047441665494909064,0.026678409043644418,0.026674191150583844
3162.2776601683795,1.0,0.00031622776601683794,0.00047441665494909064,1.5002371895573197,1.5
3162.2776601683795,1.5,5.62341325190349e-06,0.00047441665494909064,84.36453692755082,84.35119877855236
