kappa,level,mean_lower,mean_upper,mean_width,log10_mean_width,variance_lower,variance_upper,variance_width,bessel_mean_diagnostic,quadrature_mean_diagnostic,quadrature_variance_diagnostic,optimizer_slack_per_side
1,1,0,18999838380430768471481277815404228056556046210604287322250813953517258115414387501787923526937651313921860636691305728584857867622544693595533601650855412557300469854893584200451634389529/62752203323732059652769238962075716533392280822917968857652597544990804631161197048249712265992753881216716958309087962891643298117500165772419624546929938377262618301298369232016404119552,18999838380430768471481277815404228056556046210604287322250813953517258115414387501787923526937651313921860636691305728584857867622544693595533601650855412557300469854893584200451634389529/62752203323732059652769238962075716533392280822917968857652597544990804631161197048249712265992753881216716958309087962891643298117500165772419624546929938377262618301298369232016404119552,-0.5188790724487674,0,1,1,0.2401937238700899,0.24019372387008972,0.2217258034031499,1/36028797018963968
1,2,1333009044483377174271875489903455537218910809417873036476081542674238745665520115137204652879737053569692112277733459280917508324858726165075853753593158597824998733735407601861963737589/5588750263697003434194154051513728833128303503004158653287075659540699640720033795127761522316293502280781241580240801687652791963669056562069029194615468991163546364902510076255524037821,34829325648353235153803272365951017170507907077456415107901284878717541401672598116697533600254738077175533837466644139471635761357980828809776587598373921051925105140223726212687838957623127664047403459342016067736414440043883813408609226281443503069954360417861376431724464755043390194691766246743539738870571461338892260247383161898767589815014582571304233971390188842963/144542886892601267702420332531903709786905446237791926602579468849129914839706837000532490721483132362825495533690538705171787835104221241602631549291835154619142376735763521324681200065226530930347481578745843416501216576760994729266213255650591489029461124981839879397162953829396432821052225923860584087225623405203303579282268189734465781036653619638651897927447702630355,282203908292524187121615069640625816355504546989698474204232910350747711472485917712580790201940383421371170321041320373227505202471791520706897047002803448623239239869004958579241448272534102062705656561440401668683128066321993088611449930770145805408796117609562554446941822967433819220769603169036234977153735813290027267899166813997346122090661423735502756795861987746894424066198635100374067809488509009914410353259213320793600448651451271093921706621163870148766719986472636614073132792378569866949293026480710891160936938969482004960571728341079398504/115402013890935925168359328437607680360127865896568615212112790776469917736894742311031783284805744680605778099729797219200767524498015554540122862908804608380135256971256259663646874336849084042859961201488653362056543347473671763390402859652114543838609439070840551246141256264773407674669796444968979366303126275569244944795602489022085736579521405142221494669586371861831096019879754250060622354757906773974720310645650089459961283694533395349114830669195677575092173761517142089429002110702897653828068253911611617338692345003042969376238462556913171808065,-2.611650363715828,4576570392921792903837776760560794953506440363446851650718785138449199488966386884558178606373925250883106353860747614664560139061004996818589449788435327985543880116375228922302694758666549775574496480665855329277280318748767998907382538441505260369805256430731572193001575817935570310664674730303396624351944004505374220781080897303398828833813325372319589334265249560806529207981224840657875818545316109022564461590480762233323349154314271468640722087949990792000268507008580532939956596634382955938201643927852017585224741209058068622688464144653812100880869265839298513283087460678808892757955044697747313655124054272386294931354913169389382852205779475804487402821509113973427560468417980764722123184224712549435694503695345271870853696981061/20892646151247323358669871202449945635882978526470962443402038962255996339362124804838951177009006526466921367486781914857998182179322002527645060323363211510521074023985432937072662901102804853545289630773616319867091648461406619142540228930205187560276749234777414483913849340316366815424091583029864191087244602571239105842878186368989374951273242081764189587719305600280157578252244821116146648279823639461070985583949700763155061095417039406499729287455683225559328085789591833978143568547712838468053317229303905993239803114860248282201399753859746172892941865729237929321654501499195319410139382038322268780061923230459583272863055315687649448265695096960599284818237928307734486597099737896969140704240960117739175985462181193396785767426025,7107652450697944904675207113494252524303134695511489120209493401641365858815078649303027891910024275754609790478367744941823557262204251986781944394080897394229665196676382663814948227296728662914155603267977387543970721174535920676271380075829354228522465534957638089988282317057149123221702145943871507757308738805900547270533894464047486695395025159826853192882920834413/31234129509973325421814777084198179565810838215706302605078639178480645849109072826037017631419317818799401719898027755361350836927192529211663187260119306928344987335500721258156205894588562726823752471407644502843989057311805179922578243287172931500723156895491835914830617294358032054996862684146312908705044989436625981034284147720305237565197879340607702696347838428041,113315821519372154643578735338377705231518415575225874026265488229220230541437470148014630831268669316444543327521317357122320890383506255610108571379535773386608509233379108496664279333248566747151471371091612202313050360471386130629961347527279299814201980286236390644533583169513679635025339093523562693148225011130873583548985646967510528002220411244860598018991059800566188385630058135574045965668618222473825653261082022623217772311684351096599456916812160805803168683190649242461720975820999096378647588361822661284877807504008345647982669753999073425421152336226455635291086995885697100578375541589394797886794317860084903305238139632759058794563698580926783302903989837688796797213763475418914953895022958778894393685575012056353356491340505758291650386877171813881736606045886499444108084278632828452479110659712525002020139372873127078098710358160501094164287047261881295019659744584769346167399739048710074729907536010372104921978444807254459698908633578124912096763378291669033537097184481797015466751652427939937508546099144575605850677010299031280703609775942762863693135320389670106984794423406993131976/13317624810083768230658883573656515491861111773188096795511436020263143043488381004256955446479392162820634651846637439036022105884927620320925101257335268587396463809228834967134430269307978277212344145033578911211848641056255708041256880971049078798090102057179331676143854237785844043450831128830308704979694797434182474383305384775267264079469929122423760096459276672718621785470790194662261576005768039988640372368508569901568778077393936414162834928268586202937144859314415773580810964360473512426008402141709093231522272906958158295764724672654803412240607023491331518429466586815544781840685681507045934173254896188992913228789353724334921509062341680722334086773491534496383158394936818819165256022616591952891367065129508537198132658995570712896108988688632642310326627539659693957301700903380482514556963982121766433392672773958322373719456547347662754601569463959441088414825960603614794644887035878242087204623330889297431831334049583361699676515346285374106349613047263140304116994583535786640361294663727403288190880521136852472908644236054772291657869803857922224925267046986257338550525379324701199044225,0.2401937238700899,0.24019372387008972,0.2217258034031499,1/36028797018963968
1,3,4477692849241102512226452468767389865948499825359698729582272437334936033537937528022804531598710689711856986344771250066038074649043554718768173645904776975582151397723380731176623678316958973666112801372437086492955912507432854773083530701418349034541250223152882708911131765648244891548302216728399126706982818714992267575550995319445352968934671672021204584561440167/18642627105457515032367809368494812944274310916758793706340659104732634666786839966882004527414504980753261391950744437913173840050815928439344755312097247561432829977022756287147029506207103441203265306110963578872776100677172121630225788565156107446245216697157626780292059122320660189700782575236861342361040090436785744484561350180834797696418741726013109215125674430,6925300203894823732884710765616226167932825680373600297102255096035942872625476774512373517776065825306108463878964271739525384563582474049127662389831149541290505696325016117386871694702623558671397673842940282270122646524080426351056095469899801747444628936331928612447827001952607647805256024899460400588813652379933973056444144516586822966376086195359419417476190267328732728067991799390490854908090807814338089512218201741495858792791651381593088365791533430733521221935565562664923963867100600746616607705036516615840809118854752783986165135219567846716/28831585570663652217991536664794674696593075625962457028651106670957660881354480308129174752322930322812815377430346083550567723731736798621570348593988341881562847626402106531300850655015590028522402403676777641408876241550011950802909540435465333648210626699605128426358874495560478846439175659994927035753357758506103750569965240741541109812318855122241865385663269477769017368304429168065947347857225400772095138494169542937652780166513417678946013913366883466580713264483715014292756775651260352510663855025008889478235510339633455902912846493885033897153,6804752516509005532889204299427268242542969763951629395331011672205112959135518928864914549236661386677146845944973985136476062471837259061083074683634290178206383943071241588313383976128115369889655496246064910296156989861995830175700547579253191595665110520577419346860420065771250355282469609944597087493917707488420505540577397384466516692629219143066708965390984572389453352182309275431549738504920812755898378618614535352600060274970922443940304359225866680706047479266724893545229380099400776015576525978721066266655619551081665869451012654251093189651971885256806008173131129238564381413119333610128107125219755086680324049969602735639036534448683007974538011332711176487727461011460804082844430697180639478971256425675368823687523076268806695354084381418009013028370079766012309556172773210350714452247534957878740626143627202183182840414943283699712305225764751690088359826853323856492535547530777073142552119527329/537496498652971979482999836474903729638474517474425748417494431189085480959375216260026094977856181783709915937820042348773710591201884513686349347824266740643667288476417547133382197941071288067616619835537702486106464560368211330336852383718442267503736799724365828658209954304182082193127743941520335721749701773640481314581288543851390958655295921583212163797780357801254078622205614780559272711063163551437374906372576181543749492534600809253659049100154590589849803610066513474228506147109517982513135343840719534749562338165820835498582845456793662728440577740950035344036083045478266899200104838105401631029234178128584142558987737478955612024275738009347088360548841838427839348619295378150402052552264405215010281808188777526595893202439410495363569320392427179484047963814416612402926444130307973106540866785936374087003799783845195008582587183287576385473921264533984261339679354504537509629396123514566685450381897790,-4.89756330464775,184298387311050683430221673278946784440657133359372376707670900042889127027660834578999775476113764334758963508365559938417223079191380565722205265618801667214517503469429637690094028324087905816438767462419560206323290046827587515876135942617065806185424643209126084469456596636107771110846724509508148600911382046898515214092643762104329532059351350457154628233726718216548258393673001396593835544541578969680810106790840916839332148658032381027773775006226045348042231060994326381782374682543366210905809582298919287449489528307386452760307955164438769959077442780386084255212698529230297870396080241804409646582616925948169641347148852198190569979424083931756480444710375788181144311302775729917958068336551866614014567278106514013557966330203407627143376254191627473231374999312778255213544693268927323304983892733552935258369384333487622221194831787293168541233218240875783051094605214935452746824023692374452426863800084713310465737529023873113347008990980563793822784668028030315288072760181724724642937833948933589784375487811603326641029677449050389057853410412799134131023217739030831475710991201664071122109/831260326518500516323927000040085226091912783140843527921923670666228695683745045975785219321138647959684697274316353382684492321788285457487123368888018055462024024256586206894609719568274639738809707130214600010425655317989272953162850429840807040170042440111627384263163203911966487801945550605197603130349674325288991676599924808053409239403331334780510129014612620375943768194658849006133573989283462980103678121651683457840136445413880323102492475503951649516823923709246901166935655460939425145429295077429922075632183827034653115598546097566521780230275811399733979033764192576222405271805826631411761923483910166960889870184065267451758774160114149198364038242557215400628536263675630780947983114199217407653665937701116510828389443288091223396632083052811078041300325452790226008290277604001773039449861094599151698730279089798377727253674674175595972247783672884560840354623345547063748769849698191678983972614119130115776084383696034542200120197258478696905691147163524150249638454325152870732142960162865751004035391336110438437107957649062247377824618285760772835734240314375456922199762467967826981505409,77069937897467938031026372743432650917913728848168179051321589231573385105811100442400863228179596229163129683535035201694881280053560902442008345213085879763294264512404248156237360980159561836694209685747771295334137559916197501462546369864432184734350538953166098124261983623300101794503143142710961138611153093979210408567212475774041933951468880101629388615620226564246017840384207195153718159061458420537721146675647881917866541078290855900354024459231041358459486798042591279479649208058357936130130322688409723503667907452116004079989202513164732022094534813149349748647566000309619761830933337684685437129104772072485756012325750987763112974296638731820866423406759027444675828277361192871571321645163568388456828771118751334347581/347547545393139245311939470529991183347795138507549676842445608140261505504415490068351648906690816017343517479392149847361073238262370491906983935669690403090665757371564021839986476316271604167108796018957894311150020612953199954576846943614445407662643794369268727930518543128472782502721655485506900054200289363853800400377613592535896489930383963958493192850786956899756528317243475211241848816012036371798643847100149786124390401361043737791702180007538831244539236112348194039510809268369877370688713666429208114295136246637875973224364028807530833108265916802041207535814907556964561638644845578041914966025974377061472215746585102095046810820511183714738883596671329620822615813210558678074795355956858846985743571261538962355824900,12729611540010038689186908527191040281737363608293398239728289289052180401633159652148756833766320847524333727820295743235760018963942195909945590195818725395941122469294786759217923988892780584115834098673058395763106805256641865895494675112203366371115818196169148817710767058999561220630187335051056273426754531874630810340543881419253233144603522065594221437038318620845382721740936894126393726759436900571064911006215409946444938380876810927110672419435188690641365972518133017572082629152710871883491844465967416970838399194060871039335742165868749418421992127377668632273288167946701701334800929951887688281476558894653112315197680694382859208537557936208548158861689494748643146402057436643564322412596477922880660437181278169210487620452494587939525725881786079118522650032567140444594788144849418689499297757190029038968570160935666792918998048999200763480822189882211215982577574518511658628938684816385214489861733635593414955032730303158379529518927606274257560475834624532890127295284703001673176008205739828694509520999665597417301363465611047503047962554254481278581966525647896184937543140705434840231341088257020864236216745215635256352192201519249021824374530693577914852199111438433346469587549964746560629352718682941171754072969399962704552215668120277235396476345328219764418717936148272176619806598141196429881134551569162659898248779235733807941977452728764141847300562633180147959040058636650838514137270127705306548496005439532289982384326644740230096667804721923201053676679539181578893482181644967515324086870784913497264168054739789602612752176243596310557867005672314740951298990073672394571164882470365097845723178467024114920590204756730054853064499287307524325245582465896352561477629870351105029409601345166987288276397918566078446052811451443137128813288782512812311526207358247407161593536786102666393463865548914851529/288902486064204308954852931269613998528315104797302352391432937947912598794117406588785317383256841787084116840710508928721551692971042604285486887515906097540497515432428851927507727317171975650200004331652067686537440848069377509937536821181158991748593188938200549223943863759888974934594594392660138978529779664926441005695691886993980872345976673418587356499684567957833691675363967717118856747383094666430124767350490770015386660985610566006521848564191972029375123359543308591962515292421836687684561716994665522195507702752575321229402544271858919078341429363394960722960990977376530402343934668635347339747384644263407816952167585438044166983719105046668505642656005511143129355429760978330519887832045505530179212935326740085921042265146414220266480996911183235989196871517964916101766823687628535518843308627854693629116076371826017596647729949887569867884966214817945124900767763200824754554055144490892016152738260935164732618609477701307408380782805430499749108055457582863604642581031559119441414545971786806572400473948010983881442630873598941484068564587844014413790086110876390780803050234069231142573376017277539265211378253757523046104598374699993498058233575132373101836937309753098200197494382443248220883281448518524975560890078951011715058694922288162364669735343810081111875012345944836513484181658564136282467618054162757302701093146748788655718719090800979517952872874008523646230971891902127209268613732969378986446477492407725262493331835239267152603983558249843044964224815324339867711978962978724672000373966884909994388248596956569478118246493497203402886197575739267876515616139478912725158228806381351357597303676080502196308408165240581034976127595474095686280541617590425641879017058485373510030377001125539962800785694921662165799841976496379241889949611311691901506486292247410589898959034672208801802462106156922006884100,0.2401937238700899,0.24019372387008972,0.2217258034031499,1/36028797018963968
1,4,844962836281416453829212467768685241301925832640429205786090923132951129611041769632769528553389004556108424246909393960222990321811866570990550762212214712626309328869358276397042350393173763127989668552177390550958047235049160655174710488670305827330636670991969370654299031631004250015642149486877917361355475400650809146637255377869848392046981838604126266417232055249999737133865027416807248541340255250506119159493739083848905351105701654894931660194092305155639143085152218378633107481490824075119187695212132683456513526920082444418159719160491/3517839309352628847322897913779607987618439095176367887658051216405903784661566681879805219291568710916581464631205854135068817629653446818530293907412830157664761880233546895042309425068934648824850227705262481660994027871040510474009052871793250381174628722166503136668550959062558151253700022149178453304628690431420940389287110748701778567106269153842213550292428714319036925325709359969500562721337979026997149551449905045580809315940244507374167773387913029258449106815303642042616505752579010683508611720181188300500909751672411383955330809411558,1016507337220002710172568740013325759958867844643919005789271685619959120421392947233069808285974198633226299516463489722487222395446833076008799844491946374627421618519168029168678361194708512830770707641376278909224721189388585620872217716150097412889856416748276124506650605749422336631758882028545008419850820834389985023438464110338692599838143823175685497075590421392105737966086416681620678967771801700122609500152853783441797318038507458218629510032389823482309584657552089512038899947526780652647777928448503053182966610243939135185054827465222372072497561802813776498487180194217429166922771465996558419261164038719770897463123705731407382588171340057903244700976152967800260331408771900069148875561023958770624934266213244924876924/4232030927788645166649331471364954657964718382565083932002203251367413569631529843925237232649209165814747750197736027199513763404608921548844035309238488135925783157867940391457257697568535402514212707072911016324593802881748158401103435723383514380996565589176228314839824162438604212041443045097320208847602279896677709429827287461304628673294583572405162378351276493431582218922897258178825721907378788520719808347383115405583817910403294864069170002529601373151991749145235141782269516889484139628590584652862279506252371563244673802864556214439328022244327557771031986587538096442827657695279329989238271635107157717253125761582436399034143528240958801317559266167857585609505318365747781161495777471856207625289685738208218603007477669,613142926160747210123350855300115854954559157711795374893685780380979732314832954046086073482390881710976691683801045359469589607569505988247558269183848574222595852325662241563043138727129522205223774451295140720051097581000686491419632121706085946386088376678692967255291163427813931078867066859272245050953046893418725202797525576206250659681245813046864206437460086534300050390009139417388975135689016577784901191192625996913144626128520605364278188525838185465225484293571118640949354106992649406885474974934979832846834430944607544527158576900374625534095729320455644336142748931050047181133170063369082357248404194269560376634758712864130590036608480626839171286880527632797784973688307657202982319094932832882469064193874847421349789563665244471326980640281609539805232691427181076281566344386978401451420147508252026418865318961251819153809776478167875951425729406390430813371797227443812050927541980856880266939775478366467840232899664160832221128548499563303109460038396907109170969678239408375915948522354935733990224989313811479728218816184161129253093302758231992608648652464353540359079531791770332902058037150557342702207096878513545127951420804408324810268066670409079349164343339853535539836220235272691301683238593919244525482089784899150514418605060233902055903512113/14887604756170972598992838230979854335420081471065472903864643726312597542721253614705148547882613455193194507026582945435695910454299898489278616458311548818821336174695857658397518474781789720841464488632238671617251514475856490281325884763146921200220040981579671957031536568453549654103818204822706789361431417966557212005261575153176076421181354273720920742493463113535685285436140161484889133360146368660354490684275872188639336949951238370439303131796181882458930897836164123966803019329687145019329698397847726309155831550373766411409021727708629867066101317966945014326461142438224684117425822907336794916723593003151137123038452000194741021259274954200201765778503850239185945386897125226221622392340510994255817985098669951045276118206966816874962123327508554829746514914681982691574640843813159901101041876525290382975482392174934924573118229213124374080941690389567514443456056637711578470219191956421463633209495095777678246881486005924378097520092220522979557370929959156516175347947517281090193169987602906910814978265062680946925595253688897171687787440393739773252030081905804571456837985315676123706116944767616673236002967761646498204865647945277552868995870012989913796512207315839713614544387361728713238524344566323140485784538522686241836618628609259387733391755715498302,-7.385263108235659,3971127138820120681342241280303153728250843494006477365227461512831419340286272206808360498621702421520981713408466022106996768118938121743435234057092295232906803232503302279368158310933505053173909871513336117458635843223557196540428481027533516457861274202324760514282021647273001274599602999860998358406986571145123981567808009728424916901129070104832100515318447822535192576405554508759543784192837489511863619705133801076594625647924683726028024711476472959451526742996360877704051720723054802711096890976612782250499879394260965920884078482941271712363976389083607497320998694449593636603790607297588487213361950756843782194067944100395934395448599217585779284254712718214503717083635350312077558572071675452748744323889921593137794635053109548232973119741980341708212389753398261853618206556439889442984615229729637905968457510398066847437711421197751521214107532283574662052275231062252484006388224719986596229747952034026815876814606240293469923979154423947822254296804072003770210991143603530227936190899408025644429548802640870300331344055906922774419506361435179726359076029870149884199838996839953724191374413916623782985779302239167557592615548838716570010144234904516849397626218190811668000867464932139684381478949480994493824119857943218053905114465346710235999102954349641145319712404434784024572908567346840445323414548269622924502898488174777931421379613321213744193184686908276597223235017281246666047901314385035444989016676372377432675114114479304498475741317/17910085773759620801000040700261157841387699325052799614033019439842917112803852546577508202392050017536281902247839741351343965913486592675733267899113890367635646584536233545156032533079278494403002411622847408228107196872677660294750573263409438549884491321481714388705675965498267648954636517205188156597008238701528832352869408160550618581078498413954098314262819635166436569470638292808154113798456913225627783709901715432375867684426432527138574279165551073681872596420871937011756299290526869530665193440998284336988442950963286852952240133796365101599088848835230179852597400458493840326853482829374001643040114031498669404185281944406429432776634463964950962794234491919370832564299388623284167534059326513138661975051639899277251632346225051831680276249106806385024357041262464302838051989426311334247541017516653531819835365300463041371124910842867518521775120989788228366087357104701560043874963475542671197241814822791761066470812012712288361479799073980580870380766707962486950737487818098222680382130293736179735492455821459090897700428635069186654405095747422064097972797997722536372048995589354059075960847021513056442039456333829733893782409573112172207114179991304823790958502813115361402055896878020144209831073956152446407737630370126537636876348041708702531453111404842033494704823050413455904993544568909152722404004216130569174801488270415824277568248059814965782632975088761126472914559967307345295122137740367001696531385828507612763955032585808729533673561,2743900770491275560990493683449377454830832663999175646584477091027567554545059219191178420024076663135232565493032121438548209477091055619229989729005804653418592354697750771186702311046366191470401464557799072585786095337721943606978492824287288740883423612700693112973661517949721754011666329804447114289394955566256666514939146935259204150969431149888043380139571319806495268146488157326447312460117490803198628084582068637064182954327133215156123214336486034809210270109712321706553690613300597380735012702666871263261374172084988233551695854968761620229572496325373844780074385955603096117722333697222494242728293071158668200285248014516174736905941054221884286832903543965060880894169022843580377454899101918439767164021045451041290959902957168318434541534891404753357834611694491975349118850151814671845401272844809594994456230459297291656765573454261236005754496630069632420828115564363473429581791829211684807920168753301222896317368872738178377463998205249683573680785045150873243357794570480250629215822141889380830804663381003145375208471764931012037594373669327497542186394861914703991561349/12375193406426580722324046497740271130082940900762622548169145041219863729342556204268033626778252095202766006699115283146809150000858116226365340449936338442198318208066592338193943094434711876348250590756223962713899658728491221050890342652133674093089704489062705011161068828414317169542218867900316829369233471297243577489153888698427728857607460466052590385223740179037727548402515712814425077243069209254157584366034822343852200091458251091744532949587281245564186750901280989950675865333571384857005535954729574966113394450582291361681668436838768277449829799932754978690814149964186090740499107843553110018571143313389823749819930492509783820183729372420411245315012676225297446419769593373802607570921041497858079555239490145494571322232520549009478016005430626596418552321446347209525268552643924712125517400073303947411040408878312854935487119807661934531633228420082318891677063362280369115634946363374975202189251159549261407725049526504717071850842562408169132276500594134514632649908249500218275705709622899714025445499021185510895794075381574374725759745467260074643217340370555350223987364,31769775446387474403619763639573831090559391389751554735434933948147326763976544195638153411530438542271232033980855419389781831360224151856729417886417779896896475512511518886875257866131556853756766216077003802848342666860271598109054287752367545507481686290810604159048103918024074170453606352446029873029329629576173786368676531558346209879664695242052267897582367974652771988791206273790296467555471561828489635177650220419588762192514044760196087423554830397800905850852534962071652199155860247210554153575404240389480962394229884233978298117223378644400954841168030161790546148481401063303613297098895838424554859383772869518721855242707065453241382935627275777173416187057883204479392076148753666808568513778817238005169476116431158079259415319990213844729846685150825373540579776034356803500116971743156333055260108956493678235904644926910855621976840482426791470405415280354103322719619784573782102621854701757247012387227013741833379968236364843766194446588109267140963038674492534768998256930022269975523312850354415469879367001247122669503319432359494863292172584559796299021330583866562592502260824294498796581604548647058149987771359382506635163131312566432630633780124257306007839565463865596093977556012167457494599809466900626485615247041409622951343107368416999989042126795990393085520200887535004294224343617431000562474553393632008469630811227455149103921595473374118737802032699792019175291792106029507934922865032970767339021458587162451704813030467266908827669745290850009299327143491488670902409541566837999991490060721603008341962705314575640713326565882492034849384495613488027050998574178341519872411431294179374039157831055109387717686973076606440093400149724881755400164502281056279501781982665210267452643393976050474991041598913895188722518502741060440555628646959672085926698582726830271794728086201355450860278557411670922027636396690651228429056079602124587441707858092257888684134630012967930342523579478310556567531614370907431653892293746123513866349083543540277222704090592906222416731042383542908430222973108645609375367292642452139376073812729243127624206719655261367804015771879349088870402877155537193972266960848991181716605641803411314234888019097055415919526603476305378490274024189276322568632029257206089906652054907072181222371733485027144478107364987250816139479889703040307256180913063654473035731167356285974173737333992304485074023343524463499198381257123536848815802918298481796146822745882060023201809096567738416791984265838199871925656013272432298711981842708976795515409567885570969741972539657242889172854543333614530075401/221640775375964564491852150144554977756848875648755497671920967408157073986027524420459817666421271236024989583099659341040897093686065625151533380450187393129248069667094300184750415458805559108636696398984144934591118973176524802187202286614837796556253469409415041886688562520471446607415297876476751241950089602841100976771919147821492760959341670197820613852484712390467079699862159477856272689588093290856339412291985969045570975791717751271083705087442582707527345251781372582765891587710176103567581526720524561302728055726190220582840337193601538271342195506218086137832841522403750496812604738072306357214318105332265491641340429932507726081244694709784656274550203101427888318029358837501601605789284174850677579080381685249004169921840992756583993653920871958238424606461568328841691262431031881235452241770232952324827353536621996390563477091749355036555760514650039546397478300336782685585583644068827675666133287270499194011763517592886147102137596521483001632773689463297011733270314262401076086028025092901231668226772437782721215305895232272874283918526986003908302345228547808313322624953649565611406602639758609790433753733222543970006886865005373002888349632981493370274999072702421707893109105439472287638296768413486678805164014440232509773320166849308590509899504859217389156025103222747158651993115426241264106493201983850141703472349403659180499980773931312001905862090872819017812881772827581429662145783333059621597622709935985476671445919522354898132609761720107981759775230402735314469185347170758967324745665374862671415442154898593001378628042272448106254242159564725356763074836059460938187909023301490817521712215644065524350891716102342411804879107391241062240095255558563003255194061432597250356896515569777582440952290899766943218456930250321134694270519707819888023429125084613603421155253411711327348631456984626965254686123723750877705311696265212092579461133796078138043380337443659698836941790620350278937043134750164621663393309753833053881886454284157801798082437057498500312716413994280988963100437557022674992570855591572502909085093384599487650335734962233231679629993229444554322350014994387012800239078265532094319199489439014864609579127675618486252412857694848233131134811586362897852954940893613379105599175186434189679228501510046761767260774482483684638186614350799820949575943205243544599944093387102552472781115838877500604960174956150613072841740923638533186578775338897436317908308859020334451428384329134751500595469172782638606595446871672979010999165262904490241252625834948598814580276215652085159263103582884318537840164883204,0.2401937238700899,0.24019372387008972,0.2217258034031499,1/36028797018963968
