mask,face_count,odd_edge_count,moment_exact
1649,6,12,0
1650,6,8,0
1651,7,10,0
1652,6,6,0
1653,7,8,0
1654,7,4,0
1655,8,6,0
1656,6,12,0
1657,7,12,0
1658,7,12,0
1659,8,12,0
1660,7,8,0
1661,8,8,0
1662,8,8,0
1663,9,8,0
1664,3,10,0
1665,4,12,0
1666,4,12,0
1667,5,14,0
1668,4,10,0
1669,5,12,0
1670,5,12,0
1671,6,14,0
1672,4,12,0
1673,5,12,0
1674,5,12,0
1675,6,12,0
1676,5,12,0
1677,6,12,0
1678,6,12,0
1679,7,12,0
1680,4,12,0
1681,5,12,0
1682,5,12,0
1683,6,12,0
1684,5,12,0
1685,6,12,0
1686,6,12,0
1687,7,12,0
1688,5,14,0
1689,6,12,0
1690,6,12,0
1691,7,10,0
1692,6,14,0
1693,7,12,0
1694,7,12,0
1695,8,10,0
1696,4,10,0
1697,5,12,0
1698,5,10,0
1699,6,12,0
1700,5,8,0
1701,6,10,0
1702,6,8,0
1703,7,10,0
1704,5,10,0
1705,6,10,0
1706,6,12,0
1707,7,12,0
1708,6,8,0
1709,7,8,0
1710,7,10,0
1711,8,10,0
1712,5,12,0
1713,6,12,0
1714,6,10,0
1715,7,10,0
1716,6,10,0
1717,7,10,0
1718,7,8,0
1719,8,8,0
1720,6,12,0
1721,7,10,0
1722,7,12,0
1723,8,10,0
1724,7,10,0
1725,8,8,0
1726,8,10,0
1727,9,8,0
1728,4,10,0
1729,5,12,0
1730,5,10,0
1731,6,12,0
1732,5,8,0
1733,6,10,0
1734,6,8,0
1735,7,10,0
1736,5,12,0
1737,6,12,0
1738,6,10,0
1739,7,10,0
1740,6,10,0
1741,7,10,0
1742,7,8,0
1743,8,8,0
1744,5,10,0
1745,6,10,0
1746,6,12,0
1747,7,12,0
1748,6,8,0
1749,7,8,0
1750,7,10,0
1751,8,10,0
1752,6,12,0
1753,7,10,0
1754,7,12,0
1755,8,10,0
1756,7,10,0
1757,8,8,0
1758,8,10,0
1759,9,8,0
1760,5,10,0
1761,6,12,0
1762,6,8,0
1763,7,10,0
1764,6,6,0
1765,7,8,0
1766,7,4,0
1767,8,6,0
1768,6,10,0
1769,7,10,0
1770,7,10,0
1771,8,10,0
1772,7,6,0
1773,8,6,0
1774,8,6,0
1775,9,6,0
1776,6,10,0
1777,7,10,0
1778,7,10,0
1779,8,10,0
1780,7,6,0
1781,8,6,0
1782,8,6,0
1783,9,6,0
1784,7,10,0
1785,8,8,0
1786,8,12,0
1787,9,10,0
1788,8,6,0
1789,9,4,0
1790,9,8,0
1791,10,6,0
1792,3,10,0
1793,4,12,0
1794,4,12,0
1795,5,14,0
1796,4,10,0
1797,5,12,0
1798,5,12,0
1799,6,14,0
1800,4,12,0
1801,5,12,0
1802,5,12,0
1803,6,12,0
1804,5,12,0
1805,6,12,0
1806,6,12,0
1807,7,12,0
1808,4,12,0
1809,5,12,0
1810,5,12,0
1811,6,12,0
1812,5,12,0
1813,6,12,0
1814,6,12,0
1815,7,12,0
1816,5,14,0
1817,6,12,0
1818,6,12,0
1819,7,10,0
1820,6,14,0
1821,7,12,0
1822,7,12,0
1823,8,10,0
1824,4,10,0
1825,5,12,0
1826,5,10,0
1827,6,12,0
1828,5,8,0
1829,6,10,0
1830,6,8,0
1831,7,10,0
1832,5,10,0
1833,6,10,0
1834,6,12,0
1835,7,12,0
1836,6,8,0
1837,7,8,0
1838,7,10,0
1839,8,10,0
1840,5,12,0
1841,6,12,0
1842,6,10,0
1843,7,10,0
1844,6,10,0
1845,7,10,0
1846,7,8,0
1847,8,8,0
1848,6,12,0
1849,7,10,0
1850,7,12,0
1851,8,10,0
1852,7,10,0
1853,8,8,0
1854,8,10,0
1855,9,8,0
1856,4,10,0
1857,5,12,0
1858,5,10,0
1859,6,12,0
1860,5,8,0
1861,6,10,0
1862,6,8,0
1863,7,10,0
1864,5,12,0
1865,6,12,0
1866,6,10,0
1867,7,10,0
1868,6,10,0
1869,7,10,0
1870,7,8,0
1871,8,8,0
1872,5,10,0
1873,6,10,0
1874,6,12,0
1875,7,12,0
1876,6,8,0
1877,7,8,0
1878,7,10,0
1879,8,10,0
1880,6,12,0
1881,7,10,0
1882,7,12,0
1883,8,10,0
1884,7,10,0
1885,8,8,0
1886,8,10,0
1887,9,8,0
1888,5,10,0
1889,6,12,0
1890,6,8,0
1891,7,10,0
1892,6,6,0
1893,7,8,0
1894,7,4,0
1895,8,6,0
1896,6,10,0
1897,7,10,0
1898,7,10,0
1899,8,10,0
1900,7,6,0
1901,8,6,0
1902,8,6,0
1903,9,6,0
1904,6,10,0
1905,7,10,0
1906,7,10,0
1907,8,10,0
1908,7,6,0
1909,8,6,0
1910,8,6,0
1911,9,6,0
1912,7,10,0
1913,8,8,0
1914,8,12,0
1915,9,10,0
1916,8,6,0
1917,9,4,0
1918,9,8,0
1919,10,6,0
1920,4,12,0
1921,5,12,0
1922,5,16,0
1923,6,16,0
1924,5,12,0
1925,6,12,0
1926,6,16,0
1927,7,16,0
1928,5,12,0
1929,6,10,0
1930,6,14,0
1931,7,12,0
1932,6,12,0
1933,7,10,0
1934,7,14,0
1935,8,12,0
1936,5,12,0
1937,6,10,0
1938,6,14,0
1939,7,12,0
1940,6,12,0
1941,7,10,0
1942,7,14,0
1943,8,12,0
1944,6,12,0
1945,7,8,0
1946,7,12,0
1947,8,8,0
1948,7,12,0
1949,8,8,0
1950,8,12,0
1951,9,8,0
1952,5,12,0
1953,6,12,0
1954,6,14,0
1955,7,14,0
1956,6,10,0
1957,7,10,0
1958,7,12,0
1959,8,12,0
1960,6,10,0
1961,7,8,0
1962,7,14,0
1963,8,12,0
1964,7,8,0
1965,8,6,0
1966,8,12,0
1967,9,10,0
1968,6,12,0
1969,7,10,0
1970,7,12,0
1971,8,10,0
1972,7,10,0
1973,8,8,0
1974,8,10,0
1975,9,8,0
1976,7,10,0
1977,8,6,0
1978,8,12,0
1979,9,8,0
1980,8,8,0
1981,9,4,0
1982,9,10,0
1983,10,6,0
1984,5,12,0
1985,6,12,0
1986,6,14,0
1987,7,14,0
1988,6,10,0
1989,7,10,0
1990,7,12,0
1991,8,12,0
1992,6,12,0
1993,7,10,0
1994,7,12,0
1995,8,10,0
1996,7,10,0
1997,8,8,0
1998,8,10,0
1999,9,8,0
2000,6,10,0
2001,7,8,0
2002,7,14,0
2003,8,12,0
2004,7,8,0
2005,8,6,0
2006,8,12,0
2007,9,10,0
2008,7,10,0
2009,8,6,0
2010,8,12,0
2011,9,8,0
2012,8,8,0
2013,9,4,0
2014,9,10,0
2015,10,6,0
2016,6,12,0
2017,7,12,0
2018,7,12,0
2019,8,12,0
2020,7,8,0
2021,8,8,0
2022,8,8,0
2023,9,8,0
2024,7,10,0
2025,8,8,0
2026,8,12,0
2027,9,10,0
2028,8,6,0
2029,9,4,0
2030,9,8,0
2031,10,6,0
2032,7,10,0
2033,8,8,0
2034,8,12,0
2035,9,10,0
2036,8,6,0
2037,9,4,0
2038,9,8,0
2039,10,6,0
2040,8,8,0
2041,9,4,0
2042,9,12,0
2043,10,8,0
2044,9,4,0
2045,10,0,1/262144
2046,10,8,0
2047,11,4,0
