kappa,mean_bessel,mean_quad,mean_ode_reflected,susceptibility_quad,mean_zero_variance_root,mean_wrong_coefficient_reflected,ode_bessel_difference
-4.075,-0.6634763683460977,-0.6634763683460977,-0.663476368346103,0.07135024851417687,-0.6974985066990127,-0.7551788644975193,5.329070518200751e-15
-4.05,-0.6616840335136445,-0.6616840335136445,-0.6616840335136387,0.07203791867189602,-0.6960133369546643,-0.7536936823572122,5.773159728050814e-15
-4.0249999999999995,-0.6598744029935321,-0.6598744029935323,-0.6598744029935313,0.07273391911104843,-0.6945140550366686,-0.7521912025930806,7.771561172376096e-16
-3.9999999999999996,-0.6580472673593596,-0.6580472673593595,-0.6580472673593638,0.0734383434013599,-0.6930004681646914,-0.75067115040168,4.218847493575595e-15
-3.9749999999999996,-0.6562024148441576,-0.6562024148441575,-0.6562024148441578,0.07415128520993564,-0.6914723802466828,-0.749133246114188,1.1102230246251565e-16
-3.9499999999999997,-0.6543396313386135,-0.6543396313386135,-0.6543396313386098,0.07487283824804225,-0.6899295918138226,-0.7475772051224189,3.6637359812630166e-15
-3.9249999999999994,-0.6524587003906605,-0.6524587003906601,-0.6524587003906595,0.07560309621523614,-0.6883718999541608,-0.7460027378044437,9.992007221626409e-16
-3.8999999999999995,-0.6505594032064957,-0.6505594032064957,-0.6505594032065039,0.07634215274076522,-0.6867990982449322,-0.7444095494508343,8.104628079763643e-15
-3.8749999999999996,-0.648641518653102,-0.648641518653102,-0.6486415186530979,0.0770901013221571,-0.6852109766835265,-0.742797340190297,4.107825191113079e-15
-3.8499999999999996,-0.6467048232623368,-0.646704823262337,-0.6467048232623355,0.07784703526091497,-0.6836073216170946,-0.7411658049162472,1.3322676295501878e-15
-3.8249999999999997,-0.6447490912366676,-0.6447490912366675,-0.6447490912366671,0.0786130475952424,-0.6819879156707717,-0.739514633213195,4.440892098500626e-16
-3.7999999999999994,-0.6427740944566273,-0.6427740944566274,-0.6427740944566324,0.07938823102970438,-0.6803525376744998,-0.7378435092841035,5.10702591327572e-15
