kind,M,duration,residual_budget,other
triangle_feasibility,1.2918951595863831e-05,2.000646156271333,403.15448933184706,True
triangle_feasibility,1.333922751328071e-05,2.0006671838685994,390.4523952491138,True
triangle_feasibility,1.377317573571785e-05,2.0006888959939255,378.1505030700081,True
triangle_feasibility,1.4221241046987072e-05,2.0007113149468823,366.2362037268735,True
triangle_feasibility,1.4683882700489562e-05,2.000734463754515,354.69728542299555,True
triangle_feasibility,1.5161574889936724e-05,2.0007583661951434,343.52192111587885,True
triangle_feasibility,1.56548072353844e-05,2.000783046822946,332.69865639488626,True
triangle_feasibility,1.616408528507862e-05,2.000808530993352,322.2163977408141,True
triangle_feasibility,1.6689931033627295e-05,2.000834844889272,312.0644011553704,True
triangle_feasibility,1.723288345702889e-05,2.0008620155481887,302.2322611489011,True
triangle_feasibility,1.779349906510651e-05,2.000890070890144,292.7099000750788,True
triangle_feasibility,1.8372352471913784e-05,2.0009190397466496,283.4875578016167,True
triangle_feasibility,1.897003698469669e-05,2.000948951890546,274.5557817064324,True
triangle_feasibility,1.9587165212015703e-05,2.0009798380668533,265.905416988993,True
triangle_feasibility,2.022436969165099e-05,2.0010117300246337,257.5275972869223,True
triangle_feasibility,2.088230353893455e-05,2.001044660549914,249.41373558824685,True
triangle_feasibility,2.156164111617366e-05,2.0010786634996904,241.55551542996866,True
triangle_feasibility,2.226307872385188e-05,2.001113773837058,233.94488237394177,True
triangle_feasibility,2.2987335314315978e-05,2.001150027667506,226.5740357513167,True
triangle_feasibility,2.3735153228680384e-05,2.001187462276411,219.4354206670906,True
triangle_feasibility,2.450729895770437e-05,2.0012261161677722,212.52172025656822,True
triangle_feasibility,2.530456392742193e-05,2.0012660291042312,205.82584818579667,True
triangle_feasibility,2.612776531032952e-05,2.001307242148418,199.3409413882877,True
triangle_feasibility,2.6977746862963143e-05,2.001349797705669,193.06035303058172,True
triangle_feasibility,2.785537979072349e-05,2.001393739568161,186.97764569944343,True
triangle_feasibility,2.8761563640834836e-05,2.001439112960517,181.08658480370977,True
triangle_feasibility,2.9697227224353943e-05,2.001485964586917,175.38113218402123,True
triangle_feasibility,3.0663329568173303e-05,2.0015343426797902,169.85543992389108,True
triangle_feasibility,3.166086089799469e-05,2.0015842970501128,164.5038443557678,True
triangle_feasibility,3.2690843653280584e-05,2.0016358791393936,159.32086025594717,True
triangle_feasibility,3.375433353522372e-05,2.0016891420733844,154.30117522238356,True
triangle_feasibility,3.485242058880889e-05,2.001744140717587,149.43964422963865,True
triangle_feasibility,3.598623032007611e-05,2.0018009317346084,144.73128435538555,True
triangle_feasibility,3.715692484973031e-05,2.0018595736434395,140.17126967306436,True
triangle_feasibility,3.8365704104279814e-05,2.001920126880708,135.7549263054533,True
triangle_feasibility,3.9613807045925106e-05,2.0019826538639864,131.47772763408486,True
triangle_feasibility,4.090251294245713e-05,2.0020472190572223,127.3352896596004,True
triangle_feasibility,4.223314267846842e-05,2.0021138890383576,123.32336650828212,True
triangle_feasibility,4.360706010921985e-05,2.00218273256922,119.4378460801611,True
triangle_feasibility,4.5025673458551e-05,2.002253820667763,115.67474583423912,True
triangle_feasibility,4.649043676226706e-05,2.0023272266827363,112.0302087065046,True
triangle_feasibility,4.8002851358481575e-05,2.0024030263708665,108.5004991565585,True
triangle_feasibility,4.9564467426442626e-05,2.0024812979766407,105.08199933879828,True
triangle_feasibility,5.1176885575419703e-05,2.0025621223147843,101.77120539423562,True
triangle_feasibility,5.284175848527986e-05,2.0026455828555214,98.56472385914674,True
triangle_feasibility,5.456079260043444e-05,2.00273176581272,95.45926818687494,True
triangle_feasibility,5.633574987889369e-05,2.0028207602350214,92.45165537921858,True
triangle_feasibility,5.816844959821912e-05,2.0029126581000583,89.53880272395624,True
triangle_feasibility,6.006077022022966e-05,2.003007554411873,86.71772463515732,True
triangle_feasibility,6.201465131636699e-05,2.0031055473016446,83.98552959304865,True
triangle_feasibility,6.403209555569819e-05,2.003206738131847,81.3394171802932,True
triangle_feasibility,6.61151707575909e-05,2.0033112316039525,78.7766752116472,True
triangle_feasibility,6.826601201116573e-05,2.0034191358698172,76.29467695405215,True
triangle_feasibility,7.048682386369795e-05,2.0035305626468705,73.89087843431292,True
triangle_feasibility,7.277988258021193e-05,2.003645627337249,71.56281583160211,True
triangle_feasibility,7.514753847658392e-05,2.003764449151015,69.30810295211808,True
triangle_feasibility,7.759221832854484e-05,2.003887151233607,67.1244287833085,True
triangle_feasibility,8.011642785905198e-05,2.0040138607976785,65.00955512515237,True
triangle_feasibility,8.272275430657923e-05,2.0041447092594726,62.961314296072665,True
triangle_feasibility,8.541386907695887e-05,2.004279832379912,60.97760691112781,True
triangle_feasibility,8.81925304814909e-05,2.0044193704105657,59.05639973020634,True
triangle_feasibility,9.106158656412934e-05,2.004563468244671,57.19572357401668,True
triangle_feasibility,9.402397802064111e-05,2.0047122755734055,55.39367130573805,True
triangle_feasibility,9.708274121273025e-05,2.004865947047586,53.648395876262875,True
triangle_feasibility,0.0001002410112802169,2.005024642445011,51.958108431027235,True
triangle_feasibility,0.00010350202535446092,2.005188526843646,50.32107647648902,True
triangle_feasibility,0.00010686912587632355,2.0053577708008694,48.73562210437449,True
triangle_feasibility,0.00011034576402206845,2.0055325505390087,47.200120271872876,True
triangle_feasibility,0.00011393550324071275,2.0057130481374,45.71299713601679,True
triangle_feasibility,0.00011764202290645523,2.0058994517312154,44.27272844054046,True
triangle_feasibility,0.00012146912208992285,2.006091955717316,42.87783795356351,True
triangle_feasibility,0.00012542072345210367,2.0062907609673952,41.526895954497654,True
triangle_feasibility,0.00012950087726495624,2.006496075048687,40.218517768626285,True
