epsilon,beta,gamma,L,state_term,dynamic_term,envelope
0.00005248074602497723,0,2,1,0.0000002489021807151814217125490066396207984285495321825975627501252215366393,0.00005247523782051682427183266001789331000635066988436158307458585377143039,0.00005272414000123200569354520902453293080477921941654418063733597899296703
0.000057543993733715664,0,2,1,0.0000002857790254383758447226180797208401109396420214381887450054192148234275,0.00005753737144473341432075684414522930709123082124724290745468557809344999,0.00005782315047017179016547946222495014720217046326868109619969099730827341
0.00006309573444801929,0,2,1,0.0000003281195892645880368402297240394451790556525574979921248463971743943369,0.00006308777274417645900403605276694608175472734370602075047534029217007055,0.00006341589233344104704087628249098552693378299626351874260018668934446489
0.00006918309709189363,0,2,1,0.0000003767334147291434362145470151477583485003657644044651627365010014345088,0.00006917352506950945852356105725179174335445013757636211078469079501298699,0.0000695502584842386019597756042669395017029505033407665759474272960144215
0.00007585775750291836,0,2,1,0.0000004325499998672669482563387841884315364236061806967150560316342109213258,0.00007584624946804948876668381504158565734183584518268320563558286734461757,0.00007627879946791675571494015382577408887825945136337992069161450155553889
0.00008317637711026709,0,2,1,0.0000004966365749348404322678533864094272977036950240399213513949992810945229,0.00008316254149783270485451555795131994864827186437538357061838459376058737,0.0000836591780727675452867834113377293759459755593994234919697795930416819
0.00009120108393559096,0,2,1,0.0000005702185140782021257079980631226654612490780528149033621856822604657988,0.00009118444998762777635201003549815117946305259664852466960431186757484245,0.00009175466850170597847771803356127384492430167470133957296649754983530824
0.0001,0,2,1,0.0000006547027726574515631965889789736679029008144705922678843902259575428107,0.00009998000174992500125000000000000000000000000000000000000000000000000115,0.000100634704522582452813196588978973667902900814470592267884390225957544
0.00010964781961431851,0,2,1,0.0000007517047988967493871646259550555695825001859678604898759169013941385684,0.0001096237766324670482100974295652729584055274905377125604951591908452166,0.0001103754814313637975972620555203285279880276765055730503710760922393551
0.00012022644346174131,0,2,1,0.0000008630794351144154620497155451217572871201805132578545287511391744831129,0.0001201975377073211476818762756297291908778197800045794478829633159567525,0.0001210606171424355631439259911748509481649399605178373024117144551312357
0.00013182567385564074,0,2,1,0.0000009909564002565387578418475956119765950706281830465672486304239351732714,0.0001317909218478576534158639146414813073075623570691549421938911613012631,0.0001327818782481141921737057622370932839026329852522015094425215852364363
0.0001445439770745928,0,2,1,0.000001137781033292981142939403586987098721647882305172850573218507450325783,0.0001445021964365638508984389916457812204371419168598120921799262762698892,0.000145639977469856832041378395232768319158789799164984942753144783720215
0.00015848931924611142,0,2,1,0.000001306361077926740253442684423497010720572782540674156265981367905409325,0.0001584390884838835075303143354350602838800268687192190802079205040998496,0.0001597454495618102477837570198585572946005996512598932364739018720052589
0.00017378008287493763,0,2,1,0.000001499920404962433653717815102855047284567134158963944688736034135393986,0.0001737196930239761556708054586787736631496732434220417692475019476251076,0.0001752196134289385893245232737816287104342403775810057139362379817605016
0.00019054607179632481,0,2,1,0.000001722160701814177383282590425471765205873295855403999659175538311527513,0.0001904734682914241195876595514650494975631125095924379534994864310962018,0.0001921956289932382969709421418905212627689858054478419531586619694077293
0.0002089296130854041,0,2,1,0.000001977332311579496010426547990121888947012302744510214116041637814195198,0.0002088423258777167096331180882572188463809762433244290117897320883248432,0.0002108196581892962056435446362473407353279885460689392259057737261390384
0.00022908676527677748,0,2,1,0.000002270315579821993928829136809132251383983426216552498717880522246620728,0.0002289818248222895384667131950816237963037843430047137841477488058148282,0.0002312521404021115323955423318907560476877677692212662828656293280614489
