z,single_deficit,sum_real_deficit,sum_imaginary
6.625e-07,0.00000000000000006220326672335600649079719054251957767098806186993081556265605189159497,0.0000000000000001244065334467120129815943810850391553419761237398616311253121037831899,0.000000007886904761904761250640250726613417025675750048261356241047651934570951
6.6875e-07,0.00000000000000006338244933390022407914635880285217953678721550670837495817156069794352,0.000000000000000126764898667800448158292717605704359073574431013416749916343121395887,0.000000007961309523809523136714079491336899988974952168898484156998607595831476
6.75e-07,0.00000000000000006457270408163265028146841485318623226027708424280648660083784574339635,0.0000000000000001291454081632653005629368297063724645205541684856129732016756914867927,0.000000008035714285714285022435313411078739538491782976400817245098020645323829
6.812499999999999e-07,0.00000000000000006577403096655326578790338780227394187443205141198458049334135308940837,0.0000000000000001315480619331065315758067756045478837488641028239691609866827061788167,0.000000008110119047619045717324466730723710606148046647050878190499002639942132
6.875e-07,0.00000000000000006698642998866212852781984133327807124506914405516578703695977366094864,0.0000000000000001339728599773242570556396826665561424901382881103315740739195473218973,0.0000000081845238095238087928068155999172400471049343780394168566660051943295
6.937499999999999e-07,0.00000000000000006820990114795916090762666508702620712318964206178756845447803344436791,0.0000000000000001364198022959183218152533301740524142463792841235751369089560668887358,0.000000008258928571428569486974302834973625450290890111210792361638638495287337
7e-07,0.00000000000000006944444444444444122942386831275727606786313062033123278707090721266324,0.0000000000000001388888888888888824588477366255145521357262612406624655741418144253265,0.000000008333333333333332561728395061728421853566529492454922236193669664182815
7.0625e-07,0.00000000000000007069005987811791050080983610399681840625294097696523446741972722363213,0.0000000000000001413801197562358210016196722079936368125058819539304689348394544472643,0.000000008407738095238094445637225572686113025469166862862518906536911408219313
7.125e-07,0.00000000000000007194674744897958838584504821938349939205417616700217253130717465675254,0.0000000000000001438934948979591767716900964387669987841083523340043450626143493135051,0.000000008482142857142856329173689565111788260248968425844061065907142475979913
7.1875e-07,0.00000000000000007321450715702947488447384779016813048647208568087279375568694233486965,0.0000000000000001464290143140589497689476955803362609729441713617455875113738846697393,0.000000008556547619047618212334491760080385470753609894363934382421762374067093
7.249999999999999e-07,0.00000000000000007449333900226754944675346626352457967764522404017466237911005959763083,0.0000000000000001489866780045350988935069325270491593552904480803493247582201191952617,0.000000008630952380952378904640146402476721109561098483598435560268564881429261
7.3125e-07,0.00000000000000007578324298469387372228712997849619860257285166847380813598419677692288,0.0000000000000001515664859693877474445742599569923972051457033369476162719683935538458,0.000000008705357142857141977515929641946097470432282302723220827626193149859841
7.374999999999999e-07,0.00000000000000007708421910430836515716283567623805332260393082649978866703226510512113,0.0000000000000001541684382086167303143256713524761066452078616529995773340645302102423,0.000000008779761904761902669053784294802978962640208897922522227599523643554603
7.4375e-07,0.00000000000000007839626736111110701379462034123435347061664589411287555511307542782709,0.0000000000000001567925347222222140275892406824687069412332917882257511102261508556542,0.000000008854166666666665741155176986882752327705811407666697263601913256890291
7.5e-07,0.00000000000000007971938775510203657953934124670287532244175544888052062744496879808271,0.0000000000000001594387755102040731590786824934057506448835108977610412548899375961654,0.000000008928571428571427622388241010690028110284064427519475072342908214544732
7.5625e-07,0.00000000000000008105358028628117475853341064843339702790621289981542311528104853487663,0.0000000000000001621071605725623495170668212968667940558124257996308462305620970697533,0.00000000900297619047618950322587156348985334611633143282539526118134858791716
7.625e-07,0.00000000000000008239884495464852155071773909546312370750863797711753395769298342613046,0.0000000000000001647976899092970431014354781909262474150172759542350679153859668522609,0.000000009077380952380951383664773366357165948199697407007155238574801344632901
7.687499999999999e-07,0.000000000000000083755181760204055166066760373387629900812184693683551489576437864498,0.000000000000000167510363520408110332133520746775259801624369387367102979152875728996,0.000000009151785714285712073225460664176826473275988868992378065774333786448839
7.75e-07,0.00000000000000008512259070294784097441836347713072222782762867557769836989745621412325,0.0000000000000001702451814058956819488367269542614444556552573511553967397949124282465,0.000000009226190476190475143333209606594004903218618110094035369561342925356432
7.812499999999999e-07,0.0000000000000000865010717828797914615396522481751252137374766483456901344050322932054,0.0000000000000001730021435657595829230793044963502504274749532966913802688100645864108,0.000000009300595238095235832079963009923342801648884291722608466387164642792025
7.875e-07,0.00000000000000008789062499999999485015869140625015087425708770751687916344963014128858,0.0000000000000001757812499999999897003173828125003017485141754150337583268992602825772,0.000000009374999999999998901367187500000048279762268066405118443071842193619697
7.937499999999999e-07,0.00000000000000008929125035430836220880804396436074627924966557568744938928365484341935,0.0000000000000001785825007086167244176160879287214925584993311513748987785673096868387,0.000000009449404761904759589286825893138815414790443181493712248824241940199874
