adjacency_eigenvalue,single_source_weight,sum_source_weight
-3.4641016151377544,0.041666666666666664,0.011164549684630098
-2.0,0.125,0.125
0.0,0.6666666666666666,0.3333333333333333
2.0,0.125,0.375
3.4641016151377544,0.041666666666666664,0.15550211698203656
