case,method,kind,tau,lA,lC,phi,v,hp,hl,E,B,I_wrong
pure_electric,DOP853,full,2.575,0.18224027313336916,0.1662055471529485,0.14322312060936915,-0.021847122518100302,0.06994219672082985,0.05991228997674213,0.05590452247603012,0.0,
pure_electric,DOP853,full,2.6,0.18398853333478346,0.1677025779825537,0.14267333547692662,-0.022135220873743425,0.06991858278993689,0.059850263134641805,0.05573696470639183,0.0,
pure_electric,DOP853,full,2.625,0.18573620044639202,0.16919806461554826,0.14211638296123952,-0.022420511770913663,0.06989474968378402,0.05978875300128198,0.05557033352236905,0.0,
pure_electric,DOP853,full,2.6500000000000004,0.1874832690000846,0.1706920198767357,0.14155233335319642,-0.02270298689801898,0.06987069831235727,0.05972775216655517,0.05540462071349169,0.0,
pure_electric,DOP853,full,2.6750000000000003,0.18922973355111397,0.17218445640739127,0.14098125714830156,-0.0229826381975049,0.06984642963478745,0.05966725335812832,0.055239818127962706,0.0,
pure_electric,DOP853,full,2.7,0.19097558867932546,0.17367538666869162,0.1404032250403242,-0.023259457864971446,0.06982194465897176,0.05960724944013012,0.055075917672281205,0.0,
pure_electric,DOP853,full,2.725,0.1927208289903661,0.17516482294510816,0.139818307914991,-0.023533438348267217,0.06979724444118182,0.05954773341183522,0.05491291131086876,0.0,
pure_electric,DOP853,full,2.75,0.1944654491168903,0.17665277734776996,0.13922657684368847,-0.023804572346565703,0.06977233008565545,0.05948869840634515,0.05475079106569825,0.0,
pure_electric,DOP853,full,2.7750000000000004,0.19620944371975343,0.17813926181779263,0.1386281030771925,-0.024072852809422177,0.0697472027441741,0.059430137689266437,0.0545895490159256,0.0,
pure_electric,DOP853,full,2.8000000000000003,0.19795280748919486,0.17962428812957426,0.13802295803942108,-0.024338272935812033,0.06972186361562602,0.059372044657385596,0.054429177297524396,0.0,
pure_electric,DOP853,full,2.825,0.19969553514601007,0.18110786789405847,0.13741121332121067,-0.024600826173151052,0.06969631394555502,0.05931441283734146,0.054269668102923364,0.0,
pure_electric,DOP853,full,2.85,0.20143762144271155,0.18259001256196425,0.13679294067411718,-0.024860506216297977,0.06967055502569584,0.05925723588429473,0.05411101368064677,0.0,
pure_electric,DOP853,full,2.875,0.20317906116467788,0.1840707334269822,0.13616821200424178,-0.025117307006539885,0.06964458819349591,0.059200507580595085,0.05395320633495772,0.0,
pure_electric,DOP853,full,2.9000000000000004,0.2049198491312907,0.185550041628938,0.13553709936608271,-0.025371222730560774,0.06961841483162422,0.05914422183444568,0.05379623842550445,0.0,
pure_electric,DOP853,full,2.9250000000000003,0.2066599801970586,0.18702794815692161,0.13489967495641364,-0.025622247819393765,0.06959203636746746,0.05908837267856564,0.05364010236696951,0.0,
pure_electric,DOP853,full,2.95,0.20839944925272877,0.18850446385238356,0.13425601110818908,-0.025870376947357436,0.06956545427261387,0.059032954268850156,0.05348479062872199,0.0,
pure_electric,DOP853,full,2.975,0.21013825122638397,0.18997959941219714,0.1336061802844779,-0.026115605030976603,0.06953867006232527,0.058977960883028764,0.0533302957344727,0.0,
pure_electric,DOP853,full,3.0,0.21187638108452678,0.191453365391687,0.13295025507242442,-0.02635792722788816,0.06951168529499713,0.05892338691932161,0.05317661026193238,0.0,
pure_electric,DOP853,full,3.0250000000000004,0.21361383383315571,0.19292577220762647,0.1322883081772238,-0.02659733893573311,0.06948450157160657,0.05886922689509381,0.05302372684247287,0.0,
pure_electric,DOP853,full,3.0500000000000003,0.21535060451882013,0.1943968301411981,0.13162041241614167,-0.026833835791033597,0.06945712053515034,0.058815475445508504,0.05287163816079139,0.0,
pure_electric,DOP853,full,3.075,0.21708668822966337,0.19586654934092204,0.13094664071255685,-0.02706741366805641,0.06942954387007177,0.0587621273221784,0.05272033695457779,0.0,
pure_electric,DOP853,full,3.1,0.21882208009645188,0.19733493982555025,0.13026706609003175,-0.027298068677663496,0.06940177330167736,0.058709177391816,0.05256981601418489,0.0,
pure_electric,DOP853,full,3.125,0.2205567752935891,0.1988020114869271,0.12958176166641258,-0.027525797166149515,0.06937381059554316,0.05865662063488274,0.05242006818230179,0.0,
pure_electric,DOP853,full,3.1500000000000004,0.22229076904011486,0.20026777409281626,0.1288908006479581,-0.027750595714067093,0.06934565755691156,0.05860445214423715,0.05227108635363038,0.0,
pure_electric,DOP853,full,3.1750000000000003,0.22402405660068925,0.20173223728969353,0.12819425632349749,-0.02797246113504008,0.06931731603007854,0.05855266712378213,0.052122863474564775,0.0,
pure_electric,DOP853,full,3.2,0.22575663328656181,0.2031954106055065,0.12749220205861791,-0.028191390474565297,0.06928878789777186,0.05850126088711169,0.05197539254287388,0.0,
pure_electric,DOP853,full,3.225,0.22748849445652436,0.20465730345239963,0.12678471128988225,-0.028407381008803093,0.06926007508052046,0.0584502288561571,0.051828666607387046,0.0,
pure_electric,DOP853,full,3.25,0.22921963551784832,0.20611792512940605,0.1260718575190778,-0.02862043024335719,0.06923117953601542,0.058399566559832854,0.05168267876768273,0.0,
pure_electric,DOP853,full,3.2750000000000004,0.23095005192720527,0.20757728482510496,0.12535371430749612,-0.028830535912044236,0.06920210325846295,0.05834926963268239,0.05153742217378027,0.0,
pure_electric,DOP853,full,3.3000000000000003,0.2326797391915711,0.20903539162024518,0.12463035527024485,-0.029037695975653387,0.06917284827792947,0.05829933381352397,0.051392890025834685,0.0,
pure_electric,DOP853,full,3.325,0.23440869286911317,0.2104922544903348,0.12390185407059187,-0.02924190862069644,0.06914341665967942,0.05824975494409673,0.051249075573834575,0.0,
pure_electric,DOP853,full,3.35,0.23613690857006397,0.21194788230819792,0.12316828441433259,-0.02944317225814878,0.06911381050350521,0.058200528967706874,0.05110597211730312,0.0,
pure_electric,DOP853,full,3.375,0.23786438195757695,0.21340228384649737,0.12242972004419116,-0.029641485522181606,0.06908403194305039,0.05815165192787454,0.05096357300500207,0.0,
pure_electric,DOP853,full,3.4000000000000004,0.23959110874856193,0.2148554677802224,0.12168623473426263,-0.029836847268885736,0.06905408314512711,0.058103119966981566,0.050821871634638874,0.0,
pure_electric,DOP853,full,3.4250000000000003,0.2413170847145065,0.2163074426891434,0.12093790228447895,-0.030029256574987447,0.06902396630902642,0.05805492932491994,0.05068086145257674,0.0,
pure_electric,DOP853,full,3.45,0.24304230568227922,0.21775821706023288,0.12018479651510991,-0.030218712736556696,0.06899368366582312,0.05800707633774143,0.05054053595354784,0.0,
pure_electric,DOP853,full,3.475,0.24476676753491533,0.21920779929005257,0.11942699126129591,-0.030405215267708088,0.06896323747767465,0.0579595574363084,0.050400888680369495,0.0,
pure_electric,DOP853,full,3.5,0.24649046621238502,0.2206561976871068,0.11866456036761276,-0.030588763899294904,0.06893263003711468,0.057912369144946116,0.050261913223663426,0.0,
pure_electric,DOP853,full,3.5250000000000004,0.2482133977123443,0.2221034204741622,0.11789757768266912,-0.030769358577596568,0.06890186366634171,0.05786550808009656,0.05012360322157802,0.0,
pure_electric,DOP853,full,3.5500000000000003,0.24993555809086757,0.22354947579053408,0.11712611705373681,-0.03094699946299989,0.06887094071650265,0.05781897094897409,0.049985952359513613,0.0,
pure_electric,DOP853,full,3.575,0.2516569434631627,0.2249943716943389,0.11635025232141442,-0.03112168692867447,0.06883986356697219,0.057772754548223074,0.04984895436985072,0.0,
pure_electric,DOP853,full,3.6,0.2533775500042673,0.22643811616471318,0.11557005731432476,-0.031293421559242536,0.06880863462462779,0.05772685576257761,0.049712603031681325,0.0,
pure_electric,DOP853,full,3.625,0.2550973739497272,0.227880717103999,0.1147856058438463,-0.03146220414944368,0.06877725632312098,0.0576812715635237,0.04957689217054304,0.0,
pure_electric,DOP853,full,3.6500000000000004,0.25681641159625557,0.22932218233989568,0.11399697169887923,-0.03162803570279474,0.06874573112214503,0.05763599900796382,0.049441815658156286,0.0,
pure_electric,DOP853,full,3.6750000000000003,0.2585346593023748,0.23076251962757863,0.11320422864064283,-0.03179091743024503,0.06871406150669906,0.0575910352368842,0.04930736741216443,0.0,
pure_electric,DOP853,full,3.7,0.26025211348904315,0.23220173665178584,0.11240745039749736,-0.031950850748826774,0.06868224998634861,0.057546377474024746,0.049173541395876964,0.0,
pure_electric,DOP853,full,3.725,0.2619687706402566,0.2336398410288692,0.11160671065981731,-0.03210783728030257,0.06865029909448445,0.057502023024552366,0.049040331618015374,0.0,
pure_electric,DOP853,full,3.75,0.26368462730363584,0.23507684030881373,0.11080208307488792,-0.032261878849808544,0.06861821138757816,0.05745796927373728,0.048907732132462065,0.0,
pure_electric,DOP853,full,3.7750000000000004,0.2653996800909944,0.23651274197722386,0.10999364124183829,-0.03241297748449434,0.06858598944443582,0.05741421368563276,0.048775737038012114,0.0,
pure_electric,DOP853,full,3.8000000000000003,0.2671139256788869,0.23794755345727628,0.10918145870660845,-0.032561135412160026,0.06855363586544938,0.05737075380175847,0.04864434047812788,0.0,
pure_electric,DOP853,full,3.825,0.2688273608091398,0.2393812821116403,0.10836560895694981,-0.03270635505989008,0.06852115327184653,0.057327587239787516,0.04851353664069649,0.0,
pure_electric,DOP853,full,3.85,0.270539982289363,0.2408139352443654,0.10754616541745982,-0.03284863905268493,0.06848854430493904,0.057284711692237394,0.04838331975779022,0.0,
pure_electric,DOP853,full,3.875,0.2722517869934422,0.24224552010273592,0.1067232014446507,-0.03298799021209011,0.06845581162536978,0.057242124925165054,0.04825368410542956,0.0,
pure_electric,DOP853,full,3.9000000000000004,0.2739627718620135,0.24367604387909345,0.10589679032205265,-0.03312441155482342,0.06842295791235889,0.0571998247768662,0.04812462400334916,0.0,
pure_electric,DOP853,full,3.9250000000000003,0.27567293390291775,0.24510551371262634,0.10506700525535194,-0.03325790629140039,0.06838998586294927,0.05715780915657906,0.047996133814766556,0.0,
pure_electric,DOP853,full,3.95,0.277382270191637,0.24653393669112741,0.10423391936756372,-0.0333884778247582,0.06835689819125154,0.05711607604319273,0.04786820794615351,0.0,
pure_electric,DOP853,full,3.975,0.27909077787171116,0.24796131985271877,0.10339760569424047,-0.03351612974887853,0.06832369762768903,0.05707462348396038,0.04774084084701019,0.0,
pure_electric,DOP853,full,4.0,0.2807984541551358,0.2493876701875448,0.10255813717871498,-0.03364086584740925,0.06829038691824264,0.05703344959321732,0.047614027009641936,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.0,0.0,0.0,0.15,0.02,0.07127562161525779,0.07127562161525779,0.08,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.025,0.0017818276868997486,0.0017795484459522076,0.150493953721634,0.019516388903130597,0.07127057911937656,0.07108863202628621,0.0796799846754872,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.05,0.0035635282372201774,0.0035544503800432493,0.15097582414498373,0.01903334177947426,0.07126545037220919,0.0709038958944116,0.07936213270900853,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.07500000000000001,0.005345099470748361,0.005324761782001296,0.15144562579178766,0.018550892391287002,0.07126023345225231,0.07072138473149711,0.07904642772144078,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.1,0.007126539158715096,0.007090537922926912,0.15190337402555132,0.018069074317293373,0.07125492639688075,0.07054107033508229,0.07873285342665166,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.125,0.008907845022795251,0.008851833372403634,0.15234908504693134,0.017587920950490398,0.07124952720462191,0.07036292478587375,0.07842139363160207,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.15000000000000002,0.010689014734164646,0.010608702005547217,0.15278277588906486,0.01710746549596757,0.07124403383740653,0.07018692044529216,0.07811203223642635,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.17500000000000002,0.012470045912613041,0.012361197009993375,0.1532044644128445,0.016627740968743497,0.07123844422279503,0.07001302995307401,0.07780475323449078,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.2,0.014250936125712588,0.014109370892825737,0.15361416930214006,0.01614878019161995,0.07123275625617946,0.06984122622492647,0.0774995407124312,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.225,0.016031682888040938,0.01585327548744561,0.1540119100589669,0.015670615793054263,0.07122696780296066,0.06967148245023375,0.07719637885017037,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.25,0.017812283660458488,0.01759296196038543,0.15439770699860086,0.015193280205050855,0.07122107670070024,0.06950377208981327,0.07689525192091558,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.275,0.019592735849438943,0.019328480818067314,0.1547715812446409,0.0147168056610728,0.07121508076124734,0.06933806887372007,0.07659614429113737,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.30000000000000004,0.021373036806452545,0.02105988191350867,0.1551335547240188,0.014241224193974288,0.07120897777283952,0.06917434679909752,0.07629904042052985,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.325,0.023153183827401426,0.02278721445297597,0.15548365016195692,0.013766567633954691,0.07120276550217777,0.0690125801280732,0.07600392486195316,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.35000000000000003,0.024933174152107843,0.024510527002577023,0.15582189107687966,0.013292867606532203,0.07119644169647524,0.06885274338570027,0.07571078226135823,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.375,0.026713004963851983,0.026229867494810565,0.15614830177527028,0.012820155530542252,0.07119000408547951,0.06869481135794003,0.0754195973576952,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.4,0.028492673388960384,0.02794528323506513,0.15646290734647872,0.012348462616158946,0.07118345038346814,0.06853875908968494,0.0751303549828056,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.42500000000000004,0.03027217649644362,0.02965682090806789,0.15676573365748064,0.011877819862940474,0.07117677829121721,0.06838456188282196,0.07484304006129884,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.45,0.03205151129768288,0.03136452658428656,0.15705680734758762,0.011408258057899346,0.07116998549794284,0.06823219529433378,0.07455763761041374,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.47500000000000003,0.033830674746164996,0.033068445726283494,0.15733615582310953,0.010939807773597581,0.07116306968321504,0.06808163513443705,0.07427413273986513,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.5,0.03560966373726511,0.03476862319502309,0.15760380725196993,0.01047249936626762,0.07115602851884399,0.0679328574647563,0.0739925106516766,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.525,0.03738847510807622,0.03646510325613375,0.15785979055827493,0.010006362973959572,0.07114885967073853,0.06778583859653235,0.07371275663999932,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.55,0.039167105637284774,0.03815792958612558,0.15810413541683604,0.009541428514715587,0.07114156080073651,0.06764055508886362,0.07343485609091786,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.5750000000000001,0.04094555204509145,0.03984714527856498,0.15833687224764742,0.009077725684772005,0.07113412956840717,0.0674969837469794,0.0731587944822434,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.6000000000000001,0.04272381099317646,0.04153279285020725,0.15855803221031847,0.00861528395679002,0.07112656363282492,0.06735510162054363,0.07288455738329458,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.625,0.04450187908470844,0.04321491424708861,0.15876764719846173,0.008154132578115526,0.07111886065431476,0.0672148860019877,0.07261213045466682,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.65,0.04627975286439625,0.044893550850578445,0.15896574983403733,0.007694300569068884,0.07111101829616893,0.06707631442487132,0.07234149944799015,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.675,0.04805742881858568,0.04656874348338305,0.1591523734616577,0.007235816721261217,0.07110303422633453,0.0669393646622722,0.07207265020567584,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.7000000000000001,0.04983490337539889,0.04824053241550555,0.15932755214285235,0.006778709595939371,0.07109490611907204,0.06680401472520303,0.07180556866065206,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.7250000000000001,0.05161217290490966,0.04990895737018558,0.1594913206502842,0.0063230075223689565,0.07108663165658537,0.06667024286104911,0.07154024083609065,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.75,0.05338923371936298,0.051574057529785666,0.1596437144619315,0.005868738596242893,0.07107820853062202,0.06653802755203314,0.07127665284512327,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.775,0.05516608207343296,0.053235871541643956,0.15978476975522887,0.005415930678123229,0.07106963444404438,0.06640734751370236,0.07101479089054859,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.8,0.056942714164519945,0.05489443752388883,0.15991452340116985,0.004964611391914603,0.07106090711237133,0.06627818169343752,0.0707546412645302,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.8250000000000001,0.058719126133086094,0.05654979307121608,0.1600330129583718,0.004514808123369771,0.07105202426529032,0.06615050926898301,0.07049619034828607,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.8500000000000001,0.06049531406302848,0.0582019752606294,0.16014027666710362,0.004066548018627698,0.07104298364813989,0.06602430964699707,0.07023942461176959,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.875,0.06227127398208884,0.05985102065714481,0.16023635344327772,0.0036198579827846893,0.07103378302336245,0.06589956246162124,0.06998433061334283,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.9,0.0640470018622992,0.061496965319459806,0.16032128287240638,0.0031747646784990105,0.0710244201719274,0.06577624757306785,0.06973089499944216,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.925,0.06582249362046227,0.06313984480558782,0.16039510520352374,0.0027312945246295165,0.07101489289472451,0.06565434506622507,0.06947910450423661,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.9500000000000001,0.06759774511866605,0.06477969417845877,0.1604578613430741,0.0022894736949087098,0.07100519901392756,0.0655338352492779,0.0692289459492795,0.0,
pure_electric,DOP853,reduced_flux_recovered,0.9750000000000001,0.0693727521648314,0.06641654801148648,0.16050959284876726,0.0018493281166507341,0.07099533637432798,0.06541469865234475,0.06898040624315353,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.0,0.07114751051329357,0.06805044039410096,0.160550341923402,0.0014108834694932931,0.07098530284463862,0.06529691602612891,0.06873347238110925,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.0250000000000001,0.07292201586542152,0.06968140493723736,0.16058015140866008,0.0009741651841681712,0.0709750963187672,0.06518046834058654,0.06848813144469694,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.05,0.07469626387025888,0.07130947477880804,0.1605990647788676,0.0005391984413169342,0.07096471471706055,0.06506533678360396,0.06824437060139406,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.075,0.0764702501252013,0.0729346825891332,0.16060712613472827,0.00010600817033642389,0.07095415598751868,0.06495150275968953,0.06800217710422655,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.1,0.07824397017670223,0.07455706057634005,0.1606043801970286,-0.00032538095173927,0.07094341810697889,0.06483894788867693,0.06776153829138507,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.125,0.08001741952100815,0.07617664049173008,0.16059087230031538,-0.0007549445013211894,0.07093249908227012,0.06472765400443953,0.06752244158583631,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.1500000000000001,0.08179059360492268,0.0777934536351141,0.1605666483865462,-0.00118265830931239,0.07092139695133737,0.06461760315361492,0.06728487449492988,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.175,0.0835634878265984,0.07940753086011525,0.16053175499871425,-0.001608498462119013,0.07091010978433629,0.06450877759433933,0.0670488246100005,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.2000000000000002,0.08533609753635604,0.08101890257944042,0.1604862392744485,-0.002032441302625429,0.07089863568469795,0.06440115979499102,0.06681427960596623,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.225,0.08710841803752936,0.0826275987701205,0.16043014893958968,-0.0024544634311331097,0.07088697279016407,0.06429473243294195,0.0665812272409228,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.25,0.08888044458733564,0.08423364897871971,0.16036353230174352,-0.0028745417062631213,0.07087511927379253,0.0641894783933174,0.06634965535573444,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.2750000000000001,0.09065217239777029,0.08583708232651435,0.16028643824381228,-0.003292653245821904,0.07086307334493346,0.06408538076776239,0.06611955187362102,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.3,0.09242359663652491,0.08743792751464127,0.16019891621750504,-0.0037087754276301736,0.07085083325017581,0.06398242285321476,0.06589090479974258,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.3250000000000002,0.09419471242792832,0.08903621282921656,0.16010101623682807,-0.004122885890314982,0.07083839727426464,0.06388058815068383,0.06566370222078033,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.35,0.0959655148539168,0.09063196614641761,0.1599927888715527,-0.00453496253407095,0.07082576374098817,0.06377986036403628,0.06543793230451467,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.375,0.09773599895501912,0.09222521493754092,0.159874285240668,-0.004944983521379515,0.07081293101403686,0.06368022339878548,0.0652135832994012,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.4000000000000001,0.09950615973136329,0.09381598627402944,0.1597455570058153,-0.005352927277691863,0.07079989749783275,0.06358166136088518,0.06499064353414429,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.425,0.10127599214370535,0.09540430683246788,0.15960665636470567,-0.005758772492077173,0.07078666163833017,0.06348415855552769,0.06476910141726835,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.4500000000000002,0.10304549111447707,0.0969902028995489,0.1594576360445223,-0.006162498117833852,0.0707732219237874,0.0633876994859455,0.06454894543668728,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.475,0.1048146515288528,0.0985737003770091,0.15929854929530732,-0.006564083373064632,0.07075957688550977,0.06329226885221577,0.06433016415927192,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.5,0.10658346823583506,0.10015482478653527,0.15912944988333474,-0.006963507741215687,0.07074572509856396,0.06319785155006753,0.06411274623041611,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.5250000000000001,0.10835193604935747,0.10173360127464057,0.15895039208447,-0.007360750971579634,0.07073166518246404,0.06310443266969101,0.06389668037360116,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.55,0.11012004974940459,0.10331005461751105,0.15876143067751772,-0.007755793079762508,0.0707173958018292,0.0630119974945488,0.0636819553899591,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.5750000000000002,0.1118878040831475,0.10488420922582276,0.15856262093755824,-0.008148614348114707,0.07070291566701349,0.06292053150018839,0.06346856015783484,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.6,0.11365519376609438,0.10645608914952885,0.1583540186292745,-0.008539195326125858,0.0706882235347076,0.06283002035305572,0.06325648363234751,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.625,0.11542221348325529,0.10802571808261777,0.15813568000026978,-0.008927516830783681,0.07067331820851314,0.06274044990930917,0.06304571484495097,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.6500000000000001,0.11718885789032002,0.10959311936784177,0.15790766177437773,-0.009313559946896817,0.07065819853948925,0.06265180621363389,0.0628362429029938,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.675,0.11895512161485335,0.11115831600141461,0.15767002114496115,-0.00969730602738482,0.07064286342667142,0.06256407549805634,0.06262805698927848,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.7000000000000002,0.12072099925750436,0.11272133063767885,0.15742281576820252,-0.010078736693534412,0.07062731181756313,0.06247724418075915,0.0624211463616201,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.725,0.12248648539321896,0.11428218559374677,0.15716610375639645,-0.010457833835214687,0.07061154270860133,0.06239129886489383,0.06221550035240573,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.75,0.12425157457247049,0.11584090285410918,0.15689994367123136,-0.010834579611062205,0.07059555514559455,0.06230622633739366,0.062011108368152865,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.7750000000000001,0.12601626132249868,0.11739750407521513,0.15662439451706897,-0.01120895644863022,0.07057934822413474,0.0622220135677852,0.06180795988906841,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.8,0.12778054014855889,0.11895201059002183,0.15633951573422003,-0.011580947044503886,0.07056292108998262,0.062138647706998285,0.06160604446860771,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.8250000000000002,0.1295444055351812,0.12050444341251494,0.15604536719221723,-0.01195053436438162,0.07054627293942699,0.06205611608617439,0.06140535173303375,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.85,0.13130785194743821,0.12205482324219882,0.15574200918308606,-0.012317701643122786,0.07052940301961809,0.06197440621547313,0.061205871380977064,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.875,0.13307087383222072,0.12360317046855712,0.15542950241461517,-0.012682432384761957,0.07051231062887546,0.06189350578287663,0.06100759318299596,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.9000000000000001,0.13483346561952078,0.12514950517548334,0.15510790800362698,-0.013044710362489893,0.07049499511697027,0.06181340265299168,0.06081050698113747,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.925,0.1365956217237211,0.12669384714568135,0.1547772874692495,-0.013404519618601455,0.07047745588538283,0.06173408486584928,0.060614602688499136,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.9500000000000002,0.13835733654488996,0.12823621586503614,0.1544377027261908,-0.013761844464410679,0.07045969238753508,0.06165554063570164,0.060419870288791734,0.0,
pure_electric,DOP853,reduced_flux_recovered,1.975,0.1401186044700809,0.12977663052695418,0.1540892160780168,-0.014116669480133133,0.07044170412899867,0.061577758349816096,0.06022629983590273,0.0,
pure_electric,DOP853,reduced_flux_recovered,2.0,0.14187941987463817,0.13131511003667393,0.15373189021043124,-0.014468979514736776,0.0704234906676785,0.061500726567266184,0.060033881453461266,0.0,
pure_electric,DOP853,reduced_flux_recovered,2.025,0.14363977712351414,0.13285167301554546,0.15336578818455032,-0.014818759685764996,0.07040505161397123,0.06142443401772003,0.05984260533440338,0.0,
pure_electric,DOP853,reduced_flux_recovered,2.0500000000000003,0.1453996705725774,0.1343863378052803,0.15299097343019816,-0.01516599537912211,0.07038638663090167,0.0613488696002248,0.05965246174053954,0.0,
pure_electric,DOP853,reduced_flux_recovered,2.075,0.14715909456993131,0.1359191224721708,0.15260750973919887,-0.015510672248831167,0.07036749543423461,0.0612740223819881,0.059463441002123016,0.0,
pure_electric,DOP853,reduced_flux_recovered,2.1,0.14891804345723345,0.13745004481127882,0.1522154612586778,-0.01585277621676074,0.07034837779256373,0.061199881597155927,0.05927553351741967,0.0,
pure_electric,DOP853,reduced_flux_recovered,2.125,0.15067651157101683,0.13897912235059362,0.1518148924843692,-0.016192293472321387,0.07032903352737746,0.06112643664558705,0.05908872975227942,0.0,
pure_electric,DOP853,reduced_flux_recovered,2.15,0.15243449324401304,0.14050637235515967,0.15140586825393176,-0.01652921047213242,0.07030946251310212,0.06105367709162367,0.058903020239709204,0.0,
pure_electric,DOP853,reduced_flux_recovered,2.1750000000000003,0.1541919828064763,0.1420318118311731,0.15098845374027228,-0.016863513939659278,0.0702896646771226,0.060981592662858373,0.05871839557944763,0.0,
pure_electric,DOP853,reduced_flux_recovered,2.2,0.15594897458750787,0.14355545753004767,0.15056271444487881,-0.01719519086482182,0.07026963999978092,0.060910173248897324,0.05853484643754137,0.0,
pure_electric,DOP853,reduced_flux_recovered,2.225,0.15770546291637985,0.14507732595244965,0.15012871619116397,-0.017524228503573967,0.07024938851435313,0.060839408900119595,0.058352363545923346,0.0,
pure_electric,DOP853,reduced_flux_recovered,2.25,0.1594614421238581,0.14659743335230163,0.14968652511781988,-0.017850614377454867,0.07022891030700458,0.06076928982643262,0.058170937701992914,0.0,
pure_electric,DOP853,reduced_flux_recovered,2.275,0.16121690654352316,0.14811579574075487,0.14923620767218518,-0.018174336273112053,0.07020820551672423,0.0606998063960238,0.05799055976819786,0.0,
