time,coupling,energy,integrated_work,work_defect,norm,last_character_probability
1.28,7.1288964578253635,4.9540010650159285,4.954001065015863,6.572520305780927e-14,1.000000000000006,6.221946892724483e-25
1.285,7.164362907602068,4.963606008034738,4.963606008034599,1.3855583347321954e-13,1.000000000000012,1.1828726326150664e-22
1.29,7.199695849279576,4.973152490740498,4.973152490740435,6.306066779870889e-14,1.0000000000000058,1.05514738806997e-24
1.295,7.234893103355605,4.982646176604685,4.982646176604623,6.128431095930864e-14,1.0000000000000056,1.038034611694122e-24
1.3,7.269952498697734,4.992092677068975,4.992092677068911,6.394884621840902e-14,1.000000000000006,1.0687783990757746e-24
1.305,7.304871872677311,5.001497542925865,5.001497542925809,5.595524044110789e-14,1.0000000000000053,1.6411679556434446e-24
1.31,7.339649071302866,5.010866255709092,5.010866255709014,7.815970093361102e-14,1.0000000000000069,3.949661361226325e-24
1.315,7.374281949352972,5.020204219110629,5.020204219110566,6.306066779870889e-14,1.0000000000000056,5.383266976620147e-25
1.32,7.408768370508577,5.029516750441719,5.029516750441657,6.128431095930864e-14,1.0000000000000056,2.9522845159894976e-25
1.325,7.443106207484773,5.038809072154277,5.038809072154216,6.128431095930864e-14,1.000000000000006,3.2736846044767126e-25
1.33,7.477293342162038,5.0480863034406465,5.04808630344062,2.6645352591003757e-14,1.0000000000000027,8.903026396168067e-24
1.335,7.511327665716863,5.057353451929157,5.0573534519290915,6.572520305780927e-14,1.000000000000006,3.268042086256117e-25
1.34,7.545207078751856,5.0666154054923975,5.066615405492386,1.1546319456101628e-14,1.0000000000000016,8.680874836691783e-24
1.345,7.578929491425237,5.075876924187659,5.075876924187582,7.72715225139109e-14,1.0000000000000069,1.48684166131265e-24
1.35,7.612492823579744,5.085142632344628,5.0851426323446764,-4.884981308350689e-14,0.9999999999999968,3.895748958744922e-23
1.355,7.645895004870953,5.094417010821934,5.094417010821868,6.661338147750939e-14,1.000000000000006,5.807051331081481e-25
1.36,7.6791339748949845,5.103704389445095,5.103704389445114,-1.865174681370263e-14,0.9999999999999993,3.113660875597257e-23
1.365,7.712207683315593,5.113008939649804,5.113008939649742,6.217248937900877e-14,1.0000000000000056,2.8254612177883723e-25
1.37,7.745114089990659,5.122334667341443,5.122334667341429,1.4210854715202004e-14,1.0000000000000018,1.1505045884879945e-23
1.375,7.77785116509801,5.131685405993994,5.131685405993928,6.572520305780927e-14,1.000000000000006,2.5844084062745132e-25
