beta,j,n,multiplicity_full,multiplicity_class,ratio,dimensionless_energy,log10_beta
0.4916620262745643,1.5,4,16,1,0.0006079743057562498,7.405377937160424,-0.30833333333333335
0.4916620262745643,2.0,5,25,1,2.9831780140012727e-05,10.419936285052808,-0.30833333333333335
0.5623413251903491,0.5,2,4,1,0.13876881203067695,1.9749459533429523,-0.25
0.5623413251903491,1.0,3,9,1,0.012921115241142856,4.348892465379044,-0.25
0.5623413251903491,1.5,4,16,1,0.0009046929022902483,7.007915006337236,-0.25
0.5623413251903491,2.0,5,25,1,5.0741156734031306e-05,9.888773206772123,-0.25
0.6431811877215088,0.5,2,4,1,0.15809344565331318,1.8445689925943656,-0.19166666666666665
0.6431811877215088,1.0,3,9,1,0.01680304914784832,4.08619491214576,-0.19166666666666665
0.6431811877215088,1.5,4,16,1,0.0013439996002622208,6.612105334305166,-0.19166666666666665
0.6431811877215088,2.0,5,25,1,8.614727422999124e-05,9.359452235305264,-0.19166666666666665
0.7356422544596414,0.5,2,4,1,0.17989899504528384,1.7153597242264451,-0.1333333333333333
0.7356422544596414,1.0,3,9,1,0.021812605490277328,3.8252672428007064,-0.1333333333333333
0.7356422544596414,1.5,4,16,1,0.001992366995760811,6.218431901969197,-0.1333333333333333
0.7356422544596414,2.0,5,25,1,0.00014591102097408904,8.832513567426215,-0.1333333333333333
0.8413951416451951,0.5,2,4,1,0.2044061485953126,1.587646339914643,-0.07499999999999997
0.8413951416451951,1.0,3,9,1,0.028251348370595578,3.5666140925961374,-0.07499999999999997
0.8413951416451951,1.5,4,16,1,0.0029454057960004157,5.827508679859789,-0.07499999999999997
0.8413951416451951,2.0,5,25,1,0.00024637757657637355,8.308645334600367,-0.07499999999999997
0.9623506263980888,0.5,2,4,1,0.23180994434929922,1.4618374484388832,-0.016666666666666587
0.9623506263980888,1.0,3,9,1,0.036484466303415355,3.3108686897072177,-0.016666666666666587
0.9623506263980888,1.5,4,16,1,0.004339008272889869,5.440109465532601,-0.016666666666666587
0.9623506263980888,2.0,5,25,1,0.0004143841203339631,7.788717187410643,-0.016666666666666587
