beta,j,n,multiplicity_full,multiplicity_class,ratio,dimensionless_energy,log10_beta
237.13737056616552,2.0,5,25,1,0.9505554381241998,0.050708793531778144,2.375
271.22725793320296,0.5,2,4,1,0.9944746988757358,0.005540622061778574,2.4333333333333336
271.22725793320296,1.0,3,9,1,0.9853337056687617,0.014774907704592125,2.4333333333333336
271.22725793320296,1.5,4,16,1,0.9726774714176146,0.027702730249212056,2.4333333333333336
271.22725793320296,2.0,5,25,1,0.9566440384478615,0.044323912366709746,2.4333333333333336
310.21776647995046,0.5,2,4,1,0.9951685963203555,0.004843112639433434,2.491666666666667
310.21776647995046,1.0,3,9,1,0.9871681289229489,0.01291491066846316,2.491666666666667
310.21776647995046,1.5,4,16,1,0.976075528760924,0.024215309537651726,2.491666666666667
310.21776647995046,2.0,5,25,1,0.9619967652106387,0.03874419088898764,2.491666666666667
354.8133892335753,0.5,2,4,1,0.9957754127603938,0.004233536020441741,2.55
354.8133892335753,1.0,3,9,1,0.9887740942932131,0.011289391759036831,2.55
354.8133892335753,1.5,4,16,1,0.9790549485789989,0.021167510775426227,2.55
354.8133892335753,2.0,5,25,1,0.9666992802464528,0.03386781405881549,2.55
405.8198942243799,0.5,2,4,1,0.9963060616749191,0.003700777763426264,2.6083333333333334
405.8198942243799,1.0,3,9,1,0.9901798203995973,0.009868715580191822,2.6083333333333334
405.8198942243799,1.5,4,16,1,0.9816663680400065,0.018503775768334445,2.6083333333333334
405.8198942243799,2.0,5,25,1,0.9708280560921093,0.029605905576016448,2.6083333333333334
464.1588833612782,0.5,2,4,1,0.9967700923214081,0.0032351350894692424,2.666666666666667
464.1588833612782,1.0,3,9,1,0.9914100957404662,0.008627010130520786,2.666666666666667
464.1588833612782,1.5,4,16,1,0.9839545225075415,0.01617559996180105,2.666666666666667
464.1588833612782,2.0,5,25,1,0.9744511696868339,0.025880869358896455,2.666666666666667
530.8844442309879,0.5,2,4,1,0.9971758594284811,0.0028281359806738614,2.7249999999999996
530.8844442309879,1.0,3,9,1,0.9924866824013052,0.007541684746277636,2.7249999999999996
530.8844442309879,1.5,4,16,1,0.9859588796146651,0.014140629493909384,2.7249999999999996
530.8844442309879,2.0,5,25,1,0.977629078034421,0.022624946700263836,2.7249999999999996
607.2021956909883,0.5,2,4,1,0.9975306719826875,0.0024723818360302924,2.783333333333333
607.2021956909883,1.0,3,9,1,0.9934286754622322,0.006593010747816279,2.783333333333333
607.2021956909883,1.5,4,16,1,0.9877142185919181,0.012361875513154052,2.783333333333333
607.2021956909883,2.0,5,25,1,0.9804153599557831,0.019778960421343635,2.783333333333333
694.4910713781214,0.5,2,4,1,0.9978409236359072,0.002161410529832422,2.841666666666667
694.4910713781214,1.0,3,9,1,0.9942528221613801,0.005763756415710149,2.841666666666667
694.4910713781214,1.5,4,16,1,0.9892511559933505,0.010807030161965998,2.841666666666667
694.4910713781214,2.0,5,25,1,0.9828574139637737,0.0172912212748642,2.841666666666667
794.3282347242822,0.5,2,4,1,0.9981122069667183,0.001889577160278535,2.9000000000000004
794.3282347242822,1.0,3,9,1,0.9949738047153107,0.005038869089389416,2.9000000000000004
794.3282347242822,1.5,4,16,1,0.9905966201257645,0.00944787078035329,2.9000000000000004
794.3282347242822,2.0,5,25,1,0.9849971066520005,0.015116575223498949,2.9000000000000004
908.5175756516861,0.5,2,4,1,0.9983494135667881,0.0016519501518288948,2.958333333333333
908.5175756516861,1.0,3,9,1,0.9956044904784557,0.0044051981749908455,2.958333333333333
908.5175756516861,1.5,4,16,1,0.9917742772095351,0.008259740724680524,2.958333333333333
908.5175756516861,2.0,5,25,1,0.9868713691494765,0.01321557311822442,2.958333333333333
1039.122303835169,0.5,2,4,1,0.998556821689568,0.0014442206952686293,3.0166666666666666
1039.122303835169,1.0,3,9,1,0.9961561528686119,0.0038512536976706415,3.0166666666666666
1039.122303835169,1.5,4,16,1,0.9928049127033471,0.007221096772649812,3.0166666666666666
1039.122303835169,2.0,5,25,1,0.9885127414315624,0.011553746791853156,3.0166666666666666
1188.502227437019,0.5,2,4,1,0.9987381729908216,0.0012626237832101643,3.075
1188.502227437019,1.0,3,9,1,0.9966386662138795,0.003366995759947669,3.075
1188.502227437019,1.5,4,16,1,0.993706771400453,0.006313114437300132,3.075
1188.502227437019,2.0,5,25,1,0.9899498658164695,0.01010097772520414,3.075
1359.356390878527,0.5,2,4,1,0.9988967397063176,0.001103869333314196,3.1333333333333337
1359.356390878527,1.0,3,9,1,0.9970606774017204,0.0029436508905268314,3.1333333333333337
1359.356390878527,1.5,4,16,1,0.9944958599189765,0.0055193436741745846,3.1333333333333337
1359.356390878527,2.0,5,25,1,0.9912079319901879,0.00883094628781523,3.1333333333333337
1554.7718420411727,0.5,2,4,1,0.9990353834490444,0.0009650820929045009,3.1916666666666664
1554.7718420411727,1.0,3,9,1,0.9974297569419897,0.0025735518034349482,3.1916666666666664
1554.7718420411727,1.5,4,16,1,0.995186215114612,0.004825408465126638,3.1916666666666664
1554.7718420411727,2.0,5,25,1,0.9923090765272577,0.007720651144933577,3.1916666666666664
1778.2794100389228,0.5,2,4,1,0.9991566066643615,0.0008437491918964421,3.25
1778.2794100389228,1.0,3,9,1,0.9977525317989429,0.0022499975481766383,3.25
1778.2794100389228,1.5,4,16,1,0.9957901417786985,0.004218744623521483,3.25
1778.2794100389228,2.0,5,25,1,0.9932727402154282,0.006749989794484997,3.25
2033.917501372293,0.5,2,4,1,0.9992625976545163,0.0007376743603243993,3.3083333333333336
2033.917501372293,1.0,3,9,1,0.9980348021058273,0.0019671314291555444,3.3083333333333336
2033.917501372293,1.5,4,16,1,0.9963184227759411,0.003688370908929994,3.3083333333333336
2033.917501372293,2.0,5,25,1,0.9941159866293738,0.0059013923830591895,3.3083333333333336
2326.3050671536284,0.5,2,4,1,0.9993552699721091,0.0006449379556716521,3.366666666666667
2326.3050671536284,1.0,3,9,1,0.9982816436518451,0.001719834415898573,3.366666666666667
2326.3050671536284,1.5,4,16,1,0.9967805045440994,0.0032246891818431852,3.366666666666667
2326.3050671536284,2.0,5,25,1,0.9948537853932934,0.00515950197513237,3.366666666666667
2660.7250597988086,0.5,2,4,1,0.9994362968836432,0.0005638620566913938,3.425
2660.7250597988086,1.0,3,9,1,0.9984974978257104,0.001503632062596385,3.425
2660.7250597988086,1.5,4,16,1,0.9971846606370154,0.0028193098848443353,3.425
2660.7250597988086,2.0,5,25,1,0.9954992634701099,0.004510895337416559,3.425
3043.219887107722,0.5,2,4,1,0.9995071415177397,0.0004929799769235192,3.4833333333333334
3043.219887107722,1.0,3,9,1,0.9986862505128176,0.001314613212602067,3.4833333333333334
3043.219887107722,1.5,4,16,1,0.9975381357523456,0.002464899618244923,3.4833333333333334
3043.219887107722,2.0,5,25,1,0.9960639276501724,0.003943839069545228,3.4833333333333334
3480.700588428413,0.5,2,4,1,0.9995690832365499,0.00043100963475942313,3.541666666666667
3480.700588428413,1.0,3,9,1,0.998851301273589,0.0011493589864680414,3.541666666666667
3480.700588428413,1.5,4,16,1,0.9978472724529492,0.002155047995790728,3.541666666666667
3480.700588428413,2.0,5,25,1,0.9965578612097804,0.0034480765796577463,3.541666666666667
3981.071705534969,0.5,2,4,1,0.9996232407021194,0.00037683028949661064,3.5999999999999996
3981.071705534969,1.0,3,9,1,0.9989956239780236,0.0010048807455563526,3.5999999999999996
3981.071705534969,1.5,4,16,1,0.9981176225703144,0.0018841513285270924,3.5999999999999996
3981.071705534969,2.0,5,25,1,0.9969898974874757,0.0030146419828951036,3.5999999999999996
4553.374104426249,0.5,2,4,1,0.9996705920508617,0.00032946221585433515,3.658333333333333
4553.374104426249,1.0,3,9,1,0.9991218199347345,0.0008785658912787168,3.658333333333333
4553.374104426249,1.5,4,16,1,0.9983540450722638,0.0016473109997748796,3.658333333333333
4553.374104426249,2.0,5,25,1,0.9973677728967776,0.0026356975042440226,3.658333333333333
5207.948328595465,0.5,2,4,1,0.9997119925379038,0.0002880489442103042,3.716666666666667
5207.948328595465,1.0,3,9,1,0.9992321644306272,0.0007681305060884944,3.716666666666667
5207.948328595465,1.5,4,16,1,0.9985607919866876,0.0014402446679256905,3.716666666666667
5207.948328595465,2.0,5,25,1,0.997698261666648,0.002304391404929169,3.716666666666667
5956.62143529011,0.5,2,4,1,0.9997481899679922,0.00025184174147720086,3.7750000000000004
5956.62143529011,1.0,3,9,1,0.9993286474886284,0.0006715779693824034,3.7750000000000004
5956.62143529011,1.5,4,16,1,0.9987415837986949,0.0012592086718812303,3.7750000000000004
5956.62143529011,2.0,5,25,1,0.9979872943814706,0.0020147338324047522,3.7750000000000004
6812.920690579608,0.5,2,4,1,0.9997798381901729,0.0002201860489961021,3.833333333333333
6812.920690579608,1.0,3,9,1,0.9994130095542887,0.0005871627920500584,3.833333333333333
6812.920690579608,1.5,4,16,1,0.9988996755800874,0.001100930221253229,3.833333333333333
6812.920690579608,2.0,5,25,1,0.9982400621844931,0.001761488325531974,3.833333333333333
7792.31798434194,0.5,2,4,1,0.999807508898826,0.00019250962996383562,3.8916666666666666
7792.31798434194,1.0,3,9,1,0.9994867727364783,0.0005133590097127515,3.8916666666666666
7792.31798434194,1.5,4,16,1,0.9990379149668959,0.0009625481339616888,3.8916666666666666
7792.31798434194,2.0,5,25,1,0.9984611083146984,0.0015400769953097327,3.8916666666666666
8912.509381337459,0.5,2,4,1,0.9998317019533547,0.0001683122103507338,3.95
8912.509381337459,1.0,3,9,1,0.9995512681516847,0.0004488325585801955,3.95
8912.509381337459,1.5,4,16,1,0.9991587929720223,0.0008415610411558737,3.95
8912.509381337459,2.0,5,25,1,0.9986544084680908,0.0013464976531317768,3.95
10193.734859388736,0.5,2,4,1,0.9998528544022599,0.00014715642471566955,4.008333333333334
10193.734859388736,1.0,3,9,1,0.9996076598545308,0.00039241713100105836,4.008333333333334
10193.734859388736,1.5,4,16,1,0.9992644885047888,0.0007357821164958683,4.008333333333334
10193.734859388736,2.0,5,25,1,0.9988234413106595,0.001177251377894384,4.008333333333334
11659.144011798311,0.5,2,4,1,0.9998713483741064,0.00012865990222386673,4.066666666666666
11659.144011798311,1.0,3,9,1,0.9996569657781522,0.0003430930715451531,4.066666666666666
11659.144011798311,1.5,4,16,1,0.9993569073663789,0.0006432995063857539,4.066666666666666
11659.144011798311,2.0,5,25,1,0.9989712503216109,0.0010292792045371762,4.066666666666666
13335.21432163324,0.5,2,4,1,0.9998875179775382,0.00011248834903894549,4.125
13335.21432163324,1.0,3,9,1,0.9997000760561139,0.0002999689300673539,4.125
13335.21432163324,1.5,4,16,1,0.999437716398676,0.0005624417420309312,4.125
13335.21432163324,2.0,5,25,1,0.9991004980112212,0.000899906783453273,4.125
15252.229565390198,0.5,2,4,1,0.9999016553346913,9.834950146234268e-05,4.183333333333334
15252.229565390198,1.0,3,9,1,0.9997377690517841,0.00026226533676292914,4.183333333333334
15252.229565390198,1.5,4,16,1,0.9995083733827909,0.0004917475051973063,4.183333333333334
15252.229565390198,2.0,5,25,1,0.9992135134370373,0.0007867960057785615,4.183333333333334
17444.826989992558,0.5,2,4,1,0.9999140158567761,8.598784007227417e-05,4.241666666666667
17444.826989992558,1.0,3,9,1,0.9997707253808983,0.00022930090654530385,4.241666666666667
17444.826989992558,1.5,4,16,1,0.9995701532116649,0.00042993919894840425,4.241666666666667
17444.826989992558,2.0,5,25,1,0.9993123338342075,0.0006879027166218612,4.241666666666667
19952.62314968879,0.5,2,4,1,0.9999248228569606,7.517996898244504e-05,4.3
19952.62314968879,1.0,3,9,1,0.9997995401776788,0.00020047991707688545,4.3
19952.62314968879,1.5,4,16,1,0.9996241707975265,0.0003758998439681714,4.3
19952.62314968879,2.0,5,25,1,0.9993987410794155,0.0006014397492161336,4.3
22820.929710674507,0.5,2,4,1,0.9999342715837607,6.57305764463171e-05,4.358333333333333
22820.929710674507,1.0,3,9,1,0.9998247338238607,0.00017528153705038464,4.358333333333333
22820.929710674507,1.5,4,16,1,0.9996714011188411,0.0003286528816012114,4.358333333333333
22820.929710674507,2.0,5,25,1,0.9994742936222414,0.0005258446098048601,4.358333333333333
26101.572156825387,0.5,2,4,1,0.9999425327477025,5.7468903603301564e-05,4.416666666666667
26101.572156825387,1.0,3,9,1,0.999846761332729,0.00015325040951518225,4.416666666666667
26101.572156825387,1.5,4,16,1,0.999712696761887,0.00028734451759498063,4.416666666666667
26101.572156825387,2.0,5,25,1,0.9995403544417555,0.0004597512276456762,4.416666666666667
29853.826189179632,0.5,2,4,1,0.9999497556048973,5.0245657394607254e-05,4.4750000000000005
29853.826189179632,1.0,3,9,1,0.9998660205563913,0.00013398841965611263,4.4750000000000005
29853.826189179632,1.5,4,16,1,0.9997488032684925,0.0002512282866909736,4.4750000000000005
29853.826189179632,2.0,5,25,1,0.9995981155188437,0.00040196525836719423,4.4750000000000005
34145.488738336004,0.5,2,4,1,0.999956070653176,4.393031174597177e-05,4.533333333333333
34145.488738336004,1.0,3,9,1,0.9998828593635528,0.0001171474979473875,4.533333333333333
34145.488738336004,1.5,4,16,1,0.9997803725630957,0.00021965155854172469,4.533333333333333
34145.488738336004,2.0,5,25,1,0.9996486192552386,0.0003514424934405587,4.533333333333333
39054.10294116381,0.5,2,4,1,0.9999615919894524,3.840874815407645e-05,4.591666666666667
39054.10294116381,1.0,3,9,1,0.999897581916707,0.00010242332838305596,4.591666666666667
39054.10294116381,1.5,4,16,1,0.9998079746985742,0.00019204374064457595,4.591666666666667
39054.10294116381,2.0,5,25,1,0.9996927772177067,0.0003072699848803714,4.591666666666667
44668.359215096345,0.5,2,4,1,0.9999664193708709,3.3581192971008844e-05,4.65
44668.359215096345,1.0,3,9,1,0.9999104541615639,8.954984790406903e-05,4.65
44668.359215096345,1.5,4,16,1,0.9998321081306466,0.0001679059647709884,4.65
44668.359215096345,2.0,5,25,1,0.9997313865395246,0.00026864954353266867,4.65
51089.69774506924,0.5,2,4,1,0.99997064001695,2.936041406272005e-05,4.708333333333333
51089.69774506924,1.0,3,9,1,0.9999217086274413,7.829443748814e-05,4.708333333333333
51089.69774506924,1.5,4,16,1,0.9998532087046392,0.0001468020702574213,4.708333333333333
51089.69774506924,2.0,5,25,1,0.9997651442705813,0.0002348833123443029,4.708333333333333
58434.14133735175,0.5,2,4,1,0.9999743301852637,2.567014421161707e-05,4.766666666666667
58434.14133735175,1.0,3,9,1,0.9999315486250128,6.845371788951888e-05,4.766666666666667
58434.14133735175,1.5,4,16,1,0.9998716575155805,0.0001283507210209063,4.766666666666667
58434.14133735175,2.0,5,25,1,0.99979465993157,0.00020536115358830157,4.766666666666667
66834.39175686149,0.5,2,4,1,0.9999775565491118,2.2443702746211034e-05,4.825
66834.39175686149,1.0,3,9,1,0.9999401519169839,5.984987398404552e-05,4.825
66834.39175686149,1.5,4,16,1,0.9998877877825564,0.00011221851370550697,4.825
66834.39175686149,2.0,5,25,1,0.99982046649617,0.00017954962189872591,4.825
76442.22742526009,0.5,2,4,1,0.9999803774020617,1.9622790464000394e-05,4.883333333333334
76442.22742526009,1.0,3,9,1,0.9999476739278231,5.23274412335402e-05,4.883333333333334
76442.22742526009,1.5,4,16,1,0.9999018908607136,9.811395230283755e-05,4.883333333333334
76442.22742526009,2.0,5,25,1,0.9998430299974157,0.00015698232366453268,4.883333333333334
87431.24580220731,0.5,2,4,1,0.9999828437111113,1.7156436059460882e-05,4.941666666666666
87431.24580220731,1.0,3,9,1,0.9999542505503822,4.575049615576059e-05,4.941666666666666
87431.24580220731,1.5,4,16,1,0.9999142214989005,8.578218028549969e-05,4.941666666666666
87431.24580220731,2.0,5,25,1,0.9998627579301114,0.00013725148844326377,4.941666666666666
100000.0,0.5,2,4,1,0.9999850000375005,1.5000075000102553e-05,5.0
100000.0,1.0,3,9,1,0.9999600005999986,4.00001999987669e-05,5.0
100000.0,1.5,4,16,1,0.9999250024374644,7.500037499340709e-05,5.0
100000.0,2.0,5,25,1,0.9998800065998036,0.00012000059998041862,5.0
