scenario,t,a,x,F,phi,y,f,f_phi,S,C,D,Z,Wtilde,Wpump,Wdefect,energy_mismatch,defect_residual,max_r2_error
correct,2.3000000000000003,-0.06080403466025994,0.10292056501611202,0.08910879477474883,-0.2884620132730173,-0.32556467240164927,1.0008321033310152,-0.0057692402654603465,0.012933557271418872,0.09245735045801387,-6.677049496503367e-05,0.9981623344195757,0.11033615771522604,0.005336157715226357,0.0,-1.0390993621101074e-15,-1.0390993621101074e-15,1.1102230246251565e-15
correct,2.35,-0.06605869595728883,0.1072404327849579,0.08610431822953582,-0.3042812054512104,-0.30703825988484046,1.0009258705199084,-0.006085624109024209,0.013249357599193982,0.09245807552060337,-7.116178120513707e-05,0.9982560351193326,0.11079662568179627,0.005796625681796515,0.0,-9.645062526431047e-16,-9.645062526431047e-16,1.3322676295501878e-15
correct,2.4000000000000004,-0.07152536916751183,0.11139782091153502,0.0827035875169558,-0.3191498539592719,-0.2875528290496386,1.0010185662928222,-0.00638299707918544,0.013490602814432316,0.09245887697943722,-7.53861407056466e-05,0.9983486573974799,0.11125814986950026,0.00625814986950026,0.0,-7.138387103644561e-16,-7.138387103644561e-16,1.3322676295501878e-15
correct,2.45,-0.07719545937319683,0.11537414186185228,0.07893552856217793,-0.3330215178814207,-0.26716926319112044,1.0011090333137205,-0.006660430357628416,0.013651085734199004,0.09245975487710573,-7.937501157282914e-05,0.9984390439140761,0.11171650771791662,0.006716507717916517,0.0,-6.132247487578013e-16,-6.132247487578013e-16,1.3322676295501878e-15
correct,2.5,-0.08305948144830941,0.11915240864058119,0.07483330059115333,-0.3458528713496528,-0.24595124842777663,1.0011961420862079,-0.006917057426993058,0.013725437016566283,0.0924607078355525,-8.305752806793081e-05,0.9985260652990953,0.11216744956304595,0.007167449563046054,0.0,-8.257283745649602e-16,-8.257283745649602e-16,1.3322676295501878e-15
correct,2.5500000000000003,-0.08910714518117403,0.12271743910250339,0.07043438075920835,-0.3576038387395115,-0.22396507449114425,1.0012788050548123,-0.007152076774790231,0.013709287869126757,0.09246173294303392,-8.636196184412588e-05,0.9986086342640756,0.11260678863829816,0.0076067886382980504,0.0,-6.045511313779173e-16,-6.045511313779173e-16,1.3322676295501878e-15
correct,2.6,-0.09532745067736337,0.12605606267172198,0.06578061907696181,-0.36823771970152713,-0.2012794274705399,1.0013559901821099,-0.007364754394030544,0.013599386042287697,0.09246282568108305,-8.92173338500246e-05,0.9986857191859426,0.11303049387823412,0.008030493878234,0.0,-5.984795992119984e-16,-5.984795992119984e-16,1.5543122344752192e-15
correct,2.6500000000000004,-0.10170879412962507,0.12915732798020532,0.06091824518763471,-0.3777213036423965,-0.17796517516889773,1.0014267338322531,-0.007554426072847931,0.013393658149819907,0.09246397989844707,-9.155514567281242e-05,0.9987563569929259,0.11343478343142073,0.008434783431420522,0.0,-5.100087019371813e-16,-5.100087019371813e-16,1.3322676295501878e-15
correct,2.7,-0.10823908394305992,0.1320127089211829,0.055897803680745636,-0.38602497330326696,-0.15409514574527966,1.0014901528001379,-0.00772049946606534,0.013091220964413468,0.09246518783712984,-9.33111667965957e-05,0.9988196651913394,0.11381621655652939,0.008816216556529645,0.0,-9.731798700229888e-16,-9.731798700229888e-16,1.3322676295501878e-15
correct,2.75,-0.11490586704663969,0.13461630528065782,0.05077398885814304,-0.3931227971167112,-0.12974390033664526,1.0015454553361287,-0.007862455942334225,0.012692352970545358,0.09246644021327265,-9.442720483866912e-05,0.9988748528828889,0.11417178135371145,0.009171781353711524,0.0,-7.927686285214008e-16,-7.927686285214008e-16,1.5543122344752192e-15
correct,2.8000000000000003,-0.12169646498971233,0.13696503242489544,0.045605343229501036,-0.3989926100589766,-0.10498750036606819,1.0015919510288167,-0.007979852201179534,0.012198443358510917,0.09246772635276734,-9.485278043817743e-05,0.9989212306349944,0.11449897557880336,0.009498975578803592,0.0,-9.54097911787244e-16,-9.54097911787244e-16,1.7763568394002505e-15
correct,2.85,-0.1285981190960558,0.13905879245823027,0.04045377669535045,-0.40361608274977245,-0.07990327025682298,1.0016290594225428,-0.00807232165499545,0.011611937657061337,0.0924690343783902,-9.454662803306322e-05,0.998958219081153,0.11479587761081629,0.009795877610816276,0.0,-7.025630077706069e-16,-7.025630077706069e-16,1.5543122344752192e-15
correct,2.9000000000000004,-0.13559814350915123,0.14090061681830474,0.03538385584194374,-0.4069787785880873,-0.0545695562818012,1.0016563172622106,-0.008139575571761747,0.010936296976172882,0.09247035144209657,-9.34779488726534e-05,0.9989853561444498,0.1150612045053929,0.010061204505392917,0.0,-7.407269242420966e-16,-7.407269242420966e-16,1.9984014443252818e-15
correct,2.95,-0.14268408439198463,0.14249676747286014,0.030461805943638724,-0.40907019874920975,-0.029065482285710754,1.0016733842750472,-0.008181403974984196,0.01017598186855821,0.09247166399317955,-9.16273534244977e-05,0.9990023027947286,0.11529435398342933,0.010294353983429504,0.0,-8.951173136040325e-16,-8.951173136040325e-16,1.7763568394002505e-15
correct,3.0,-0.14984388282692337,0.14385678081015926,0.025754163782083127,-0.4098838149051591,-0.0034707030236207055,1.001680047417212,-0.008197676298103184,0.009336463380799518,0.09247295807053713,-8.898744650548098e-05,0.9990088472683992,0.11549542719343941,0.010495427193439738,0.0,-1.0408340855860843e-15,-1.0408340855860843e-15,1.7763568394002505e-15
