interior_grid_points,level,numerical_energy_eV,analytic_energy_eV,relative_error
100,1,0.37599984523015717,0.3760301621048726,8.062351845857042e-05
100,2,1.5036356253544654,1.5041206484194904,0.00032246287259916646
100,3,3.381816425582113,3.3842714589438536,0.0007254244795442484
200,1,0.376022507099027,0.3760301621048726,2.035742506065816e-05
200,2,1.50399817131777,1.5041206484194904,8.142771116747043e-05
200,3,3.3836514438578043,3.3842714589438536,0.00018320489167936155
400,1,0.37602823878450703,0.3760301621048726,5.114803437086462e-06
400,2,1.5040898754893257,1.5041206484194904,2.0459083649354216e-05
400,3,3.3841156725735986,3.3842714589438536,4.603246877354719e-05
