time,interval,light_mass,heavy_mass,light_amplitude,heavy_amplitude,log_C,effective_mass,light_spectral_fraction,heavy_spectral_fraction
7.0,0.5,0.1,1.0,1e-12,1.0,-6.9999999994554285,0.9999999993810263,5.445719098293721e-10,0.9999999994554285
7.25,0.5,0.1,1.0,1e-12,1.0,-7.249999999318021,0.9999999992248453,6.819797731855992e-10,0.9999999993180211
7.5,0.5,0.1,1.0,1e-12,1.0,-7.499999999145941,0.999999999029256,8.540587617967365e-10,0.999999999145941
7.75,0.5,0.1,1.0,1e-12,1.0,-7.749999998930444,0.9999999987843154,1.0695571881302648e-09,0.999999998930444
8.0,0.5,0.1,1.0,1e-12,1.0,-7.999999998660569,0.9999999984775705,1.3394307626003445e-09,0.9999999986605692
8.25,0.5,0.1,1.0,1e-12,1.0,-8.2499999983226,0.9999999980934268,1.6773995702036959e-09,0.9999999983226004
8.5,0.5,0.1,1.0,1e-12,1.0,-8.499999997899355,0.9999999976123549,2.100645585007465e-09,0.999999997899355
8.75,0.5,0.1,1.0,1e-12,1.0,-8.749999997369315,0.9999999970098981,2.6306861833786313e-09,0.999999997369315
9.0,0.5,0.1,1.0,1e-12,1.0,-8.999999996705531,0.9999999962554273,3.294468064430333e-09,0.9999999967055313
9.25,0.5,0.1,1.0,1e-12,1.0,-9.249999995874264,0.9999999953105866,4.125737191425149e-09,0.9999999958742638
9.5,0.5,0.1,1.0,1e-12,1.0,-9.499999994833246,0.9999999941273412,5.16675440048065e-09,0.9999999948332459
9.75,0.5,0.1,1.0,1e-12,1.0,-9.749999993529556,0.9999999926455357,6.470443896270731e-09,0.9999999935295563
10.0,0.5,0.1,1.0,1e-12,1.0,-9.999999991896916,0.9999999907898376,8.103083861915404e-09,0.9999999918969156
