time,interval,light_mass,heavy_mass,light_amplitude,heavy_amplitude,log_C,effective_mass,light_spectral_fraction,heavy_spectral_fraction
52.25,0.5,0.1,1.0,1e-12,1.0,-32.8560211121502,0.1000000027383341,0.9999999962216535,3.778348272156963e-09
52.5,0.5,0.1,1.0,1e-12,1.0,-32.881021112911476,0.1000000021866042,0.999999996982929,3.0170723777356225e-09
52.75,0.5,0.1,1.0,1e-12,1.0,-32.906021113519365,0.10000000174603892,0.9999999975908196,2.4091812282573274e-09
53.0,0.5,0.1,1.0,1e-12,1.0,-32.93102111400478,0.1000000013942404,0.999999998076234,1.9237702856279358e-09
53.25,0.5,0.1,1.0,1e-12,1.0,-32.956021114392385,0.10000000111332356,0.999999998463835,1.5361617748366926e-09
53.5,0.5,0.1,1.0,1e-12,1.0,-32.981021114701896,0.10000000088900693,0.9999999987733474,1.226650092224951e-09
53.75,0.5,0.1,1.0,1e-12,1.0,-33.00602111494905,0.10000000070988645,0.9999999990205026,9.794999936263961e-10
54.0,0.5,0.1,1.0,1e-12,1.0,-33.0310211151464,0.10000000056685585,0.9999999992178559,7.821466313397419e-10
54.25,0.5,0.1,1.0,1e-12,1.0,-33.05602111530399,0.1000000004526436,0.9999999993754471,6.245567706712189e-10
54.5,0.5,0.1,1.0,1e-12,1.0,-33.08102111542983,0.10000000036144324,0.9999999995012772,4.987187109797057e-10
54.75,0.5,0.1,1.0,1e-12,1.0,-33.10602111553031,0.1000000002886183,0.9999999996017621,3.982349793560813e-10
55.0,0.5,0.1,1.0,1e-12,1.0,-33.13102111561055,0.10000000023046639,0.9999999996820037,3.1799708991865273e-10
55.25,0.5,0.1,1.0,1e-12,1.0,-33.15602111567462,0.10000000018403116,0.9999999997460733,2.539258338345968e-10
55.5,0.5,0.1,1.0,1e-12,1.0,-33.181021115725784,0.10000000014695186,0.9999999997972395,2.0276389668929848e-10
55.75,0.5,0.1,1.0,1e-12,1.0,-33.20602111576664,0.10000000011734345,0.9999999998380886,1.619102600918704e-10
56.0,0.5,0.1,1.0,1e-12,1.0,-33.23102111579926,0.10000000009370065,0.9999999998707096,1.2928796867112494e-10
56.25,0.5,0.1,1.0,1e-12,1.0,-33.256021115825305,0.10000000007482149,0.9999999998967581,1.0323853987703655e-10
56.5,0.5,0.1,1.0,1e-12,1.0,-33.28102111584611,0.10000000005974617,0.9999999999175628,8.243764849456536e-11
56.75,0.5,0.1,1.0,1e-12,1.0,-33.30602111586272,0.10000000004770829,0.9999999999341753,6.582779936038845e-11
57.0,0.5,0.1,1.0,1e-12,1.0,-33.331021115875984,0.10000000003809584,0.999999999947434,5.2564565435205566e-11
57.25,0.5,0.1,1.0,1e-12,1.0,-33.35602111588657,0.10000000003042014,0.9999999999580211,4.1973658032494514e-11
57.5,0.5,0.1,1.0,1e-12,1.0,-33.38102111589503,0.10000000002429098,0.9999999999664837,3.351664669989026e-11
57.75,0.5,0.1,1.0,1e-12,1.0,-33.40602111590179,0.10000000001939674,0.999999999973241,2.6763585988471137e-11
58.0,0.5,0.1,1.0,1e-12,1.0,-33.43102111590718,0.10000000001548862,0.999999999978634,2.137115748407064e-11
58.25,0.5,0.1,1.0,1e-12,1.0,-33.45602111591148,0.10000000001236792,0.9999999999829328,1.7065215864764707e-11
58.5,0.5,0.1,1.0,1e-12,1.0,-33.48102111591492,0.10000000000987598,0.9999999999863718,1.362685164469129e-11
58.75,0.5,0.1,1.0,1e-12,1.0,-33.50602111591766,0.10000000000788613,0.9999999999891145,1.0881262048943715e-11
59.0,0.5,0.1,1.0,1e-12,1.0,-33.531021115919856,0.1000000000062972,0.9999999999913101,8.688864226671511e-12
59.25,0.5,0.1,1.0,1e-12,1.0,-33.55602111592161,0.10000000000502843,0.9999999999930651,6.938199007607521e-12
59.5,0.5,0.1,1.0,1e-12,1.0,-33.58102111592301,0.10000000000401528,0.9999999999944578,5.5402644365625675e-12
59.75,0.5,0.1,1.0,1e-12,1.0,-33.60602111592412,0.10000000000320626,0.9999999999955733,4.423991008815921e-12
60.0,0.5,0.1,1.0,1e-12,1.0,-33.631021115925016,0.10000000000256025,0.9999999999964686,3.5326285721883287e-12
60.25,0.5,0.1,1.0,1e-12,1.0,-33.656021115925725,0.10000000000204441,0.9999999999971791,2.8208612097471616e-12
60.5,0.5,0.1,1.0,1e-12,1.0,-33.6810211159263,0.10000000000163249,0.9999999999977547,2.2525034268535986e-12
60.75,0.5,0.1,1.0,1e-12,1.0,-33.70602111592675,0.10000000000130357,0.9999999999982023,1.79866051915449e-12
61.0,0.5,0.1,1.0,1e-12,1.0,-33.73102111592711,0.10000000000104092,0.9999999999985647,1.4362595965875398e-12
61.25,0.5,0.1,1.0,1e-12,1.0,-33.756021115927396,0.1000000000008312,0.9999999999988489,1.1468765822242749e-12
61.5,0.5,0.1,1.0,1e-12,1.0,-33.78102111592763,0.10000000000066372,0.9999999999990834,9.157995518216193e-13
61.75,0.5,0.1,1.0,1e-12,1.0,-33.80602111592782,0.10000000000053,0.9999999999992752,7.312807952622708e-13
62.0,0.5,0.1,1.0,1e-12,1.0,-33.83102111592797,0.10000000000042321,0.9999999999994174,5.83939575484265e-13
62.25,0.5,0.1,1.0,1e-12,1.0,-33.85602111592808,0.10000000000033794,0.999999999999531,4.662852217997034e-13
62.5,0.5,0.1,1.0,1e-12,1.0,-33.88102111592818,0.10000000000026986,0.9999999999996305,3.723363121749131e-13
62.75,0.5,0.1,1.0,1e-12,1.0,-33.90602111592825,0.10000000000021549,0.9999999999997016,2.973165841047433e-13
63.0,0.5,0.1,1.0,1e-12,1.0,-33.93102111592831,0.10000000000017206,0.9999999999997655,2.3741211451378877e-13
63.25,0.5,0.1,1.0,1e-12,1.0,-33.95602111592836,0.1000000000001374,0.9999999999998082,1.89577423969228e-13
63.5,0.5,0.1,1.0,1e-12,1.0,-33.98102111592839,0.10000000000010972,0.9999999999998437,1.513806477500564e-13
63.75,0.5,0.1,1.0,1e-12,1.0,-34.00602111592843,0.10000000000008762,0.9999999999998792,1.2087990243472435e-13
64.0,0.5,0.1,1.0,1e-12,1.0,-34.03102111592845,0.10000000000006996,0.9999999999999076,9.652456261618111e-14
64.25,0.5,0.1,1.0,1e-12,1.0,-34.05602111592847,0.10000000000005586,0.999999999999929,7.70764287576772e-14
64.5,0.5,0.1,1.0,1e-12,1.0,-34.081021115928486,0.10000000000004461,0.999999999999936,6.15467784470577e-14
64.75,0.5,0.1,1.0,1e-12,1.0,-34.1060211159285,0.10000000000003563,0.9999999999999503,4.914610080236626e-14
65.0,0.5,0.1,1.0,1e-12,1.0,-34.131021115928505,0.10000000000002844,0.9999999999999574,3.924395857947292e-14
65.25,0.5,0.1,1.0,1e-12,1.0,-34.15602111592852,0.10000000000002272,0.9999999999999716,3.133693741403073e-14
65.5,0.5,0.1,1.0,1e-12,1.0,-34.18102111592852,0.10000000000001814,0.9999999999999787,2.502305277135121e-14
65.75,0.5,0.1,1.0,1e-12,1.0,-34.20602111592853,0.10000000000001448,0.9999999999999787,1.9981313480795832e-14
66.0,0.5,0.1,1.0,1e-12,1.0,-34.231021115928534,0.10000000000001157,0.9999999999999858,1.5955402886530945e-14
66.25,0.5,0.1,1.0,1e-12,1.0,-34.25602111592853,0.10000000000000923,0.9999999999999858,1.2740647981735123e-14
66.5,0.5,0.1,1.0,1e-12,1.0,-34.28102111592854,0.10000000000000737,0.9999999999999929,1.0173614050919476e-14
66.75,0.5,0.1,1.0,1e-12,1.0,-34.306021115928544,0.10000000000000589,1.0,8.123795823057534e-15
67.0,0.5,0.1,1.0,1e-12,1.0,-34.33102111592854,0.10000000000000471,0.9999999999999929,6.486982722601115e-15
67.25,0.5,0.1,1.0,1e-12,1.0,-34.35602111592854,0.10000000000000377,0.9999999999999929,5.179960914808844e-15
67.5,0.5,0.1,1.0,1e-12,1.0,-34.38102111592855,0.100000000000003,1.0,4.136282803014545e-15
67.75,0.5,0.1,1.0,1e-12,1.0,-34.406021115928546,0.10000000000000239,1.0,3.3028889035826068e-15
68.0,0.5,0.1,1.0,1e-12,1.0,-34.431021115928544,0.10000000000000192,1.0,2.6374103582710843e-15
68.25,0.5,0.1,1.0,1e-12,1.0,-34.45602111592854,0.10000000000000153,0.9999999999999929,2.106014946603437e-15
68.5,0.5,0.1,1.0,1e-12,1.0,-34.48102111592855,0.10000000000000123,1.0,1.6816870918125174e-15
68.75,0.5,0.1,1.0,1e-12,1.0,-34.50602111592855,0.10000000000000098,1.0,1.3428544176905828e-15
69.0,0.5,0.1,1.0,1e-12,1.0,-34.531021115928546,0.10000000000000078,1.0,1.0722910319586078e-15
69.25,0.5,0.1,1.0,1e-12,1.0,-34.556021115928544,0.10000000000000063,1.0,8.562417802491766e-16
69.5,0.5,0.1,1.0,1e-12,1.0,-34.58102111592855,0.1000000000000005,1.0,6.837229487083738e-16
69.75,0.5,0.1,1.0,1e-12,1.0,-34.60602111592855,0.10000000000000041,1.0,5.459638636816214e-16
70.0,0.5,0.1,1.0,1e-12,1.0,-34.63102111592855,0.10000000000000032,1.0,4.359610000063077e-16
70.25,0.5,0.1,1.0,1e-12,1.0,-34.656021115928546,0.10000000000000026,1.0,3.481219292515931e-16
70.5,0.5,0.1,1.0,1e-12,1.0,-34.681021115928544,0.10000000000000021,1.0,2.779810066132011e-16
70.75,0.5,0.1,1.0,1e-12,1.0,-34.70602111592855,0.10000000000000017,1.0,2.2197234228769996e-16
71.0,0.5,0.1,1.0,1e-12,1.0,-34.73102111592855,0.10000000000000013,1.0,1.772485154327361e-16
71.25,0.5,0.1,1.0,1e-12,1.0,-34.75602111592855,0.1000000000000001,1.0,1.4153581432406132e-16
71.5,0.5,0.1,1.0,1e-12,1.0,-34.781021115928546,0.10000000000000009,1.0,1.1301864327307854e-16
71.75,0.5,0.1,1.0,1e-12,1.0,-34.806021115928544,0.10000000000000007,1.0,9.024721967573346e-17
72.0,0.5,0.1,1.0,1e-12,1.0,-34.83102111592855,0.10000000000000006,1.0,7.206386860901394e-17
72.25,0.5,0.1,1.0,1e-12,1.0,-34.85602111592855,0.10000000000000005,1.0,5.75441678708423e-17
72.5,0.5,0.1,1.0,1e-12,1.0,-34.88102111592855,0.10000000000000003,1.0,4.5949951339879763e-17
72.75,0.5,0.1,1.0,1e-12,1.0,-34.906021115928546,0.10000000000000003,1.0,3.669178139609811e-17
73.0,0.5,0.1,1.0,1e-12,1.0,-34.931021115928544,0.10000000000000003,1.0,2.9298982539957877e-17
73.25,0.5,0.1,1.0,1e-12,1.0,-34.95602111592855,0.10000000000000002,1.0,2.3395712751304303e-17
73.5,0.5,0.1,1.0,1e-12,1.0,-34.98102111592855,0.10000000000000002,1.0,1.868185608135203e-17
73.75,0.5,0.1,1.0,1e-12,1.0,-35.00602111592855,0.10000000000000002,1.0,1.4917765077488074e-17
74.0,0.5,0.1,1.0,1e-12,1.0,-35.031021115928546,0.10000000000000002,1.0,1.1912077362016445e-17
74.25,0.5,0.1,1.0,1e-12,1.0,-35.056021115928544,0.1,1.0,9.511986972686533e-18
74.5,0.5,0.1,1.0,1e-12,1.0,-35.08102111592855,0.1,1.0,7.595475870318147e-18
74.75,0.5,0.1,1.0,1e-12,1.0,-35.10602111592855,0.1,1.0,6.065110671644527e-18
75.0,0.5,0.1,1.0,1e-12,1.0,-35.13102111592855,0.1,1.0,4.843089239878726e-18
75.25,0.5,0.1,1.0,1e-12,1.0,-35.156021115928546,0.1,1.0,3.8672853069421804e-18
75.5,0.5,0.1,1.0,1e-12,1.0,-35.181021115928544,0.1,1.0,3.0880900401631624e-18
75.75,0.5,0.1,1.0,1e-12,1.0,-35.20602111592855,0.1,1.0,2.465889982059595e-18
76.0,0.5,0.1,1.0,1e-12,1.0,-35.23102111592855,0.1,1.0,1.9690531443508533e-18
76.25,0.5,0.1,1.0,1e-12,1.0,-35.25602111592855,0.1,1.0,1.572320871363303e-18
76.5,0.5,0.1,1.0,1e-12,1.0,-35.281021115928546,0.1,1.0,1.2555237168774718e-18
76.75,0.5,0.1,1.0,1e-12,1.0,-35.306021115928544,0.1,1.0,1.002556050963716e-18
77.0,0.5,0.1,1.0,1e-12,1.0,-35.33102111592855,0.1,1.0,8.005572669098843e-19
77.25,0.5,0.1,1.0,1e-12,1.0,-35.35602111592855,0.1,1.0,6.392579616732213e-19
77.5,0.5,0.1,1.0,1e-12,1.0,-35.38102111592855,0.1,1.0,5.104578503671267e-19
77.75,0.5,0.1,1.0,1e-12,1.0,-35.406021115928546,0.1,1.0,4.0760887251119734e-19
78.0,0.5,0.1,1.0,1e-12,1.0,-35.431021115928544,0.1,1.0,3.254822956104138e-19
78.25,0.5,0.1,1.0,1e-12,1.0,-35.45602111592855,0.1,1.0,2.599028919639509e-19
78.5,0.5,0.1,1.0,1e-12,1.0,-35.48102111592855,0.1,1.0,2.0753667453568066e-19
78.75,0.5,0.1,1.0,1e-12,1.0,-35.50602111592855,0.1,1.0,1.65721400604127e-19
79.0,0.5,0.1,1.0,1e-12,1.0,-35.531021115928546,0.1,1.0,1.3233122617791523e-19
79.25,0.5,0.1,1.0,1e-12,1.0,-35.556021115928544,0.1,1.0,1.0566863035138061e-19
79.5,0.5,0.1,1.0,1e-12,1.0,-35.58102111592855,0.1,1.0,8.437811514966727e-20
79.75,0.5,0.1,1.0,1e-12,1.0,-35.60602111592855,0.1,1.0,6.737729345535551e-20
80.0,0.5,0.1,1.0,1e-12,1.0,-35.63102111592855,0.1,1.0,5.380186160021133e-20
