steps,t,energy,integrated_work,work_defect,norm_defect
160,1.35,3.4114960055829333,3.41151814290509,-2.213732215672337e-05,2.6645352591003757e-15
160,1.3625,3.440153418243493,3.440175218314374,-2.18000708809285e-05,2.6645352591003757e-15
160,1.375,3.4681960441461746,3.468217480642194,-2.143649601960007e-05,2.220446049250313e-15
160,1.3875,3.4956223546676006,3.4956434023098404,-2.1047642239757636e-05,3.1086244689504383e-15
160,1.4000000000000001,3.522431451558401,3.522452086215248,-2.063465684720711e-05,2.6645352591003757e-15
160,1.4125,3.5486230419327227,3.54864324071902,-2.019878629733185e-05,2.6645352591003757e-15
160,1.425,3.5741974113413235,3.5742171527134707,-1.9741372147219494e-05,2.886579864025407e-15
160,1.4375,3.5991553950237467,3.599174658870135,-1.9263846388284378e-05,3.1086244689504383e-15
160,1.45,3.623498347445783,3.6235171151719596,-1.876772617670497e-05,2.220446049250313e-15
160,1.4625000000000001,3.6472281102388378,3.6472463648468487,-1.825460801097023e-05,2.6645352591003757e-15
160,1.475,3.6703469786678875,3.670364704829255,-1.772616136763716e-05,2.4424906541753444e-15
160,1.4875,3.6928576667642674,3.6928748508860556,-1.7184121788194062e-05,2.220446049250313e-15
160,1.5,3.7147632712684033,3.7147799015519003,-1.6630283496965603e-05,2.6645352591003757e-15
160,1.5125,3.7360672345359425,3.736083301027522,-1.606649157936957e-05,3.1086244689504383e-15
160,1.5250000000000001,3.756773306568322,3.756788801202053,-1.5494633730739338e-05,1.9984014443252818e-15
160,1.5375,3.776885506335531,3.7769004229671603,-1.4916631629446897e-05,2.6645352591003757e-15
160,1.55,3.7964080825646285,3.7964224169966734,-1.4334432044904588e-05,1.5543122344752192e-15
160,1.5625,3.815345474172698,3.815359224170326,-1.3749997627598987e-05,1.7763568394002505e-15
160,1.575,3.833702270526648,3.8337154358241787,-1.3165297530814968e-05,2.220446049250313e-15
160,1.5875000000000001,3.8514831717152997,3.8514957540131824,-1.258229788270171e-05,2.886579864025407e-15
160,1.6,3.868692949020998,3.868704951973147,-1.200295214909275e-05,3.552713678800501e-15
160,1.6125,3.885336405778588,3.885347834970094,-1.1429191505651914e-05,3.774758283725532e-15
160,1.625,3.9014183388092523,3.9014292017244863,-1.086291523400007e-05,3.1086244689504383e-15
160,1.6375,3.9169435006150186,3.916953806596247,-1.030598122842008e-05,1.9984014443252818e-15
160,1.6500000000000001,3.9319165625170087,3.931926322713669,-9.760196660213438e-06,2.886579864025407e-15
160,1.6625,3.946342078916455,3.946351306225394,-9.22730893870849e-06,2.6645352591003757e-15
160,1.675,3.9602244528526613,3.9602331618495423,-8.708996880990583e-06,1.7763568394002505e-15
160,1.6875,3.9735679030255477,3.9735761098878495,-8.206862301740614e-06,1.3322676295501878e-15
160,1.7,3.9863764324433406,3.986384154865365,-7.72242202451423e-06,1.1102230246251565e-15
160,1.7125000000000001,3.9986537988475637,3.9986610559479034,-7.25710033977478e-06,1.9984014443252818e-15
160,1.725,4.010403487058057,4.010410299280083,-6.812222025587289e-06,1.9984014443252818e-15
160,1.7375,4.021628683370581,4.021635072376492,-6.389005910989454e-06,2.220446049250313e-15
160,1.75,4.032332252128268,4.032338240687366,-5.988559098391022e-06,1.7763568394002505e-15
160,1.7625,4.042516714576372,4.042522326448201,-5.6118718285702585e-06,1.9984014443252818e-15
160,1.7750000000000001,4.052184230097016,4.0521894899100745,-5.259813058877683e-06,2.6645352591003757e-15
160,1.7875,4.061336579907417,4.061341513034181,-4.93312676397295e-06,3.3306690738754696e-15
160,1.8,4.06997515329128,4.069979785720272,-4.632428992401572e-06,2.886579864025407e-15
160,1.8125,4.078100936418821,4.0781052946245,-4.358205679011462e-06,2.4424906541753444e-15
160,1.825,4.08571450379634,4.085718614607614,-4.110811273605464e-06,2.6645352591003757e-15
160,1.8375000000000001,4.092816012371577,4.092819902839716,-3.890468139644554e-06,2.4424906541753444e-15
160,1.85,4.09940519830621,4.099408895572945,-3.6972667354362443e-06,2.4424906541753444e-15
160,1.8625,4.10548137641199,4.105484907578586,-3.5311665964599115e-06,2.220446049250313e-15
160,1.875,4.111043442232324,4.111046834230399,-3.3919980753083223e-06,1.7763568394002505e-15
160,1.8875,4.1160898767365675,4.116093156201408,-3.279464840133528e-06,2.220446049250313e-15
160,1.9000000000000001,4.120618753580101,4.1206219467272085,-3.193147107616312e-06,2.6645352591003757e-15
160,1.9125,4.124627748869518,4.12463088137508,-3.132505562497556e-06,3.552713678800501e-15
160,1.925,4.128114153358913,4.128117250244877,-3.096885963671525e-06,3.1086244689504383e-15
160,1.9375,4.131074886990727,4.1310779725150635,-3.085524336476908e-06,2.886579864025407e-15
160,1.95,4.1335065156824315,4.133509613235241,-3.097552809805393e-06,2.220446049250313e-15
160,1.9625000000000001,4.135405270249396,4.135408402255312,-3.132005915951197e-06,2.4424906541753444e-15
160,1.975,4.136767067343598,4.136770255171055,-3.1878274571184306e-06,1.9984014443252818e-15
160,1.9875,4.137587532278677,4.137590796156406,-3.2638777289761833e-06,1.9984014443252818e-15
160,2.0,4.137862023603027,4.137865382544185,-3.3589411581047557e-06,2.220446049250313e-15
320,0.00625,0.00012047760163853148,0.00012047760165271463,-1.4183153349694999e-14,0.0
320,0.0125,0.0004818987935666147,0.0004818987938812933,-3.146786217017583e-13,-1.1102230246251565e-16
320,0.018750000000000003,0.0010842287335201,0.0010842287351952094,-1.6751094868844296e-12,-1.1102230246251565e-16
320,0.025,0.0019274093400593892,0.0019274093454431317,-5.3837424969505054e-12,0.0
320,0.03125,0.00301135927608985,0.0030113592893320023,-1.3242152166470511e-11,4.440892098500626e-16
320,0.0375,0.0043359739258302075,0.004335973953393247,-2.7563039524391986e-11,4.440892098500626e-16
320,0.043750000000000004,0.005901125365267751,0.005901125416435576,-5.1167825185216564e-11,8.881784197001252e-16
320,0.05,0.0077066623261513615,0.007706662413535031,-8.738366974458955e-11,6.661338147750939e-16
320,0.05625,0.009752410153584653,0.009752410293624095,-1.400394418482609e-10,6.661338147750939e-16
320,0.0625,0.012038170757290908,0.012038170970752781,-2.1346187317750065e-10,6.661338147750939e-16
320,0.06875,0.014563722556636231,0.014563722869105641,-3.124694097217384e-10,6.661338147750939e-16
320,0.07500000000000001,0.01732882041950078,0.01732882086186955,-4.42368770087187e-10,1.1102230246251565e-15
320,0.08125000000000002,0.02033319559511038,0.02033319620405802,-6.089476388415616e-10,1.3322676295501878e-15
320,0.08750000000000001,0.023576555640939915,0.02357655645940847,-8.184685568179972e-10,1.3322676295501878e-15
320,0.09375000000000001,0.02705858434381769,0.027058585421479625,-1.0776619353836114e-09,1.3322676295501878e-15
320,0.1,0.030778941635368328,0.030778943029086524,-1.3937181964074341e-09,1.5543122344752192e-15
320,0.10625000000000001,0.03473726350194107,0.03473726527622122,-1.7742801533549013e-09,1.7763568394002505e-15
320,0.11250000000000002,0.03893316188918328,0.03893316411661729,-2.227434008073015e-09,1.9984014443252818e-15
320,0.11875000000000001,0.043366224601425356,0.04336622736312641,-2.76170105534268e-09,1.9984014443252818e-15
320,0.125,0.048036015196059156,0.048036018582085206,-3.3860260498230765e-09,1.9984014443252818e-15
320,0.13125,0.05294207287309031,0.05294207698286016,-4.109769850824119e-09,1.5543122344752192e-15
320,0.1375,0.058083912360071766,0.05808391730276806,-4.942696293919191e-09,2.4424906541753444e-15
320,0.14375000000000002,0.06346102379261541,0.06346102968757872,-5.89496330916095e-09,1.5543122344752192e-15
320,0.15000000000000002,0.06907287259070657,0.06907287956781583,-6.977109251460334e-09,1.9984014443252818e-15
320,0.15625000000000003,0.0749188993310379,0.0749189075310808,-8.200042894701554e-09,2.4424906541753444e-15
320,0.1625,0.08099851961560364,0.08099852919063306,-9.5750294221153e-09,2.886579864025407e-15
320,0.16875,0.08731112393679004,0.08731113505046886,-1.1113678824448137e-08,2.6645352591003757e-15
320,0.17500000000000002,0.09385607753921733,0.09385609036714869,-1.2827931356040878e-08,2.4424906541753444e-15
320,0.18125000000000002,0.10063272027858648,0.1006327350086316,-1.4730045114208501e-08,2.220446049250313e-15
320,0.18750000000000003,0.10764036647780137,0.1076403833103823,-1.683258092632922e-08,2.4424906541753444e-15
320,0.19375,0.1148783047806356,0.11487832392902442,-1.9148388819001383e-08,2.4424906541753444e-15
320,0.2,0.12234579800322805,0.12234581969382045,-2.1690592405532172e-08,2.220446049250313e-15
320,0.20625000000000002,0.13004208298369194,0.13004210745626596,-2.4472574022826876e-08,2.220446049250313e-15
320,0.21250000000000002,0.13796637043013307,0.137966397938092,-2.750795893846636e-08,1.9984014443252818e-15
320,0.21875000000000003,0.14611784476737624,0.1461178755779764,-3.081060015452941e-08,1.7763568394002505e-15
320,0.225,0.15449566398270875,0.1544956983772701,-3.439456133791374e-08,2.4424906541753444e-15
320,0.23125,0.16309895947094957,0.16309899774505093,-3.827410136048037e-08,3.1086244689504383e-15
320,0.23750000000000002,0.1719268358791657,0.17192687834282253,-4.2463656813040984e-08,2.6645352591003757e-15
320,0.24375000000000002,0.18097837095135574,0.1809784179291807,-4.69778249634345e-08,3.552713678800501e-15
320,0.25,0.19025261537342789,0.19025266720477524,-5.1831347352981894e-08,3.552713678800501e-15
320,0.25625,0.19974859261880734,0.1997486496578987,-5.703909136678398e-08,2.4424906541753444e-15
