degree,tolerance,t,lambda1,lambda2,energy,integrated_work,work_defect,norm_defect,V1,V2
3,1e-09,0.4375,0.226989546637263,0.3404843199558945,0.5661848028462145,0.5661848028969607,-5.074618503186912e-11,-7.563727422166266e-12,0.994750416547941,0.9921256847274837
3,1e-09,0.45,0.23959403439996907,0.3593910515999536,0.5974687770710289,0.5974687771659898,-9.496092800986844e-11,-9.20785669933366e-12,0.9941493422836811,0.9912240965119485
3,1e-09,0.4625,0.25249167313740317,0.37873750970610476,0.6294541498228535,0.6294541498549958,-3.214228883052783e-11,5.2804427497221695e-12,0.993500346869686,0.990250634432667
3,1e-09,0.47500000000000003,0.26567749056431444,0.39851623584647167,0.6621253109391241,0.6621253108254075,1.1371659169867598e-10,2.1816326523094176e-11,0.9928013222349444,0.9892021387084845
3,1e-09,0.48750000000000004,0.2791464032970813,0.41871960494562194,0.6954661781090508,0.6954661779441266,1.6492418541957932e-10,1.862177079203775e-11,0.9920501635030485,0.988075454939599
3,1e-09,0.5,0.2928932188134524,0.43933982822017864,0.7294602003244823,0.7294602002919571,3.252520475172105e-11,3.0235813852641513e-12,0.9912447733989412,0.986867440812071
3,1e-09,0.5125000000000001,0.30691263745436415,0.4603689561815462,0.7640903621573044,0.764090362148321,8.983369603754454e-12,8.666400930223972e-13,0.9903830666757124,0.9855749728742447
3,1e-09,0.525,0.3211992544670582,0.4817988817005873,0.7993391885642868,0.7993391885534163,1.0870415678709833e-11,1.934896687316723e-12,0.9894629739538616,0.9841949525106549
3,1e-09,0.5375,0.33574756208871825,0.5036213431330774,0.835188750979567,0.8351887510052829,-2.5715873874787576e-11,-6.752154391165277e-12,0.988482446308532,0.9827243129795485
3,1e-09,0.55,0.35055195166981645,0.5258279275047246,0.8716206742673109,0.8716206743459591,-7.864819906444609e-11,-1.6185053297590457e-11,0.9874394596662589,0.9811600262081401
3,1e-09,0.5625,0.3656067158363545,0.5484100737545318,0.9086161445462849,0.9086161445856923,-3.940736625906993e-11,-3.0311309018316024e-12,0.9863320191492198,0.9794991095566171
3,1e-09,0.5750000000000001,0.38090605069016603,0.571359076035249,0.9461559178497584,0.9461559177549449,9.481349039219822e-11,2.5641710976742615e-11,0.9851581633091552,0.977738632474329
3,1e-09,0.5875,0.39644405804642857,0.5946660870696429,0.9842203298420789,0.9842203297152208,1.2685807959655904e-10,2.6639579431275706e-11,0.9839159684503321,0.9758757233029804
3,1e-09,0.6000000000000001,0.412214747707527,0.6183221215612904,1.0227893068554614,1.0227893068464995,8.961942299379189e-12,9.65005853004186e-13,0.9826035532558737,0.9739075765144237
3,1e-09,0.6125,0.42821203977238775,0.6423180596585816,1.0618423777763377,1.0618423777756225,7.152056724635258e-13,-3.198552533945076e-13,0.9812190832451579,0.9718314597794018
3,1e-09,0.625,0.4444297669803977,0.6666446504705965,1.101358686325557,1.1013586863296954,-4.1384673465927335e-12,-1.6266987756807794e-12,0.9797607746569349,0.9696447203162609
3,1e-09,0.6375000000000001,0.46086167708899983,0.6912925156334997,1.1413170051860426,1.1413170052675357,-8.149303454274559e-11,-2.7110869105229085e-11,0.978226899113786,0.9673447923173207
3,1e-09,0.65,0.4775014352840511,0.7162521529260766,1.1816957510231332,1.181695751175909,-1.5277579201722347e-10,-4.413269749647952e-11,0.9766157880236678,0.9649292040562346
3,1e-09,0.6625000000000001,0.49434262662201545,0.7415139399330232,1.2224730002476796,1.222473000292811,-4.5131454129432313e-11,-1.0272893646856573e-12,0.9749258368365536,0.9623955848779269
3,1e-09,0.675,0.511378758503045,0.7670681377545676,1.2636265055308773,1.2636265053501565,1.8072077168085343e-10,6.89819312782447e-11,0.9731555091293268,0.9597416720286867
3,1e-09,0.6875,0.5286032631740022,0.7929048947610033,1.305133713648772,1.3051337135050178,1.4375411971911944e-10,4.7120973789560594e-11,0.9713033408439883,0.9569653177188064
3,1e-09,0.7000000000000001,0.5460095002604533,0.8190142503906799,1.3469717854016199,1.3469717854083627,-6.742828517758426e-12,-2.2039037261833982e-12,0.969367945078633,0.9540644969108454
3,1e-09,0.7125,0.563590759326658,0.845386138989987,1.3891176149148405,1.3891176149229536,-8.113065774750794e-12,-1.298516849601583e-12,0.96734801595371,0.9510373140370871
3,1e-09,0.7250000000000001,0.5813402624625721,0.8720103936938581,1.4315478498538161,1.4315478498787175,-2.490141426392256e-11,-1.184607967275042e-11,0.9652423324512442,0.9478820097364878
3,1e-09,0.7375,0.5992511668968591,0.8988767503452886,1.47423891399226,1.4742389140824033,-9.014322621681004e-11,-4.0756620300896884e-11,0.963049762896303,0.9445969684183434
3,1e-09,0.75,0.6173165676349102,0.9259748514523652,1.517167029959229,1.5171670300610052,-1.0177614306883243e-10,-2.8062885348845157e-11,0.9607692689727685,0.9411807253003361
3,1e-09,0.7625000000000001,0.6355295001208504,0.9532942501812756,1.5603082424627575,1.5603082424268075,3.594990971578227e-11,4.52236026404762e-11,0.9583999096491064,0.9376319734320225
3,1e-09,0.775,0.653882942922507,0.9808244143837606,1.603638442351379,1.6036384422593846,9.199441208807002e-11,5.356937116118843e-11,0.9559408449789679,0.9339495706068627
3,1e-09,0.7875000000000001,0.6723698204383066,1.00855473065746,1.64713339294053,1.6471333929578311,-1.7301049481943664e-11,-4.133804409889308e-12,0.9533913402192198,0.9301325466206669
3,1e-09,0.8,0.6909830056250525,1.0364745084375788,1.690768756124493,1.6907687561432345,-1.8741452834092343e-11,-3.634537115715375e-12,0.9507507696759743,0.9261801103125942
3,1e-09,0.8125,0.7097153227455377,1.0645729841183065,1.734520117923907,1.7345201179392566,-1.534972149386249e-11,-1.2685408279367039e-11,0.9480186200907892,0.9220916561577264
3,1e-09,0.8250000000000001,0.7285595501349257,1.0928393252023885,1.778363017023384,1.7783630170727731,-4.938915942886979e-11,-3.634970102694979e-11,0.9451944944735106,0.917866771293929
3,1e-09,0.8375,0.7475084229848421,1.1212626344772632,1.822272972893101,1.82227297299176,-9.865885886028991e-11,-1.7498336113419555e-11,0.9422781155832165,0.9135052422068458
3,1e-09,0.8500000000000001,0.7665546361440947,1.149831954216142,1.86622551411032,1.866225514145625,-3.530509218307998e-11,4.505307238389378e-11,0.9392693294520318,0.9090070615761072
3,1e-09,0.8625,0.7856908469349493,1.1785362704024238,1.910196207281794,1.910196207293949,-1.2154943718201139e-11,1.1701084545734375e-11,0.9361681085753155,0.9043724346767718
3,1e-09,0.875,0.8049096779838717,1.2073645169758076,1.9541606883179763,1.954160688340072,-2.2095658636089865e-11,-6.050715484207103e-12,0.9329745550834779,0.8996017855598254
3,1e-09,0.8875000000000001,0.8242037200656456,1.2363055800984684,1.998094691142537,1.9980946911636936,-2.1156632001861908e-11,-6.630251903061435e-12,0.9296889039178822,0.8946957636158943
3,1e-09,0.9,0.843565534959769,1.2653483024396537,2.0419740785204685,2.0419740784947567,2.5711877071898925e-11,-1.8876233909281837e-11,0.9263115257391803,0.8896552495750822
3,1e-09,0.9125000000000001,0.862987658318032,1.294481487477048,2.0857748730053065,2.0857748730656245,-6.03179728386749e-11,-2.8809177265998187e-11,0.9228429294654357,0.8844813609823683
3,1e-09,0.925,0.8824626025421622,1.3236939038132434,2.129473287890283,2.129473288069269,-1.7898571513796924e-10,9.280576307446609e-12,0.9192837651771162,0.8791754582428232
3,1e-09,0.9375,0.9019828596704392,1.352974289505659,2.1730457576888726,2.173045757770291,-8.141842755549078e-11,1.9933166228724986e-11,0.9156348267101257,0.8737391502825292
3,1e-09,0.9500000000000001,0.921540904272155,1.3823113564082323,2.2164689697670075,2.216468969795151,-2.8143709585037868e-11,-7.76645414646282e-12,0.911897053274788,0.8681742986112264
3,1e-09,0.9625,0.941129196348811,1.4116937945232164,2.2597198954495505,2.259719895485097,-3.554667671323841e-11,-8.37152569488353e-12,0.9080715318721786,0.8624830225894381
3,1e-09,0.9750000000000001,0.9607401842409315,1.4411102763613974,2.302775820295496,2.3027758202064375,8.905853832175126e-11,-5.589750884382738e-12,0.9041594994134077,0.8566677043166552
3,1e-09,0.9875,0.9803663075393717,1.4705494613090575,2.3456143748746343,2.345614374852961,2.1673329797522456e-11,-1.9208856727459533e-11,0.9001623437099141,0.8507309916829061
3,1e-09,1.0,0.9999999999999999,1.4999999999999998,2.388213565365583,2.388213565678069,-3.1248603704625566e-10,-1.6822099269120372e-11,0.8960816052476157,0.8446758025172957
3,1e-09,1.0125,1.0196336924606282,1.5294505386909423,2.430551803304684,2.4305518035177185,-2.130344789463834e-10,1.6509016376176078e-12,0.8919189789194133,0.8385053286630443
3,1e-09,1.0250000000000001,1.0392598157590687,1.558889723638603,2.472607934397725,2.472607934431355,-3.362998768352554e-11,-9.579670390280626e-12,0.8876763136787378,0.8322230368563599
3,1e-09,1.0375,1.0588708036511891,1.5883062054767838,2.5143612679013883,2.5143612679462692,-4.488098781507688e-11,-1.0887735157893985e-11,0.8833556135374983,0.8258326713920241
3,1e-09,1.05,1.0784590957278448,1.6176886435917672,2.55579160446145,2.5557916042611577,2.0029222724815554e-10,1.1227019314219433e-11,0.8789590386552573,0.8193382569234822
3,1e-09,1.0625,1.0980171403295607,1.6470257104943409,2.596879262552165,2.596879262445996,1.0616885148806432e-10,-3.798961145662361e-12,0.8744889041470874,0.8127440976996443
3,1e-09,1.075,1.1175373974578375,1.6763060961867562,2.637605105638546,2.6376051061772925,-5.387463808403936e-10,-4.894651350895174e-11,0.8699476804311841,0.8060547788306691
3,1e-09,1.0875000000000001,1.137012341681968,1.705518512522952,2.677950568007713,2.6779505683453753,-3.376623425310754e-10,-2.587940972631486e-11,0.8653379935899592,0.7992751674585266
3,1e-09,1.1,1.156434465040231,1.7346516975603463,2.717897676639452,2.7178976766720178,-3.256594993672479e-11,-1.0759615420852242e-11,0.8606626221813787,0.7924104085737609
3,1e-09,1.1125,1.1757962799343544,1.7636944199015316,2.7574290756548683,2.757429075689627,-3.47588624549644e-11,-1.1256995335884312e-11,0.8559244970019741,0.7854659247724185
3,1e-09,1.125,1.1950903220161282,1.7926354830241924,2.796528048354984,2.7965280479317287,4.232552086591568e-10,4.341060844126332e-11,0.8511267001703957,0.778447414893868
3,1e-09,1.1375,1.2143091530650505,1.8214637295975757,2.835178535046409,2.8351785349105043,1.3590462089041466e-10,7.0035088839404125e-12,0.8462724613224462,0.7713608482179459
3,1e-09,1.1500000000000001,1.2334453638559055,1.8501680457838583,2.873365154188056,2.8733651551449086,-9.568528192005488e-10,-1.0824008356280501e-10,0.8413651564418099,0.7642124620465534
3,1e-09,1.1625,1.252491577015158,1.8787373655227368,2.9110732204477587,2.9110732208094086,-3.6164982120112654e-10,-4.508327045016358e-11,0.8364083061277411,0.7570087583022336
3,1e-09,1.175,1.2714404498650742,1.9071606747976113,2.948288754589168,2.9482887546291203,-3.9952485764160883e-11,-1.3343104399154981e-11,0.8314055685977856,0.7497564922748132
3,1e-09,1.1875,1.290284677254462,1.935427015881693,2.984998501965826,2.9849985019182896,4.75361972007704e-11,-1.6142642778049776e-12,0.8263607390988468,0.7424626700667721
3,1e-09,1.2000000000000002,1.3090169943749475,1.9635254915624212,3.021189943490667,3.0211899426938835,7.967835280453528e-10,9.871969908203937e-11,0.8212777453849492,0.7351345401794008
3,1e-09,1.2125000000000001,1.3276301795616936,1.9914452693425404,3.056851301737221,3.056851301765314,-2.809308341511496e-11,-8.93063401008476e-12,0.8161606414700652,0.7277795823183616
3,1e-09,1.225,1.3461170570774932,2.0191755856162397,3.091971554396864,3.091971555984096,-1.5872321235121944e-09,-2.038906821155706e-10,0.8110136049498973,0.7204055006745519
3,1e-09,1.2375,1.3644704998791497,2.0467057498187247,3.126540439738613,3.1265404399576098,-2.1899682067783033e-10,-3.869760067942707e-11,0.8058409321681816,0.7130202139991613
3,1e-09,1.25,1.3826834323650896,2.0740251485476344,3.1605484506004604,3.1605484506868833,-8.642286886129114e-11,-2.1899815294545988e-11,0.8006470273743976,0.7056318367528499
3,1e-09,1.2625000000000002,1.4007488331031412,2.101123249654712,3.193986847792459,3.1939868474940414,2.9841773496741553e-10,3.2545743877676614e-11,0.7954364024120638,0.698248674546228
3,1e-09,1.2750000000000001,1.4186597375374284,2.1279896063061425,3.2268476533173307,3.226847652058243,1.2590875009266256e-09,1.6851431361430969e-10,0.7902136672461898,0.6908792064368093
3,1e-09,1.2875,1.4364092406733424,2.154613861010014,3.259123644607221,3.2591236452038843,-5.966631633214092e-10,-8.564482456563383e-11,0.7849835221318562,0.6835320691300483
3,1e-09,1.3,1.4539904997395467,2.18098574960932,3.2908083592176065,3.290808361457187,-2.2395805210351227e-09,-3.100699697000664e-10,0.7797507533639756,0.6762160454845101
3,1e-09,1.3125,1.4713967368259977,2.2070951052389964,3.32189608152613,3.3218960816888323,-1.62702296080397e-10,-3.501621215207251e-11,0.7745202241891339,0.6689400462674185
3,1e-09,1.3250000000000002,1.488621241496955,2.2329318622454326,3.3523818231851474,3.3523818233516036,-1.6645618217125957e-10,-3.558986438889633e-11,0.7692968624111962,0.661713086738503
3,1e-09,1.3375000000000001,1.5056573733779848,2.258486060066977,3.382261328730322,3.382261327921236,8.090856873366192e-10,1.0451373100295314e-10,0.7640856585804578,0.6545442773222063
3,1e-09,1.35,1.5224985647159488,2.283747847073923,3.4115310483506125,3.41153104680245,1.5481624870972155e-09,2.129485476842774e-10,0.7588916527804297,0.6474427984417588
3,1e-09,1.3625,1.5391383229110003,2.3087074843665003,3.440188122793239,3.44018812453012,-1.7368808613582587e-09,-2.497395623635157e-10,0.7537199259010186,0.6404178809675461
3,1e-09,1.375,1.555570233019602,2.333355349529403,3.4682303779397476,3.4682303803212005,-2.3814528127275025e-09,-3.4533842452333374e-10,0.7485755936893278,0.633478789835237
3,1e-09,1.3875000000000002,1.5717879602276126,2.357681940341419,3.4956562868220535,3.4956562869308523,-1.0879874778879639e-10,-2.931499487601741e-11,0.7434637930323685,0.6266347973922546
3,1e-09,1.4000000000000001,1.587785252292473,2.381677878438709,3.5224649472075287,3.5224649473734657,-1.6593704188494485e-10,-3.756861488568575e-11,0.7383896714883939,0.6198951603265428
3,1e-09,1.4125,1.6035559419535714,2.4053339129303573,3.5486560719474274,3.548656070395189,1.5522383378652194e-09,2.0909718401185273e-10,0.7333583815717862,0.6132691026254539
3,1e-09,1.425,1.6190939493098342,2.4286409239647515,3.574229944186498,3.5742299430374413,1.1490568496697051e-09,1.5587842128184093e-10,0.7283750662865781,0.6067657870346065
3,1e-09,1.4375,1.6343932841636453,2.451589926245468,3.5991873988909693,3.5991874021516814,-3.260712144736999e-09,-4.72355932146229e-10,0.7234448504893384,0.6003942934016978
3,1e-09,1.4500000000000002,1.6494480483301839,2.474172072495276,3.623529803165597,3.6235298044927347,-1.327137510998e-09,-2.0383250642908024e-10,0.7185728328796145,0.5941635976869106
3,1e-09,1.4625000000000001,1.6642524379112817,2.4963786568669226,3.6472589932850834,3.647258993448077,-1.6299361860205863e-10,-3.8890224374199533e-11,0.7137640693031854,0.5880825403179257
3,1e-09,1.475,1.678800745532942,2.518201118299413,3.6703772664778,3.670377266290521,1.8727908113191916e-10,1.0708545161719485e-11,0.7090235669783058,0.582159807364015
3,1e-09,1.4875,1.6930873625456357,2.5396310438184537,3.6928873414716596,3.6928873393077275,2.163932144583214e-09,2.925300002232234e-10,0.7043562731643539,0.5764039050579888
3,1e-09,1.5,1.7071067811865475,2.560660171779821,3.7147923106418803,3.7147923111558447,-5.139644265739207e-10,-8.293776776469031e-11,0.6997670629493264,0.5708231334438625
3,1e-09,1.5125000000000002,1.7208535967029188,2.581280395054378,3.736095622585152,3.736095626594437,-4.009284904071819e-09,-5.82522585723666e-10,0.6952607312787482,0.5654255642333605
3,1e-09,1.5250000000000001,1.7343225094356858,2.601483764153529,3.7568010380831076,3.756801038396179,-3.1307134662483804e-10,-6.117051309928456e-11,0.6908419825240001,0.5602190166563311
3,1e-09,1.5375,1.7475083268625968,2.621262490293895,3.776912567057373,3.7769125673980053,-3.4063241116655263e-10,-6.505851413152186e-11,0.6865154165611709,0.5552110294955939
3,1e-09,1.55,1.760405965600031,2.640608948400047,3.7964344660882388,3.7964344649646726,1.1235661290243115e-09,1.3928591613421304e-10,0.6822855243100138,0.5504088430315257
3,1e-09,1.5625,1.7730104533627369,2.6595156800441053,3.8153711740064273,3.815371172355714,1.6507133437926313e-09,2.1579227293955228e-10,0.6781566750919392,0.5458193732249346
3,1e-09,1.5750000000000002,1.785316930880745,2.6779753963211177,3.833727278059312,3.8337272811757392,-3.116427116367504e-09,-4.5027970241307003e-10,0.6741331080142559,0.5414491899093073
3,1e-09,1.5875000000000001,1.7973206537727073,2.695980980659061,3.8515074924801063,3.8515074944307623,-1.950656081106672e-09,-2.917466268570479e-10,0.6702189248307412,0.5373044963203041
3,1e-09,1.6,1.8090169943749475,2.713525491562421,3.868716585374335,3.8687165856462586,-2.7192381679697064e-10,-5.6402993386939215e-11,0.6664180788108299,0.5333911070507483
3,1e-09,1.6125,1.8204014435255136,2.7306021652882704,3.8853593605178194,3.8853593604619676,5.5851767655212825e-11,-1.1515788322924436e-11,0.6627343683399987,0.5297144290774116
3,1e-09,1.625,1.8314696123025453,2.7472044184538182,3.901440620103224,3.9014406181871313,1.9160926179040416e-09,2.446178815063149e-10,0.6591714297001525,0.5262794433719536
3,1e-09,1.6375000000000002,1.8422172337162865,2.7633258505744296,3.9169651124110247,3.9169651134450567,-1.0340319711588108e-09,-1.5858547808278445e-10,0.655732729230154,0.5230906873973954
3,1e-09,1.6500000000000001,1.8526401643540922,2.7789602465311383,3.9319375163514216,3.9319375199720095,-3.6205878295447746e-09,-5.181333140313882e-10,0.6524215577017443,0.5201522381880027
3,1e-09,1.6625,1.8627343859777918,2.794101578966688,3.946362394232281,3.946362394571636,-3.39354766509814e-10,-6.610345604229906e-11,0.6492410242854677,0.5174676981189906
3,1e-09,1.675,1.8724960070727972,2.8087440106091957,3.9602441417170953,3.9602441420951227,-3.78027387171187e-10,-7.131450985298216e-11,0.6461940503333605,0.5150401815341019
3,1e-09,1.6875,1.881921264348355,2.8228818965225324,3.973586984754228,3.9735869834089192,1.3453087532866448e-09,1.6115109247039072e-10,0.6432833660970222,0.5128723018911954
3,1e-09,1.7000000000000002,1.891006524188368,2.836509786282552,3.9863949236968783,3.9863949233610154,3.3586289305276296e-10,2.651612263093739e-11,0.6405115059368525,0.510966162455163
3,1e-09,1.7125000000000001,1.8997482840522215,2.8496224260783323,3.998671717819912,3.998671721492658,-3.6727461072416645e-09,-5.171991723784686e-10,0.637880805050792,0.5093233462304076
3,1e-09,1.725,1.9081431738250814,2.862214760737622,4.010420864081171,4.010420864528041,-4.468700964821437e-10,-8.069622747797212e-11,0.6353933969548362,0.5079449082455372
3,1e-09,1.7375,1.9161879571171359,2.874281935675704,4.021645539663374,4.021645540129721,-4.663469610477478e-10,-8.330991452254466e-11,0.6330512110254108,0.5068313727737848
3,1e-09,1.75,1.9238795325112867,2.88581929876693,4.03234861491348,4.032348614147583,7.658966794110711e-10,8.04987188018913e-11,0.6308559714360208,0.5059827262163638
3,1e-09,1.7625000000000002,1.9312149347588035,2.896822402138205,4.042532610014986,4.042532609106039,9.089466956879733e-10,1.0043432752127046e-10,0.6288091963218145,0.505398417196217
3,1e-09,1.7750000000000001,1.9381913359224843,2.9072870038837264,4.052199682349414,4.052199685508888,-3.15947357165669e-09,-4.423587052215794e-10,0.6269121976304886,0.5050773556072675
3,1e-09,1.7875,1.9448060464668782,2.9172090697003172,4.061351624868699,4.06135162565326,-7.845608607226495e-10,-1.260084259158134e-10,0.6251660814907943,0.5050179122041557
3,1e-09,1.8,1.9510565162951536,2.9265847744427305,4.069989819138872,4.06998981960913,-4.702584988081071e-10,-8.385903083052426e-11,0.6235717498573947,0.5052179261996654
3,1e-09,1.8125,1.9569403357322088,2.9354105035983133,4.078115254633436,4.078115254244485,3.8895020537665914e-10,2.9407143387061296e-11,0.622129901845571,0.5056747063874675
3,1e-09,1.8250000000000002,1.9624552364536472,2.9436828546804708,4.085728505661537,4.085728504598438,1.063098942211127e-09,1.1876455374704165e-10,0.6208410363534282,0.5063850398865173
3,1e-09,1.8375000000000001,1.9675990923602598,2.9513986385403896,4.092829725289416,4.092829727988093,-2.6986768375536485e-09,-3.782892887826961e-10,0.6197054550158468,0.5073452008312743
3,1e-09,1.85,1.9723699203976766,2.9585548805965147,4.0994186595958375,4.099418660771628,-1.1757901319242592e-09,-1.7745316327477667e-10,0.6187232652293456,0.5085509581652048
3,1e-09,1.8625,1.9767658813208724,2.9651488219813085,4.10549461734768,4.105494617820786,-4.731059988216657e-10,-8.416756180906759e-11,0.6178943849177426,0.5099975918980495
3,1e-09,1.875,1.9807852804032304,2.9711779206048456,4.111056494749621,4.1110564945652195,1.844018271413006e-10,2.3718804698091844e-12,0.6172185464008221,0.5116799035492299
3,1e-09,1.8875000000000002,1.9844265680898916,2.9766398521348374,4.116102772774402,4.116102771712142,1.06226050178293e-09,1.1814105249641216e-10,0.6166953014714072,0.5135922323215161
3,1e-09,1.9000000000000001,1.9876883405951378,2.9815325108927064,4.120631520084966,4.120631522519634,-2.4346684668330454e-09,-3.4288127892523335e-10,0.6163240268122349,0.5157284724816296
3,1e-09,1.9125,1.9905693404435771,2.9858540106653657,4.1246404211236944,4.124640422488117,-1.3644223528785915e-09,-2.02022065742824e-10,0.6161039291440857,0.5180820890948687
