kappa,theta,constant_coefficient,x_coefficient,x_squared_coefficient
0.5,0.16666666666666666,0.4722222222222222,0.0,0.027777777777777776
1.0,0.3333333333333333,0.8888888888888888,0.0,0.1111111111111111
4.0,1.3333333333333333,2.2222222222222223,0.0,1.7777777777777777
